Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.75, 0.33, 0.56, -2.21, 0.70, -0.89
1, 0.75, 0.34, 0.56, -1.73, 0.69, -0.60
2, 0.75, 0.34, 0.56, -1.94, 0.78, -0.98
3, 0.75, 0.35, 0.56, -1.85, 0.99, -1.08
4, 0.76, 0.34, 0.57, -1.79, 1.60, -1.08
5, 0.75, 0.34, 0.56, -1.62, 1.88, -1.16
6, 0.75, 0.35, 0.56, -1.39, 1.80, -0.67
7, 0.75, 0.35, 0.57, -1.21, 1.02, -0.84
8, 0.76, 0.34, 0.56, -0.78, 0.85, -1.04
9, 0.76, 0.35, 0.57, -1.24, 0.81, -0.60
10, 0.75, 0.34, 0.57, -0.95, 1.19, 0.27
11, 0.76, 0.35, 0.56, -1.33, 1.05, 0.03
12, 0.75, 0.35, 0.57, -0.96, 1.34, 0.14
13, 0.75, 0.35, 0.57, -0.61, 1.54, -0.06
14, 0.75, 0.35, 0.56, -0.87, 1.11, -0.26
15, 0.75, 0.35, 0.57, -0.99, 0.92, -0.49
16, 0.75, 0.35, 0.58, -1.76, 0.81, -0.63
17, 0.76, 0.34, 0.57, -1.76, 0.60, -0.61
18, 0.75, 0.35, 0.57, -1.62, 0.50, -0.47
19, 0.76, 0.34, 0.57, -2.06, 0.29, -0.90
20, 0.76, 0.34, 0.56, -1.60, 0.17, -0.50
21, 0.75, 0.35, 0.56, -1.37, 0.35, -0.69
22, 0.75, 0.34, 0.57, -1.54, 0.40, -0.52
23, 0.76, 0.35, 0.57, -1.39, 0.20, -0.50
24, 0.75, 0.35, 0.56, -1.30, 0.15, -0.53
25, 0.75, 0.35, 0.57, -1.02, 0.31, -0.67
26, 0.75, 0.35, 0.57, -1.57, 0.66, -0.82
27, 0.75, 0.35, 0.57, -1.65, 0.61, -0.69
28, 0.75, 0.35, 0.57, -1.37, 0.27, -0.58
29, 0.75, 0.35, 0.57, -1.18, 0.14, -0.84
30, 0.75, 0.35, 0.58, -1.51, 0.66, -0.49
31, 0.75, 0.34, 0.56, -1.33, 0.87, -0.12
32, 0.76, 0.34, 0.57, -1.80, 1.21, -0.12
33, 0.76, 0.35, 0.57, -2.50, -0.09, -0.34
34, 0.75, 0.35, 0.57, -2.53, -0.53, -0.09
35, 0.74, 0.35, 0.58, -2.73, -0.53, 0.15
36, 0.75, 0.34, 0.56, -2.03, 0.95, 0.38
37, 0.76, 0.34, 0.57, -1.11, 1.63, 0.56
38, 0.76, 0.34, 0.56, -0.75, 1.45, -0.15
39, 0.76, 0.35, 0.56, -0.52, 0.00, -0.14
40, 0.75, 0.35, 0.57, -0.58, -0.23, -0.44
41, 0.75, 0.35, 0.56, 0.37, 0.09, -1.68
42, 0.73, 0.37, 0.55, 0.52, -3.47, -8.96
43, 0.71, 0.39, 0.55, -1.51, -10.89, -21.56
44, 0.69, 0.43, 0.53, -5.76, -19.44, -38.66
45, 0.69, 0.40, 0.50, -9.07, -26.72, -51.79
46, 0.69, 0.41, 0.51, -8.73, -28.96, -62.78
47, 0.70, 0.38, 0.53, -5.65, -35.13, -74.53
48, 0.72, 0.39, 0.53, -4.64, -38.50, -82.18
49, 0.74, 0.42, 0.52, -3.91, -37.97, -83.86
50, 0.70, 0.41, 0.57, -1.85, -47.21, -100.87
51, 0.67, 0.53, 0.53, -3.10, -56.02, -132.89
52, 0.78, 0.42, 0.59, -3.22, -47.08, -121.53
53, 0.78, 0.38, 0.55, 0.67, -36.20, -107.18
54, 0.76, 0.42, 0.53, 1.83, -30.64, -96.90
55, 0.77, 0.43, 0.52, 2.38, -28.29, -83.80
56, 0.80, 0.45, 0.52, 2.95, -24.95, -69.53
57, 0.81, 0.44, 0.52, 4.44, -24.06, -56.29
58, 0.78, 0.47, 0.50, 4.23, -22.14, -51.54
59, 0.75, 0.49, 0.49, 1.62, -21.88, -47.01
60, 0.71, 0.51, 0.51, -0.58, -21.57, -47.50
61, 0.72, 0.53, 0.51, 0.38, -15.44, -46.50
62, 0.71, 0.53, 0.51, -0.44, -11.85, -40.26
63, 0.69, 0.53, 0.50, -2.46, -10.32, -35.45
64, 0.71, 0.52, 0.50, -2.37, -9.27, -29.19
65, 0.69, 0.55, 0.49, -2.38, -9.24, -29.21
66, 0.68, 0.55, 0.49, -3.56, -8.72, -28.34
67, 0.69, 0.53, 0.50, -4.44, -6.95, -26.41
68, 0.70, 0.51, 0.49, -4.06, -6.49, -23.04
69, 0.71, 0.51, 0.49, -4.90, -6.02, -20.53
70, 0.71, 0.53, 0.49, -4.24, -7.88, -14.46
71, 0.71, 0.53, 0.48, -3.36, -8.24, -11.22
72, 0.69, 0.56, 0.48, -4.75, -10.11, -12.90
73, 0.68, 0.55, 0.50, -4.89, -12.50, -14.40
74, 0.66, 0.55, 0.50, -3.83, -12.40, -15.22
75, 0.65, 0.57, 0.48, -5.31, -10.32, -19.02
76, 0.68, 0.54, 0.49, -4.50, -8.44, -17.62
77, 0.68, 0.54, 0.48, -4.03, -6.60, -14.72
78, 0.70, 0.54, 0.49, -4.37, -5.85, -12.31
79, 0.68, 0.54, 0.48, -5.08, -7.71, -12.47
80, 0.68, 0.55, 0.49, -6.08, -8.93, -12.73
81, 0.69, 0.53, 0.48, -4.69, -7.83, -12.40
82, 0.68, 0.54, 0.49, -4.47, -5.95, -12.67
83, 0.67, 0.54, 0.47, -3.71, -2.20, -11.33
84, 0.68, 0.56, 0.48, -3.37, 0.95, -8.29
85, 0.69, 0.53, 0.48, -2.52, 4.12, -4.29
86, 0.69, 0.54, 0.48, -1.98, 5.54, -2.23
87, 0.69, 0.56, 0.48, -3.10, 6.09, -0.50
88, 0.71, 0.55, 0.48, -4.40, 7.07, 2.98
89, 0.71, 0.56, 0.49, -6.99, 8.27, 7.05
90, 0.72, 0.56, 0.50, -10.03, 10.78, 14.87
91, 0.75, 0.55, 0.50, -13.31, 14.58, 28.52
92, 0.78, 0.55, 0.48, -16.26, 17.83, 44.72
93, 0.75, 0.55, 0.45, -14.17, 18.43, 53.33
94, 0.71, 0.54, 0.42, -8.89, 14.18, 52.63
95, 0.73, 0.50, 0.45, -6.73, 12.49, 52.27
96, 0.73, 0.49, 0.46, -3.10, 11.65, 51.92
97, 0.72, 0.48, 0.48, -0.47, 11.34, 51.97
98, 0.71, 0.48, 0.48, 0.78, 11.50, 51.25
99, 0.71, 0.49, 0.49, 1.62, 11.94, 51.15
100, 0.71, 0.50, 0.49, 1.74, 11.88, 48.31
101, 0.70, 0.51, 0.49, 0.70, 11.33, 42.09
102, 0.71, 0.50, 0.52, 1.36, 9.18, 38.72
103, 0.72, 0.51, 0.51, 0.81, 8.09, 35.86
104, 0.70, 0.49, 0.50, 1.79, 5.77, 30.20
105, 0.71, 0.47, 0.49, 3.65, 4.99, 27.63
106, 0.71, 0.48, 0.50, 5.42, 4.21, 25.07
107, 0.74, 0.45, 0.50, 7.51, 5.45, 26.64
108, 0.74, 0.47, 0.50, 6.82, 5.45, 27.53
109, 0.73, 0.48, 0.50, 7.07, 6.44, 27.89
110, 0.75, 0.46, 0.50, 7.24, 7.71, 30.46
111, 0.74, 0.46, 0.50, 6.92, 6.37, 30.72
112, 0.73, 0.46, 0.52, 6.09, 5.21, 28.61
113, 0.73, 0.44, 0.51, 6.09, 3.89, 28.18
114, 0.71, 0.45, 0.51, 5.19, 2.84, 25.79
115, 0.73, 0.44, 0.53, 4.21, 5.36, 27.16
116, 0.73, 0.41, 0.54, 4.98, 7.25, 29.73
117, 0.70, 0.44, 0.53, 3.62, 7.42, 29.25
118, 0.70, 0.43, 0.52, 3.83, 9.53, 28.87
119, 0.73, 0.43, 0.49, 3.56, 15.91, 33.94
120, 0.73, 0.45, 0.49, 3.50, 18.96, 35.34
121, 0.72, 0.46, 0.49, 4.55, 19.76, 31.60
122, 0.72, 0.45, 0.49, 4.60, 19.42, 25.47
123, 0.74, 0.43, 0.47, 4.64, 21.18, 23.57
124, 0.75, 0.43, 0.49, 6.41, 19.59, 22.67
125, 0.75, 0.44, 0.51, 7.65, 16.70, 18.92
126, 0.76, 0.42, 0.53, 7.47, 12.99, 17.91
127, 0.75, 0.41, 0.54, 6.17, 11.47, 16.02
128, 0.75, 0.40, 0.54, 7.10, 12.35, 17.59
129, 0.75, 0.42, 0.52, 6.38, 15.11, 18.63
130, 0.75, 0.44, 0.53, 5.57, 14.55, 18.53
131, 0.74, 0.44, 0.53, 3.85, 12.29, 16.31
132, 0.75, 0.43, 0.54, 4.21, 10.14, 16.03
133, 0.76, 0.40, 0.54, 3.05, 6.82, 16.12
134, 0.77, 0.37, 0.55, 3.39, 5.45, 16.85
135, 0.78, 0.35, 0.56, 2.11, 7.56, 20.09
136, 0.76, 0.35, 0.56, 0.72, 7.86, 18.87
137, 0.75, 0.38, 0.55, -0.99, 8.56, 16.98
138, 0.73, 0.38, 0.55, -1.54, 5.53, 11.85
139, 0.73, 0.37, 0.57, -2.03, 4.99, 10.03
140, 0.74, 0.38, 0.56, -2.09, 6.37, 10.79
141, 0.77, 0.37, 0.56, -0.24, 8.24, 15.94
142, 0.81, 0.37, 0.54, 2.89, 8.64, 20.82
143, 0.80, 0.39, 0.53, 0.89, -1.85, 19.05
144, 0.82, 0.41, 0.52, -2.12, -9.27, 22.53
145, 0.81, 0.41, 0.50, -3.08, -14.89, 31.45
146, 0.85, 0.38, 0.49, 2.93, -14.76, 42.43
147, 0.81, 0.42, 0.47, 3.18, -21.97, 40.76
148, 0.82, 0.39, 0.51, -1.25, -19.48, 49.05
149, 0.78, 0.42, 0.50, -0.14, -14.60, 50.09
150, 0.71, 0.46, 0.51, 0.05, -9.79, 39.66
151, 0.72, 0.42, 0.53, 3.62, -0.90, 31.11
152, 0.74, 0.40, 0.52, 4.02, 4.96, 25.34
153, 0.75, 0.35, 0.54, 2.23, 4.92, 22.05
154, 0.75, 0.32, 0.54, 0.34, 0.73, 16.06
155, 0.75, 0.30, 0.56, -2.55, -1.40, 13.16
156, 0.77, 0.29, 0.55, -4.18, -2.70, 10.52
157, 0.75, 0.30, 0.56, -5.73, -3.10, 5.05
158, 0.74, 0.30, 0.57, -7.71, -2.50, 0.90
159, 0.75, 0.31, 0.56, -7.60, -1.13, -4.20
