Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.45, 0.53, -3.48, 0.32, -1.13
1, 0.72, 0.45, 0.52, -3.88, -0.23, -1.13
2, 0.72, 0.45, 0.53, -4.73, -1.60, -1.80
3, 0.71, 0.45, 0.52, -3.73, -2.05, -1.88
4, 0.71, 0.45, 0.53, -2.63, -1.47, -1.83
5, 0.71, 0.45, 0.53, -2.58, -0.58, -1.54
6, 0.72, 0.45, 0.54, -2.26, -0.43, -1.07
7, 0.71, 0.45, 0.53, -1.31, -0.08, -0.60
8, 0.72, 0.45, 0.52, -1.88, 0.26, -0.78
9, 0.72, 0.46, 0.53, -1.73, 0.78, -0.56
10, 0.72, 0.46, 0.54, -0.98, 0.73, -0.37
11, 0.72, 0.46, 0.53, -1.13, 1.24, -0.08
12, 0.72, 0.46, 0.53, -0.81, 1.83, -0.05
13, 0.72, 0.45, 0.53, -0.24, 2.12, 0.12
14, 0.72, 0.46, 0.53, 0.12, 1.91, 0.09
15, 0.72, 0.46, 0.53, -0.08, 0.89, 0.00
16, 0.71, 0.46, 0.54, 0.20, 0.05, 0.03
17, 0.72, 0.45, 0.53, 0.05, -0.32, -0.12
18, 0.71, 0.45, 0.54, -0.85, -0.14, -0.11
19, 0.71, 0.45, 0.54, -1.57, 0.34, 0.08
20, 0.71, 0.45, 0.53, -1.36, 1.47, 0.37
21, 0.71, 0.46, 0.54, -0.85, 2.11, 0.87
22, 0.71, 0.45, 0.53, -1.36, 1.91, 0.72
23, 0.72, 0.46, 0.54, -0.82, -0.18, -0.12
24, 0.73, 0.46, 0.54, -0.41, -1.95, -0.61
25, 0.71, 0.45, 0.53, -0.50, -2.11, -0.67
26, 0.71, 0.45, 0.54, -0.21, -0.44, -0.24
27, 0.70, 0.45, 0.52, -0.44, 1.71, 0.26
28, 0.72, 0.45, 0.53, -1.34, 2.64, 0.20
29, 0.72, 0.46, 0.53, -1.39, 1.24, -0.76
30, 0.72, 0.46, 0.53, -1.77, 0.21, -1.50
31, 0.71, 0.45, 0.53, -1.13, -1.44, -2.21
32, 0.72, 0.45, 0.54, -1.25, -1.57, -3.57
33, 0.71, 0.45, 0.54, -0.64, -1.97, -6.02
34, 0.70, 0.48, 0.51, -0.02, -3.10, -11.79
35, 0.70, 0.47, 0.50, 1.45, -3.54, -16.02
36, 0.73, 0.48, 0.47, 1.50, -2.75, -16.61
