Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.74, 0.40, 0.55, -2.66, -0.17, -0.67
1, 0.74, 0.40, 0.56, -2.02, -0.12, -0.23
2, 0.75, 0.40, 0.55, -0.99, 0.03, -0.21
3, 0.75, 0.40, 0.56, -0.03, 0.23, -0.41
4, 0.74, 0.40, 0.56, 0.90, 0.55, -0.27
5, 0.74, 0.40, 0.55, 1.21, 1.19, -0.12
6, 0.74, 0.40, 0.54, 0.92, 0.81, -0.09
7, 0.74, 0.39, 0.55, 1.11, 0.06, -0.12
8, 0.74, 0.39, 0.55, 0.63, 0.03, -0.03
9, 0.74, 0.39, 0.54, -0.03, -0.05, -0.11
10, 0.74, 0.40, 0.55, 0.26, 0.31, -0.11
11, 0.74, 0.40, 0.55, -0.05, 1.47, 0.03
12, 0.75, 0.40, 0.55, 0.27, 1.05, -0.03
13, 0.75, 0.40, 0.54, 0.21, -0.35, -0.50
14, 0.74, 0.40, 0.55, -0.49, -1.63, -1.18
15, 0.74, 0.39, 0.55, -0.89, -2.06, -1.16
16, 0.73, 0.40, 0.54, -0.79, -0.75, -0.98
17, 0.74, 0.40, 0.55, -0.85, 1.02, -0.99
18, 0.74, 0.40, 0.55, -1.62, 1.31, -1.28
19, 0.74, 0.40, 0.54, -1.82, 0.11, -1.77
20, 0.74, 0.40, 0.53, -1.36, -0.89, -1.89
21, 0.74, 0.40, 0.54, -1.62, -0.98, -1.85
22, 0.74, 0.41, 0.54, -1.47, -0.12, -1.44
23, 0.74, 0.40, 0.54, -1.15, 0.64, -1.24
24, 0.74, 0.40, 0.54, -1.02, 1.18, -1.13
25, 0.74, 0.40, 0.54, -1.16, 1.27, -1.01
26, 0.74, 0.41, 0.54, -1.59, 0.46, -0.84
27, 0.74, 0.41, 0.54, -2.05, -0.61, -0.85
28, 0.75, 0.40, 0.55, -2.56, -1.16, -0.85
29, 0.74, 0.41, 0.54, -2.95, -0.70, -0.66
30, 0.74, 0.40, 0.55, -2.41, -0.61, -0.73
31, 0.74, 0.40, 0.54, -2.50, 0.20, -0.60
32, 0.74, 0.40, 0.54, -2.31, 0.56, -0.41
33, 0.74, 0.41, 0.55, -2.17, -0.14, -0.49
34, 0.75, 0.40, 0.54, -2.15, -0.67, -0.73
35, 0.74, 0.41, 0.54, -1.68, -0.58, -0.73
36, 0.74, 0.40, 0.54, -1.44, -0.66, -1.02
37, 0.74, 0.40, 0.55, -0.56, -0.44, -0.78
38, 0.73, 0.40, 0.54, -0.06, -0.32, -0.85
39, 0.74, 0.41, 0.55, 0.21, 0.09, -1.15
40, 0.74, 0.40, 0.55, -0.12, -0.61, -1.42
41, 0.74, 0.40, 0.54, 0.03, -2.27, -2.55
