Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.60, 0.47, 0.66, -1.71, 1.69, -0.09
1, 0.60, 0.47, 0.66, -2.31, 2.29, 0.40
2, 0.60, 0.47, 0.65, -2.41, 2.61, 0.47
3, 0.60, 0.48, 0.66, -1.30, 2.84, 0.87
4, 0.59, 0.48, 0.67, -0.46, 2.87, 0.98
5, 0.59, 0.48, 0.65, -2.24, -0.26, 0.70
6, 0.58, 0.47, 0.67, -0.63, -0.78, 1.08
7, 0.58, 0.46, 0.67, -0.75, 1.18, 1.63
8, 0.57, 0.46, 0.67, -0.89, 3.08, 1.86
9, 0.58, 0.46, 0.67, -1.63, 2.69, 1.91
10, 0.58, 0.47, 0.66, -1.16, 1.22, 2.09
11, 0.59, 0.47, 0.66, -0.93, -0.08, 2.02
12, 0.59, 0.47, 0.66, -0.85, -1.15, 1.27
13, 0.58, 0.47, 0.67, -0.63, -1.60, 0.38
14, 0.58, 0.46, 0.67, -0.17, -0.09, 0.03
15, 0.59, 0.46, 0.66, -1.10, 1.48, 0.09
16, 0.58, 0.46, 0.67, -0.89, 2.81, 0.64
17, 0.58, 0.47, 0.66, -1.34, 2.43, 0.35
18, 0.58, 0.47, 0.66, -1.51, 0.24, -0.06
19, 0.58, 0.47, 0.66, -1.83, -1.40, -0.69
20, 0.58, 0.46, 0.67, -1.44, -2.61, -0.61
21, 0.58, 0.47, 0.65, -1.47, -3.27, -1.13
22, 0.58, 0.46, 0.66, -1.91, -3.74, -1.71
23, 0.58, 0.48, 0.69, -2.15, -3.59, -2.72
24, 0.57, 0.47, 0.67, -2.03, -3.98, -4.02
25, 0.58, 0.46, 0.66, -1.66, -4.50, -3.88
26, 0.58, 0.45, 0.65, -1.92, -5.53, -3.24
27, 0.59, 0.46, 0.65, -2.26, -5.63, -2.78
28, 0.60, 0.46, 0.66, -0.66, -1.47, -2.12
29, 0.60, 0.47, 0.66, -0.58, 3.22, -1.34
30, 0.62, 0.46, 0.64, -3.07, 4.20, -0.49
31, 0.61, 0.46, 0.66, -1.08, 4.26, -0.50
32, 0.58, 0.46, 0.66, -0.56, 4.14, -1.33
33, 0.58, 0.47, 0.67, -0.82, 1.40, -2.06
34, 0.57, 0.47, 0.68, 0.32, -1.22, -2.93
35, 0.56, 0.48, 0.68, 2.15, -1.94, -4.49
36, 0.56, 0.48, 0.69, 0.73, -3.45, -7.95
37, 0.56, 0.48, 0.69, 0.93, -4.64, -14.02
38, 0.57, 0.48, 0.68, 2.53, -3.69, -18.64
39, 0.58, 0.48, 0.64, 2.40, -6.96, -25.07
40, 0.57, 0.50, 0.60, 3.02, -13.92, -33.48
41, 0.60, 0.51, 0.62, 1.11, -18.35, -38.63
42, 0.62, 0.50, 0.60, 0.32, -20.41, -40.82
43, 0.63, 0.49, 0.63, 1.37, -20.43, -37.77
44, 0.65, 0.47, 0.65, 2.90, -17.57, -32.32
45, 0.61, 0.46, 0.66, 5.30, -18.73, -32.64
46, 0.59, 0.47, 0.62, 8.38, -20.06, -34.99
47, 0.60, 0.49, 0.67, 9.31, -19.10, -32.56
48, 0.63, 0.48, 0.66, 7.77, -14.34, -24.05
49, 0.60, 0.46, 0.63, 7.39, -12.29, -14.55
50, 0.59, 0.49, 0.63, 6.38, -12.50, -9.18
51, 0.58, 0.49, 0.64, 9.89, -14.40, -8.55
52, 0.60, 0.49, 0.64, 12.06, -17.59, -11.18
53, 0.62, 0.53, 0.62, 11.74, -21.71, -16.24
54, 0.65, 0.51, 0.59, 14.47, -19.25, -13.56
55, 0.63, 0.52, 0.55, 19.69, -9.33, -12.75
56, 0.59, 0.55, 0.61, 13.42, -10.11, -16.64
57, 0.54, 0.56, 0.61, 13.66, -9.37, -22.05
58, 0.56, 0.53, 0.62, 12.40, -8.44, -21.37
59, 0.58, 0.51, 0.62, 12.58, -5.89, -21.74
60, 0.60, 0.52, 0.62, 14.20, -4.98, -19.91
61, 0.59, 0.53, 0.64, 11.97, -7.16, -18.05
62, 0.56, 0.55, 0.64, 4.90, -15.04, -19.57
63, 0.57, 0.54, 0.59, 5.54, -14.09, -14.26
64, 0.50, 0.47, 0.68, 3.37, -21.18, -25.77
65, 0.42, 0.52, 0.63, 15.21, -5.02, -26.98
66, 0.71, 0.57, 0.60, 14.56, 13.77, -5.10
67, 0.48, 0.57, 0.58, 11.97, -0.93, -9.39
68, 0.48, 0.56, 0.74, 1.28, -3.10, -35.16
69, 0.57, 0.59, 0.54, 22.00, 36.20, -7.97
70, 0.54, 0.64, 0.63, 1.21, 3.31, 0.27
71, 0.51, 0.56, 0.60, -0.52, -16.09, 3.37
72, 0.61, 0.63, 0.61, 2.17, -3.50, 15.01
73, 0.58, 0.61, 0.58, 4.37, 3.85, 19.33
74, 0.59, 0.55, 0.54, 2.31, -4.06, 22.46
75, 0.61, 0.56, 0.57, 5.53, -7.68, 26.12
76, 0.59, 0.58, 0.59, 7.31, -7.94, 24.44
77, 0.57, 0.60, 0.59, 3.73, -7.86, 27.13
78, 0.62, 0.57, 0.58, 5.18, -4.96, 44.32
79, 0.67, 0.56, 0.54, 7.24, 0.73, 67.86
80, 0.77, 0.52, 0.51, 6.15, 9.42, 101.25
81, 0.82, 0.48, 0.49, 2.67, 14.41, 135.37
82, 0.81, 0.50, 0.48, -0.84, 10.27, 156.29
83, 0.73, 0.53, 0.55, -6.32, 2.52, 163.19
84, 0.62, 0.55, 0.64, -10.12, -3.08, 154.67
85, 0.57, 0.54, 0.66, -8.55, -1.01, 137.88
86, 0.51, 0.49, 0.68, -7.11, 5.83, 114.90
87, 0.46, 0.51, 0.71, -5.15, 10.99, 80.44
88, 0.50, 0.53, 0.66, -7.86, 26.66, 66.60
89, 0.53, 0.47, 0.66, -3.73, 38.72, 56.03
90, 0.56, 0.46, 0.61, -3.47, 38.27, 43.85
91, 0.58, 0.46, 0.60, -5.95, 31.15, 33.74
92, 0.62, 0.45, 0.61, -6.85, 25.22, 24.47
93, 0.60, 0.48, 0.61, -8.00, 19.74, 10.69
94, 0.61, 0.45, 0.64, -11.88, 17.62, 2.23
95, 0.62, 0.44, 0.65, -13.54, 16.60, -3.76
