Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.45, 0.55, 0.11, 0.40, 0.82
1, 0.71, 0.45, 0.56, -0.31, 0.18, 0.92
2, 0.72, 0.44, 0.54, -0.17, 0.26, 0.63
3, 0.72, 0.45, 0.55, -0.53, 0.61, 0.63
4, 0.71, 0.45, 0.54, -0.56, 0.55, 0.52
5, 0.71, 0.44, 0.54, -0.73, 0.55, 0.60
6, 0.71, 0.44, 0.54, -0.98, 0.84, 0.81
7, 0.71, 0.45, 0.54, -0.87, 0.78, 0.72
8, 0.71, 0.44, 0.53, -1.34, 1.13, 0.52
9, 0.71, 0.44, 0.54, -1.69, 0.82, 0.61
10, 0.72, 0.45, 0.55, -1.94, 0.41, 0.63
11, 0.71, 0.44, 0.54, -2.73, 0.11, 0.31
12, 0.71, 0.44, 0.54, -2.92, 0.00, 0.17
13, 0.71, 0.43, 0.55, -3.30, 0.08, 0.31
14, 0.71, 0.44, 0.55, -3.62, 0.55, 0.29
15, 0.72, 0.44, 0.54, -4.17, 0.66, 0.23
16, 0.72, 0.44, 0.54, -3.77, -0.03, -0.06
17, 0.71, 0.44, 0.54, -2.90, -0.08, -0.17
18, 0.71, 0.44, 0.55, -2.58, -0.03, -0.50
19, 0.71, 0.44, 0.54, -2.08, 0.27, -0.93
20, 0.71, 0.44, 0.55, -1.39, 0.18, -1.62
21, 0.71, 0.43, 0.54, -1.19, -0.24, -2.58
22, 0.70, 0.44, 0.56, -1.02, 0.17, -2.96
23, 0.70, 0.43, 0.55, -0.14, 1.44, -3.31
24, 0.70, 0.43, 0.54, 0.18, 2.00, -2.84
25, 0.72, 0.42, 0.54, -0.32, 3.69, -2.81
26, 0.72, 0.43, 0.54, 0.18, 4.60, -3.16
27, 0.72, 0.44, 0.55, 0.82, 4.76, -2.95
28, 0.72, 0.45, 0.54, 1.05, 3.83, -3.22
29, 0.72, 0.45, 0.54, 0.92, 2.32, -3.39
30, 0.72, 0.46, 0.54, 1.18, 0.78, -2.58
31, 0.72, 0.46, 0.54, -0.02, -0.17, -2.50
32, 0.71, 0.46, 0.55, -0.56, -0.20, -2.52
33, 0.71, 0.46, 0.54, -0.56, -0.38, -2.12
34, 0.71, 0.46, 0.55, -1.33, -1.08, -2.00
35, 0.70, 0.46, 0.54, -1.53, -3.45, -3.34
36, 0.70, 0.47, 0.55, -1.42, -6.49, -6.03
37, 0.69, 0.47, 0.54, -1.65, -8.92, -8.43
38, 0.68, 0.47, 0.54, -2.12, -11.44, -13.85
39, 0.67, 0.47, 0.55, -2.11, -14.70, -20.20
40, 0.69, 0.47, 0.55, -1.63, -18.82, -25.94
41, 0.70, 0.47, 0.54, -1.13, -24.14, -31.02
42, 0.72, 0.46, 0.54, 1.01, -30.41, -33.71
43, 0.69, 0.48, 0.53, 2.34, -39.34, -41.97
44, 0.71, 0.47, 0.52, 2.81, -43.54, -47.92
45, 0.72, 0.46, 0.50, 2.81, -40.98, -47.15
46, 0.72, 0.45, 0.53, 2.63, -36.82, -43.97
47, 0.66, 0.49, 0.54, 3.80, -41.30, -55.47
48, 0.70, 0.53, 0.48, 4.78, -38.12, -58.79
49, 0.72, 0.47, 0.51, 3.94, -28.87, -48.03
50, 0.74, 0.46, 0.52, 5.73, -20.21, -41.16
51, 0.74, 0.51, 0.42, 4.06, -19.77, -41.33
52, 0.70, 0.52, 0.46, 4.82, -27.65, -39.65
53, 0.69, 0.55, 0.48, 5.88, -31.83, -40.17
54, 0.69, 0.55, 0.50, 7.11, -34.00, -38.34
55, 0.69, 0.56, 0.48, 5.36, -34.29, -38.37
56, 0.69, 0.58, 0.49, 3.47, -37.25, -40.64
57, 0.72, 0.59, 0.47, 4.69, -25.18, -39.47
58, 0.73, 0.57, 0.46, 2.82, -26.00, -34.53
59, 0.74, 0.55, 0.46, 0.93, -23.25, -25.08
60, 0.74, 0.53, 0.46, 1.57, -24.29, -18.92
61, 0.76, 0.53, 0.45, 2.92, -22.67, -12.69
62, 0.75, 0.51, 0.46, 5.79, -19.63, -3.42
63, 0.75, 0.53, 0.45, 4.75, -19.30, 2.53
64, 0.72, 0.56, 0.45, 3.76, -19.68, 4.02
65, 0.71, 0.56, 0.47, 3.63, -19.33, 4.78
66, 0.72, 0.57, 0.43, 4.40, -16.32, 7.15
67, 0.70, 0.57, 0.43, 3.36, -15.69, 10.14
68, 0.71, 0.56, 0.44, 2.87, -15.36, 12.18
69, 0.71, 0.57, 0.43, 3.45, -14.64, 11.57
70, 0.70, 0.57, 0.42, 2.92, -14.84, 11.79
71, 0.71, 0.56, 0.42, 1.42, -13.25, 12.87
72, 0.73, 0.55, 0.43, 1.24, -10.63, 16.32
73, 0.74, 0.54, 0.41, 0.78, -8.79, 20.21
74, 0.74, 0.53, 0.41, 1.01, -8.14, 22.69
75, 0.75, 0.53, 0.41, 0.92, -7.63, 25.30
76, 0.75, 0.53, 0.42, 0.29, -5.63, 28.98
77, 0.75, 0.53, 0.41, -0.12, -3.18, 33.50
78, 0.77, 0.52, 0.41, 0.49, -0.27, 39.16
79, 0.76, 0.53, 0.42, -0.52, 0.53, 41.31
80, 0.73, 0.55, 0.42, -1.54, -2.00, 38.66
81, 0.73, 0.53, 0.42, -1.92, -1.95, 36.40
82, 0.72, 0.53, 0.40, -1.16, -1.66, 32.27
83, 0.75, 0.51, 0.40, -1.51, 0.78, 33.47
84, 0.75, 0.49, 0.41, 0.56, 0.17, 30.27
85, 0.73, 0.49, 0.40, 0.69, -1.45, 24.72
86, 0.74, 0.51, 0.42, -0.34, -1.40, 18.55
87, 0.72, 0.53, 0.41, 0.15, -2.11, 10.20
88, 0.72, 0.52, 0.43, -0.84, -4.40, 2.55
89, 0.71, 0.53, 0.43, -1.57, -6.55, -7.04
90, 0.71, 0.57, 0.41, -3.25, -8.96, -18.35
91, 0.70, 0.56, 0.42, -6.00, -12.49, -30.58
92, 0.66, 0.55, 0.42, -7.27, -14.06, -47.48
93, 0.66, 0.55, 0.41, -9.36, -11.53, -59.95
94, 0.69, 0.54, 0.42, -12.12, -5.65, -68.00
95, 0.71, 0.53, 0.42, -12.90, 2.98, -71.34
96, 0.78, 0.51, 0.43, -14.56, 8.79, -66.15
97, 0.82, 0.48, 0.43, -13.74, 10.90, -58.24
98, 0.82, 0.50, 0.40, -11.83, 8.15, -51.25
99, 0.79, 0.53, 0.41, -11.97, 0.55, -48.98
100, 0.75, 0.55, 0.41, -9.11, -1.39, -43.77
101, 0.76, 0.55, 0.40, -8.81, 2.87, -34.73
102, 0.78, 0.56, 0.41, -9.83, 7.71, -23.86
103, 0.75, 0.56, 0.42, -9.83, 10.24, -19.47
104, 0.76, 0.57, 0.42, -10.81, 13.76, -10.09
105, 0.80, 0.59, 0.41, -14.21, 20.73, 6.40
106, 0.85, 0.67, 0.33, -18.31, 35.39, 39.02
107, 0.87, 0.67, 0.31, -26.92, 43.08, 75.65
108, 0.79, 0.48, 0.39, -26.14, 41.19, 96.70
109, 0.82, 0.33, 0.44, -11.71, 48.73, 115.25
110, 0.78, 0.45, 0.41, -6.34, 59.50, 124.58
111, 0.73, 0.51, 0.40, -8.43, 63.94, 125.50
112, 0.72, 0.45, 0.50, -9.40, 67.10, 125.60
113, 0.69, 0.47, 0.55, -3.18, 69.57, 113.45
114, 0.75, 0.44, 0.58, 1.77, 74.37, 104.93
115, 0.69, 0.48, 0.55, 4.85, 62.18, 77.97
116, 0.63, 0.51, 0.52, 4.11, 44.60, 52.61
117, 0.65, 0.46, 0.52, 2.05, 31.44, 39.88
118, 0.64, 0.47, 0.53, -0.02, 28.72, 32.85
119, 0.66, 0.46, 0.53, 0.49, 32.53, 28.03
120, 0.67, 0.48, 0.53, -1.19, 32.78, 20.20
121, 0.70, 0.44, 0.53, -1.44, 30.75, 14.17
122, 0.73, 0.43, 0.52, -1.53, 25.62, 9.19
123, 0.74, 0.43, 0.54, -3.86, 15.53, 5.13
124, 0.74, 0.43, 0.53, -4.34, 10.06, 3.25
125, 0.76, 0.40, 0.54, -3.94, 9.19, 5.95
126, 0.75, 0.40, 0.54, -2.87, 11.68, 8.00
127, 0.75, 0.39, 0.54, -1.39, 12.52, 10.60
128, 0.75, 0.40, 0.55, -0.93, 12.37, 13.89
129, 0.76, 0.39, 0.57, -1.53, 11.51, 16.96
130, 0.75, 0.37, 0.53, 2.56, 18.55, 20.20
131, 0.79, 0.36, 0.59, 8.41, 22.64, 24.47
132, 0.73, 0.38, 0.53, 11.37, 11.88, 17.07
133, 0.73, 0.39, 0.54, 13.54, 3.45, 14.81
134, 0.73, 0.39, 0.54, 15.60, 4.12, 15.18
135, 0.70, 0.43, 0.55, 15.63, 12.49, 14.81
136, 0.70, 0.44, 0.55, 12.49, 22.63, 18.67
137, 0.71, 0.43, 0.57, 8.92, 28.24, 23.15
138, 0.70, 0.44, 0.58, 5.66, 26.69, 19.66
139, 0.72, 0.42, 0.58, 4.21, 23.19, 18.00
140, 0.72, 0.44, 0.56, 1.95, 15.53, 14.32
141, 0.71, 0.43, 0.57, 0.61, 7.57, 9.63
142, 0.71, 0.41, 0.57, -0.05, 4.63, 7.60
143, 0.71, 0.41, 0.56, -0.92, 4.40, 5.47
