Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.70, 0.45, 0.57, -1.33, -0.61, -0.55
1, 0.70, 0.44, 0.57, -1.19, 0.35, -0.70
2, 0.70, 0.44, 0.56, -0.90, 2.20, -0.49
3, 0.70, 0.45, 0.57, -0.61, 2.38, -0.46
4, 0.70, 0.45, 0.57, -0.92, 1.59, -0.35
5, 0.70, 0.45, 0.56, -1.04, 0.00, -0.56
6, 0.69, 0.45, 0.57, -0.76, 0.12, -0.35
7, 0.70, 0.45, 0.57, -0.60, 0.87, -0.49
8, 0.70, 0.45, 0.57, -0.38, 1.73, -0.76
9, 0.70, 0.45, 0.57, -0.98, 1.56, -0.67
10, 0.71, 0.44, 0.57, -0.82, 0.34, -0.69
11, 0.69, 0.44, 0.56, -0.32, 0.44, -0.85
12, 0.70, 0.44, 0.57, -0.50, 0.89, -0.67
13, 0.70, 0.45, 0.57, -0.56, 0.99, -0.60
14, 0.70, 0.44, 0.57, -0.82, 0.66, -0.63
15, 0.70, 0.45, 0.57, -1.19, 0.24, -0.52
16, 0.70, 0.45, 0.57, -1.10, -0.06, -0.69
17, 0.70, 0.45, 0.57, -0.99, -0.18, -0.73
18, 0.70, 0.44, 0.57, -1.08, -1.01, -1.07
19, 0.69, 0.45, 0.57, -0.95, -0.52, -0.85
20, 0.69, 0.45, 0.57, -1.02, 0.38, -0.67
21, 0.70, 0.45, 0.58, -1.21, 0.87, -0.15
22, 0.70, 0.45, 0.56, -1.19, 0.96, -0.29
23, 0.71, 0.45, 0.57, -1.28, 0.43, -0.76
24, 0.70, 0.45, 0.57, -0.99, -0.63, -0.93
25, 0.69, 0.45, 0.57, -0.96, -0.34, -0.58
26, 0.70, 0.45, 0.56, -0.61, 0.66, -0.49
27, 0.69, 0.45, 0.56, -0.49, 0.82, -0.87
28, 0.70, 0.45, 0.57, 0.02, 0.06, -1.27
29, 0.69, 0.45, 0.58, 0.37, 0.61, -1.08
30, 0.69, 0.44, 0.58, 0.23, 0.95, -0.44
31, 0.70, 0.44, 0.57, 1.62, 1.48, -0.11
32, 0.70, 0.44, 0.57, 1.37, 2.82, -0.43
33, 0.71, 0.45, 0.57, 0.84, 3.05, -1.21
34, 0.70, 0.46, 0.57, 1.16, 2.56, -1.33
35, 0.71, 0.45, 0.57, 1.71, 2.81, -1.24
36, 0.70, 0.46, 0.57, 2.58, 3.10, -1.11
37, 0.70, 0.46, 0.56, 1.76, 1.71, -1.59
38, 0.70, 0.45, 0.57, 1.42, -0.08, -1.89
39, 0.70, 0.44, 0.58, 0.69, 0.69, -1.36
40, 0.69, 0.45, 0.56, 0.31, 1.57, -1.02
41, 0.70, 0.44, 0.57, -0.12, 2.38, -0.75
42, 0.69, 0.45, 0.56, -0.98, 1.74, -0.60
43, 0.70, 0.46, 0.57, -1.79, -0.37, -0.72
44, 0.70, 0.46, 0.57, -2.50, -1.82, -1.25
45, 0.69, 0.45, 0.57, -2.37, -3.31, -1.80
46, 0.69, 0.46, 0.56, -2.84, -3.18, -1.85
