Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.64, 0.50, 0.58, -0.41, 1.68, 0.03
1, 0.65, 0.50, 0.58, 0.24, 2.55, 0.58
2, 0.66, 0.50, 0.57, -0.34, 2.58, 0.60
3, 0.66, 0.50, 0.57, -1.13, 1.80, -0.06
4, 0.66, 0.50, 0.56, -1.36, 0.44, -0.44
5, 0.65, 0.51, 0.58, -0.93, -0.18, -0.61
6, 0.65, 0.51, 0.57, -0.81, -0.50, -0.50
7, 0.64, 0.50, 0.58, -0.34, -0.64, -0.31
8, 0.65, 0.49, 0.58, -0.05, 0.26, -0.63
9, 0.64, 0.49, 0.58, -0.49, 1.28, -0.49
10, 0.65, 0.49, 0.57, -0.55, 2.15, -0.18
11, 0.66, 0.50, 0.57, -0.55, 2.58, 0.00
12, 0.65, 0.50, 0.58, -0.47, 1.91, 0.11
13, 0.65, 0.50, 0.56, -0.70, 0.95, -0.03
14, 0.66, 0.50, 0.57, -0.44, 0.76, -0.31
15, 0.65, 0.50, 0.58, -0.46, 0.79, -0.05
16, 0.65, 0.50, 0.58, -0.21, 1.54, 0.29
17, 0.65, 0.50, 0.58, -0.37, 1.83, 0.26
18, 0.65, 0.51, 0.57, -0.56, 1.85, 0.60
19, 0.65, 0.50, 0.57, -1.07, 1.25, 0.60
20, 0.65, 0.50, 0.57, -1.27, 0.81, 0.66
21, 0.65, 0.51, 0.57, -1.37, 0.37, 0.84
22, 0.64, 0.50, 0.57, -1.37, 0.27, 0.72
23, 0.65, 0.49, 0.58, -1.08, 1.15, 0.90
24, 0.65, 0.50, 0.56, -1.16, 1.45, 0.85
25, 0.65, 0.50, 0.57, -1.11, 1.47, 0.84
26, 0.65, 0.50, 0.58, -1.22, 1.42, 0.79
27, 0.65, 0.49, 0.56, -0.85, 0.93, 0.76
28, 0.66, 0.49, 0.58, -1.27, 0.18, 0.67
29, 0.65, 0.50, 0.57, -1.85, -0.76, 0.34
30, 0.66, 0.50, 0.57, -2.23, -1.16, 0.49
31, 0.66, 0.50, 0.58, -1.88, -0.76, 0.58
32, 0.65, 0.50, 0.59, -1.25, -1.47, -0.64
33, 0.66, 0.50, 0.58, -0.40, -2.79, -2.79
