Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.75, 0.44, 0.53, -0.82, -2.26, -1.62
1, 0.74, 0.44, 0.53, -1.39, -2.93, -1.80
2, 0.75, 0.43, 0.53, -1.51, -3.21, -1.82
3, 0.74, 0.43, 0.53, -1.53, -2.24, -1.88
4, 0.74, 0.43, 0.52, -1.80, -1.18, -2.08
5, 0.74, 0.43, 0.51, -1.31, 0.24, -1.89
6, 0.75, 0.43, 0.52, -1.45, 1.22, -2.06
7, 0.74, 0.43, 0.52, -1.45, 1.11, -2.35
8, 0.74, 0.44, 0.52, -1.40, 0.61, -2.15
9, 0.75, 0.44, 0.51, -1.62, 0.63, -2.21
10, 0.74, 0.44, 0.52, -1.36, 1.57, -2.05
11, 0.74, 0.44, 0.52, -1.60, 1.21, -2.58
12, 0.74, 0.44, 0.52, -1.89, 0.75, -2.75
13, 0.73, 0.44, 0.51, -1.83, 0.81, -2.37
14, 0.74, 0.44, 0.50, -1.85, 1.50, -2.17
15, 0.74, 0.44, 0.51, -1.83, 1.74, -2.23
16, 0.74, 0.45, 0.50, -1.36, -0.06, -2.29
17, 0.74, 0.44, 0.51, -1.50, -2.60, -2.40
18, 0.74, 0.45, 0.51, -1.48, -3.76, -2.43
19, 0.73, 0.44, 0.51, -1.88, -3.66, -2.35
20, 0.74, 0.44, 0.51, -1.95, -2.32, -2.52
21, 0.74, 0.45, 0.51, -2.11, -1.42, -2.12
22, 0.75, 0.45, 0.51, -1.57, -0.46, -2.05
23, 0.74, 0.45, 0.51, -1.60, 0.06, -2.15
24, 0.75, 0.45, 0.52, -0.99, 0.35, -1.94
25, 0.75, 0.45, 0.52, -0.18, 0.26, -1.94
26, 0.75, 0.45, 0.51, 0.17, -0.18, -1.86
27, 0.75, 0.45, 0.51, 0.46, -0.15, -1.31
28, 0.75, 0.45, 0.51, 0.18, -0.12, -1.11
29, 0.75, 0.45, 0.50, -0.23, 0.43, -0.78
30, 0.75, 0.45, 0.51, -0.20, 1.18, -0.61
31, 0.75, 0.45, 0.51, -0.49, 0.49, -0.73
32, 0.75, 0.45, 0.51, -0.63, -0.85, -0.53
33, 0.74, 0.45, 0.50, -0.12, -1.37, -0.81
34, 0.74, 0.45, 0.51, 0.05, -1.53, -0.81
35, 0.74, 0.45, 0.50, -0.09, -1.25, -1.02
36, 0.74, 0.45, 0.49, -0.40, -0.67, -0.82
37, 0.74, 0.45, 0.51, -0.98, 0.47, -0.82
38, 0.75, 0.45, 0.50, -1.66, 0.34, -0.82
39, 0.75, 0.45, 0.51, -2.24, -0.40, -1.30
40, 0.74, 0.45, 0.50, -2.58, -1.57, -1.47
41, 0.74, 0.45, 0.51, -2.12, -2.20, -2.44
42, 0.74, 0.46, 0.51, -1.85, -2.06, -4.21
43, 0.73, 0.46, 0.51, -1.37, -1.54, -6.84
44, 0.72, 0.47, 0.50, -0.55, -1.91, -11.40
45, 0.71, 0.48, 0.50, 0.26, -5.45, -19.95
46, 0.72, 0.48, 0.49, 1.40, -9.44, -26.41
47, 0.70, 0.52, 0.46, 3.86, -14.76, -35.97
48, 0.72, 0.51, 0.45, 7.39, -24.12, -43.63
49, 0.72, 0.48, 0.47, 11.36, -37.69, -51.53
50, 0.68, 0.48, 0.47, 16.43, -53.39, -65.40
51, 0.61, 0.57, 0.48, 23.01, -69.30, -97.01
52, 0.75, 0.49, 0.54, 23.22, -60.32, -91.91
53, 0.81, 0.42, 0.52, 27.62, -52.99, -82.11
54, 0.77, 0.45, 0.43, 32.17, -59.89, -82.50
55, 0.74, 0.53, 0.39, 28.00, -65.86, -82.20
56, 0.79, 0.49, 0.45, 28.15, -57.40, -69.91
57, 0.79, 0.53, 0.49, 35.76, -49.30, -59.65
58, 0.78, 0.53, 0.46, 32.27, -48.56, -51.89
59, 0.76, 0.57, 0.39, 25.98, -53.77, -45.53
60, 0.72, 0.57, 0.41, 21.19, -53.13, -39.71
61, 0.72, 0.59, 0.43, 17.73, -42.40, -27.88
62, 0.74, 0.58, 0.39, 13.27, -34.43, -13.36
63, 0.78, 0.56, 0.37, 6.08, -33.95, -2.08
64, 0.76, 0.56, 0.34, 5.88, -34.70, 3.10
65, 0.74, 0.61, 0.33, 9.21, -31.66, 1.45
66, 0.74, 0.65, 0.34, 7.63, -22.44, 3.95
67, 0.77, 0.61, 0.37, 1.92, -16.38, 13.24
68, 0.78, 0.60, 0.35, 0.66, -15.25, 24.60
69, 0.78, 0.58, 0.34, -0.63, -12.79, 34.18
70, 0.80, 0.57, 0.32, -1.45, -8.00, 45.56
71, 0.84, 0.53, 0.34, -2.96, -2.18, 62.58
72, 0.82, 0.58, 0.35, -6.85, 4.29, 76.38
73, 0.76, 0.61, 0.37, -8.84, 7.92, 76.61
74, 0.67, 0.67, 0.36, -7.13, 8.15, 61.18
75, 0.62, 0.65, 0.36, -3.27, 3.27, 37.48
76, 0.68, 0.58, 0.38, -0.87, -0.55, 28.15
77, 0.74, 0.54, 0.35, 1.79, -3.11, 21.59
78, 0.76, 0.51, 0.35, 2.41, -4.38, 12.44
79, 0.74, 0.54, 0.33, 3.68, -1.74, 1.07
80, 0.73, 0.55, 0.36, 4.40, -0.61, -10.89
81, 0.69, 0.55, 0.34, 7.45, -1.97, -26.31
82, 0.69, 0.57, 0.34, 10.40, -3.97, -43.66
83, 0.66, 0.60, 0.33, 12.87, -4.92, -62.03
84, 0.67, 0.62, 0.35, 13.68, -2.89, -76.27
85, 0.71, 0.60, 0.36, 12.24, 0.43, -80.15
86, 0.73, 0.60, 0.33, 12.95, 1.68, -81.65
87, 0.76, 0.61, 0.34, 11.73, 2.44, -80.96
88, 0.78, 0.60, 0.33, 11.13, 5.45, -73.18
89, 0.76, 0.61, 0.32, 10.20, 7.82, -65.13
90, 0.75, 0.62, 0.32, 8.81, 11.89, -57.60
91, 0.73, 0.63, 0.35, 7.21, 15.98, -49.27
92, 0.75, 0.63, 0.32, 3.82, 17.39, -37.65
93, 0.77, 0.62, 0.33, 1.25, 17.69, -24.79
94, 0.78, 0.61, 0.33, -0.34, 20.60, -10.24
95, 0.78, 0.61, 0.33, -2.90, 27.01, 8.49
96, 0.86, 0.60, 0.32, -8.26, 39.57, 41.33
97, 0.88, 0.55, 0.32, -14.09, 51.83, 80.49
98, 0.86, 0.56, 0.33, -20.93, 62.72, 111.19
99, 0.80, 0.60, 0.38, -29.22, 72.53, 127.86
100, 0.77, 0.60, 0.41, -32.41, 82.37, 137.92
101, 0.76, 0.59, 0.42, -34.02, 89.30, 146.12
102, 0.74, 0.60, 0.44, -37.25, 90.95, 148.61
103, 0.76, 0.57, 0.48, -42.20, 88.21, 149.94
104, 0.73, 0.57, 0.52, -42.99, 82.76, 140.09
105, 0.73, 0.52, 0.55, -42.76, 80.55, 127.10
106, 0.68, 0.44, 0.55, -46.02, 80.82, 110.50
107, 0.66, 0.41, 0.54, -44.60, 77.85, 92.11
108, 0.65, 0.38, 0.52, -39.82, 71.76, 73.11
109, 0.68, 0.42, 0.43, -31.73, 66.61, 59.39
110, 0.68, 0.47, 0.46, -25.92, 50.76, 52.44
111, 0.69, 0.46, 0.51, -24.18, 35.63, 41.50
112, 0.71, 0.45, 0.51, -18.32, 30.15, 28.58
113, 0.71, 0.43, 0.50, -12.50, 24.31, 20.87
114, 0.72, 0.40, 0.51, -11.30, 21.05, 19.21
115, 0.74, 0.38, 0.53, -10.00, 22.18, 20.27
116, 0.74, 0.38, 0.53, -8.17, 22.29, 19.66
117, 0.74, 0.38, 0.56, -7.44, 18.37, 16.90
118, 0.75, 0.38, 0.55, -7.30, 15.01, 16.76
119, 0.76, 0.37, 0.56, -7.08, 11.65, 16.17
120, 0.75, 0.40, 0.53, -4.84, 7.15, 12.14
121, 0.75, 0.41, 0.54, -3.50, 3.16, 7.85
122, 0.68, 0.44, 0.58, -6.84, 1.36, 4.61
123, 0.80, 0.35, 0.57, -2.95, 18.66, 4.14
124, 0.75, 0.37, 0.55, 4.82, 17.63, -0.40
125, 0.71, 0.41, 0.49, 0.00, -10.29, -6.84
126, 0.73, 0.39, 0.57, 0.11, -13.24, -10.11
127, 0.71, 0.42, 0.55, 13.60, -14.29, -16.38
128, 0.74, 0.40, 0.55, 10.37, -16.61, -18.35
129, 0.73, 0.39, 0.55, 8.29, -17.53, -20.67
130, 0.78, 0.38, 0.57, 7.30, -9.62, -12.32
131, 0.77, 0.35, 0.57, 4.49, -2.37, -4.27
132, 0.75, 0.41, 0.53, 3.45, -6.95, -6.73
133, 0.74, 0.42, 0.54, 4.47, -12.40, -11.19
134, 0.72, 0.42, 0.54, 8.72, -16.44, -14.63
135, 0.73, 0.43, 0.55, 10.41, -20.92, -17.37
136, 0.74, 0.40, 0.56, 8.18, -19.31, -15.44
137, 0.76, 0.36, 0.56, 4.58, -10.95, -9.30
138, 0.77, 0.36, 0.55, 1.80, -1.63, -4.82
139, 0.78, 0.37, 0.54, -0.44, 2.47, -2.67
140, 0.76, 0.39, 0.54, -1.08, 0.95, -2.40
141, 0.75, 0.37, 0.54, -1.19, -0.72, -2.08
142, 0.76, 0.38, 0.54, -0.72, -0.90, -0.96
143, 0.76, 0.39, 0.55, -0.21, -0.76, -0.58
144, 0.77, 0.41, 0.53, -0.64, -0.08, -0.96
145, 0.76, 0.39, 0.54, -1.66, 3.07, 2.32
146, 0.75, 0.40, 0.56, -3.31, 6.05, 4.09
147, 0.74, 0.41, 0.53, -2.84, 4.79, 3.45
148, 0.75, 0.41, 0.54, -2.79, 4.55, 3.42
149, 0.75, 0.40, 0.54, -1.98, 5.28, 4.00
150, 0.74, 0.42, 0.53, -1.24, 5.04, 2.76
151, 0.75, 0.42, 0.54, -1.65, 6.72, 2.06
152, 0.75, 0.40, 0.53, -0.17, 8.49, 2.11
153, 0.75, 0.39, 0.55, -0.08, 8.11, 1.86
154, 0.75, 0.38, 0.55, -1.22, 4.92, 0.11
155, 0.73, 0.41, 0.53, -1.24, 1.60, -2.29
156, 0.75, 0.39, 0.55, 0.29, 0.09, -3.08
157, 0.71, 0.44, 0.55, -0.24, -6.06, -2.60
158, 0.71, 0.43, 0.53, -6.47, -4.78, 0.09
159, 0.82, 0.34, 0.59, 2.38, 13.69, 2.76
