Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.67, 0.47, 0.58, -1.80, 1.37, 0.64
1, 0.67, 0.47, 0.58, -1.82, 0.31, 0.38
2, 0.68, 0.46, 0.58, -1.83, -1.80, 0.09
3, 0.67, 0.46, 0.59, -2.64, -3.16, -0.55
4, 0.66, 0.46, 0.59, -2.32, -3.27, -0.63
5, 0.65, 0.46, 0.59, -1.83, -2.55, -0.64
6, 0.66, 0.46, 0.59, -1.40, -1.10, -0.21
7, 0.65, 0.46, 0.58, -1.44, 0.55, -0.63
8, 0.66, 0.46, 0.58, -0.73, 1.16, -0.84
9, 0.66, 0.47, 0.59, -0.87, 1.25, -1.48
10, 0.66, 0.46, 0.58, -0.78, 1.07, -1.53
11, 0.67, 0.47, 0.58, -1.22, 0.38, -1.66
12, 0.66, 0.46, 0.58, -1.63, -0.37, -1.86
13, 0.67, 0.47, 0.59, -1.48, -1.01, -1.77
14, 0.67, 0.47, 0.58, -1.51, -0.82, -2.02
15, 0.66, 0.47, 0.59, -1.37, -0.18, -1.51
16, 0.67, 0.47, 0.57, -1.11, 0.56, -0.78
17, 0.67, 0.48, 0.59, -1.30, 0.31, -1.05
18, 0.67, 0.47, 0.59, -1.47, 0.15, -0.96
19, 0.67, 0.47, 0.59, -1.40, -0.17, -0.56
20, 0.67, 0.47, 0.58, -1.40, -0.24, -0.67
21, 0.67, 0.46, 0.58, -1.85, -0.63, -0.96
22, 0.67, 0.47, 0.58, -2.03, -1.07, -1.44
23, 0.67, 0.47, 0.59, -2.76, -0.84, -1.91
24, 0.67, 0.47, 0.57, -2.60, -0.76, -1.30
25, 0.67, 0.46, 0.57, -3.08, -1.30, -1.47
26, 0.67, 0.46, 0.59, -2.66, -1.42, -1.22
27, 0.67, 0.46, 0.58, -2.70, -1.62, -1.08
28, 0.67, 0.47, 0.59, -2.47, -1.15, -0.87
29, 0.67, 0.47, 0.59, -2.24, -0.37, -0.37
30, 0.67, 0.46, 0.59, -1.98, -0.06, -0.03
31, 0.67, 0.46, 0.59, -2.43, -0.49, -0.31
32, 0.67, 0.46, 0.57, -2.37, -0.96, -0.47
33, 0.67, 0.46, 0.58, -1.91, -1.19, -0.43
34, 0.67, 0.46, 0.58, -1.98, -1.73, -1.02
35, 0.67, 0.47, 0.59, -1.65, -2.11, -1.31
36, 0.67, 0.46, 0.58, -1.02, -0.98, -1.16
37, 0.68, 0.46, 0.58, -0.84, 0.14, -1.74
38, 0.67, 0.47, 0.58, -1.01, 0.87, -1.65
39, 0.68, 0.46, 0.58, -0.95, 0.29, -1.97
40, 0.69, 0.45, 0.59, -1.25, -1.42, -1.92
41, 0.70, 0.44, 0.59, -0.67, -1.92, -1.71
42, 0.69, 0.44, 0.59, 2.15, -2.27, -2.72
43, 0.68, 0.48, 0.55, 3.62, -6.38, -8.87
44, 0.68, 0.49, 0.53, 5.56, -12.75, -17.53
45, 0.67, 0.52, 0.53, 5.11, -25.08, -28.78
46, 0.62, 0.52, 0.57, 2.76, -39.01, -46.27
47, 0.55, 0.51, 0.61, 5.59, -51.05, -75.25
48, 0.63, 0.53, 0.55, 5.68, -40.85, -83.73
49, 0.70, 0.47, 0.62, 9.54, -21.77, -70.78
50, 0.71, 0.50, 0.59, 9.05, -19.08, -65.68
51, 0.70, 0.50, 0.52, 10.73, -26.40, -63.73
52, 0.68, 0.50, 0.53, 15.66, -35.34, -64.87
53, 0.67, 0.53, 0.51, 19.24, -42.17, -67.04
54, 0.68, 0.55, 0.54, 19.24, -45.50, -70.34
55, 0.69, 0.55, 0.52, 19.63, -42.56, -64.93
56, 0.68, 0.57, 0.48, 16.44, -34.67, -53.48
57, 0.68, 0.57, 0.50, 11.28, -23.77, -43.69
58, 0.65, 0.60, 0.48, 12.50, -16.98, -32.66
59, 0.63, 0.60, 0.54, 5.86, -20.66, -32.73
60, 0.63, 0.61, 0.50, 5.62, -28.06, -32.38
61, 0.63, 0.61, 0.51, 4.37, -31.57, -29.40
62, 0.64, 0.59, 0.50, 1.36, -29.45, -22.34
63, 0.66, 0.57, 0.48, -0.03, -24.75, -9.54
64, 0.65, 0.58, 0.48, -1.22, -20.32, 0.38
65, 0.69, 0.56, 0.47, -1.47, -12.90, 14.41
66, 0.72, 0.56, 0.47, -0.96, -3.54, 29.21
67, 0.74, 0.57, 0.44, -1.01, 1.80, 43.83
68, 0.76, 0.57, 0.44, -1.33, 6.47, 63.79
69, 0.72, 0.58, 0.48, -1.34, 7.56, 82.52
70, 0.71, 0.60, 0.51, -2.84, 10.12, 98.69
71, 0.69, 0.58, 0.54, -2.82, 16.47, 108.29
72, 0.71, 0.54, 0.57, -5.47, 22.15, 106.81
73, 0.71, 0.48, 0.57, -5.48, 27.31, 100.92
74, 0.73, 0.42, 0.55, -4.20, 37.28, 99.89
75, 0.69, 0.40, 0.55, 0.03, 40.73, 93.37
76, 0.67, 0.44, 0.50, -2.70, 40.58, 85.74
77, 0.68, 0.43, 0.52, -0.02, 40.55, 81.80
78, 0.65, 0.50, 0.50, 2.46, 35.47, 73.89
79, 0.69, 0.52, 0.49, 2.12, 30.72, 65.97
80, 0.71, 0.52, 0.49, 4.76, 22.31, 55.36
81, 0.72, 0.52, 0.47, 6.70, 9.97, 42.58
82, 0.69, 0.50, 0.49, 7.47, -6.56, 24.53
83, 0.66, 0.47, 0.51, 11.47, -22.69, 2.84
84, 0.56, 0.53, 0.48, 16.76, -41.30, -32.73
85, 0.48, 0.55, 0.51, 19.27, -62.43, -82.37
86, 0.52, 0.57, 0.52, 19.59, -68.55, -119.24
