Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.73, 0.44, 0.53, 0.37, 0.49, -0.75
1, 0.73, 0.44, 0.52, 0.31, 1.16, -0.11
2, 0.74, 0.44, 0.53, 0.08, 2.18, 0.14
3, 0.75, 0.45, 0.52, -0.47, 2.43, 0.50
4, 0.73, 0.44, 0.52, -0.89, 0.26, 0.26
5, 0.73, 0.44, 0.52, -1.69, -2.46, -0.95
6, 0.73, 0.44, 0.52, -2.87, -3.86, -1.54
7, 0.72, 0.44, 0.53, -2.08, -2.96, -0.85
8, 0.72, 0.44, 0.51, -1.25, 0.27, -0.03
9, 0.73, 0.44, 0.53, -1.34, 2.89, 0.26
10, 0.73, 0.45, 0.52, -1.16, 3.33, 0.09
11, 0.74, 0.44, 0.53, -0.93, 2.15, -0.61
12, 0.73, 0.44, 0.53, -1.89, 0.49, -0.98
13, 0.73, 0.44, 0.53, -1.22, -1.33, -1.19
14, 0.73, 0.44, 0.53, -1.25, -1.68, -1.36
15, 0.73, 0.44, 0.53, -1.02, -0.61, -0.82
16, 0.73, 0.44, 0.51, -0.81, 1.04, -0.34
17, 0.73, 0.44, 0.53, -0.90, 1.68, -0.63
18, 0.72, 0.45, 0.52, -0.85, 1.76, -0.55
19, 0.73, 0.44, 0.53, -0.95, 1.18, -0.52
20, 0.73, 0.44, 0.52, -1.19, 0.08, -0.58
21, 0.73, 0.44, 0.52, -1.79, -0.41, -0.90
22, 0.73, 0.44, 0.53, -1.39, -0.37, -0.84
23, 0.73, 0.44, 0.53, -0.90, 0.92, -0.52
24, 0.73, 0.44, 0.52, 0.15, 2.02, -0.41
25, 0.73, 0.44, 0.52, -0.17, 2.26, 0.06
26, 0.73, 0.44, 0.53, 0.29, 1.66, 0.29
27, 0.72, 0.45, 0.53, 0.64, 1.53, 0.20
28, 0.74, 0.44, 0.53, -0.09, 2.02, 0.15
29, 0.73, 0.44, 0.52, 0.06, 0.84, -0.02
30, 0.73, 0.44, 0.52, -0.17, 0.52, 0.09
31, 0.74, 0.44, 0.53, -0.23, 0.69, 0.29
32, 0.73, 0.44, 0.53, -0.66, 0.98, 0.27
33, 0.73, 0.44, 0.53, -0.81, 1.22, 0.00
34, 0.73, 0.45, 0.52, -0.73, 1.24, -0.03
35, 0.73, 0.45, 0.52, -0.92, 1.39, -0.23
36, 0.73, 0.44, 0.52, -1.21, 1.65, -0.15
37, 0.73, 0.44, 0.53, -1.05, 1.53, -0.46
38, 0.73, 0.44, 0.52, -1.33, 1.07, -0.05
39, 0.73, 0.44, 0.53, -1.33, 0.85, -0.35
40, 0.73, 0.44, 0.53, -1.83, 0.37, -0.81
41, 0.73, 0.44, 0.53, -1.34, -0.47, -1.53
42, 0.72, 0.45, 0.52, -1.33, -0.93, -3.89
43, 0.73, 0.45, 0.53, -2.55, -0.27, -6.41
44, 0.71, 0.46, 0.53, -1.44, -0.70, -10.21
45, 0.72, 0.46, 0.51, -2.09, 0.02, -15.07
46, 0.72, 0.45, 0.50, -2.69, 3.27, -16.79
47, 0.73, 0.47, 0.47, -2.32, 4.05, -19.42
48, 0.75, 0.43, 0.52, -0.87, 0.08, -23.69
49, 0.71, 0.44, 0.54, 0.11, -11.74, -35.08
50, 0.67, 0.48, 0.56, -2.08, -24.40, -54.75
51, 0.68, 0.50, 0.55, -4.67, -28.08, -66.38
52, 0.69, 0.49, 0.57, -5.59, -26.79, -69.01
53, 0.68, 0.46, 0.56, -3.05, -23.48, -67.27
54, 0.69, 0.49, 0.52, -1.97, -20.50, -60.84
55, 0.71, 0.47, 0.51, -2.27, -17.48, -49.36
56, 0.71, 0.48, 0.50, -0.02, -15.21, -40.84
57, 0.73, 0.48, 0.50, 1.82, -13.71, -33.33
58, 0.76, 0.50, 0.48, 2.76, -13.22, -29.74
59, 0.75, 0.52, 0.49, -0.50, -18.27, -32.14
60, 0.75, 0.51, 0.50, -1.62, -21.74, -31.63
61, 0.72, 0.52, 0.50, 0.00, -25.01, -30.21
62, 0.69, 0.54, 0.50, -3.98, -25.44, -30.40
63, 0.67, 0.55, 0.52, -5.28, -23.97, -31.39
64, 0.66, 0.54, 0.51, -5.77, -17.62, -32.09
65, 0.69, 0.53, 0.51, -5.37, -8.61, -29.02
66, 0.70, 0.54, 0.51, -6.44, -4.92, -24.32
67, 0.70, 0.55, 0.50, -8.70, -6.89, -23.19
68, 0.70, 0.55, 0.48, -10.32, -11.79, -24.90
69, 0.68, 0.54, 0.50, -11.54, -14.20, -25.04
70, 0.68, 0.54, 0.49, -11.94, -13.80, -23.69
71, 0.69, 0.53, 0.50, -10.00, -8.55, -18.75
72, 0.68, 0.54, 0.50, -10.41, -4.75, -14.06
73, 0.68, 0.54, 0.49, -10.98, -2.98, -10.38
74, 0.69, 0.54, 0.50, -10.89, -2.84, -6.85
75, 0.66, 0.55, 0.50, -10.34, -6.24, -8.67
76, 0.67, 0.55, 0.49, -9.85, -7.62, -8.44
77, 0.66, 0.55, 0.48, -9.27, -6.31, -8.26
78, 0.67, 0.54, 0.49, -8.47, -2.67, -6.14
79, 0.68, 0.52, 0.49, -7.13, 2.38, -3.28
80, 0.68, 0.54, 0.47, -6.09, 3.86, -2.43
81, 0.68, 0.53, 0.47, -5.80, 4.18, -1.50
82, 0.69, 0.54, 0.48, -4.79, 3.66, -1.04
83, 0.69, 0.55, 0.49, -4.24, 3.60, 0.18
84, 0.68, 0.54, 0.48, -3.83, 3.48, 0.75
85, 0.69, 0.53, 0.48, -3.21, 5.59, 2.89
86, 0.70, 0.52, 0.48, -1.40, 9.76, 5.97
87, 0.71, 0.54, 0.49, -1.05, 12.73, 7.89
88, 0.72, 0.54, 0.48, -1.33, 12.35, 9.48
89, 0.72, 0.54, 0.47, -1.63, 8.82, 8.69
90, 0.72, 0.54, 0.47, -1.76, 4.14, 9.77
91, 0.70, 0.54, 0.48, -1.83, 2.35, 11.48
92, 0.70, 0.52, 0.49, -1.73, 4.47, 15.01
93, 0.70, 0.53, 0.49, -0.67, 7.65, 19.66
94, 0.71, 0.52, 0.49, 0.18, 10.78, 24.93
95, 0.71, 0.53, 0.49, 0.98, 13.33, 29.95
96, 0.74, 0.49, 0.48, 3.97, 17.16, 39.24
97, 0.79, 0.49, 0.46, 6.15, 23.07, 55.40
98, 0.82, 0.47, 0.45, 9.47, 27.50, 73.37
99, 0.81, 0.47, 0.46, 11.19, 27.80, 86.12
100, 0.79, 0.46, 0.48, 12.69, 26.02, 92.72
101, 0.77, 0.45, 0.52, 15.21, 22.43, 93.02
102, 0.76, 0.46, 0.52, 17.71, 21.28, 93.50
103, 0.73, 0.45, 0.53, 18.58, 18.84, 89.89
104, 0.71, 0.47, 0.55, 18.95, 17.30, 84.72
105, 0.69, 0.47, 0.55, 18.70, 20.32, 84.40
106, 0.69, 0.48, 0.56, 18.72, 30.24, 87.28
107, 0.67, 0.47, 0.53, 14.92, 39.89, 85.82
108, 0.70, 0.45, 0.55, 11.97, 45.15, 83.30
109, 0.72, 0.46, 0.54, 8.29, 46.52, 81.08
110, 0.71, 0.42, 0.54, 6.73, 40.87, 73.34
111, 0.70, 0.44, 0.54, 4.96, 32.72, 63.91
112, 0.72, 0.39, 0.52, 4.40, 28.85, 61.16
113, 0.72, 0.36, 0.54, 6.12, 30.06, 61.24
114, 0.71, 0.41, 0.54, 4.34, 26.81, 54.93
115, 0.71, 0.39, 0.56, 1.60, 22.66, 46.05
116, 0.74, 0.36, 0.56, 0.18, 22.58, 43.28
117, 0.74, 0.35, 0.57, 0.03, 18.24, 38.60
118, 0.74, 0.36, 0.57, -1.57, 10.96, 32.60
119, 0.75, 0.37, 0.57, -4.56, -1.02, 24.37
120, 0.76, 0.37, 0.56, -6.18, -10.64, 19.21
121, 0.76, 0.34, 0.58, -4.20, -11.56, 19.59
122, 0.78, 0.36, 0.57, -5.95, -15.37, 18.27
123, 0.80, 0.33, 0.57, -9.62, -19.63, 20.58
124, 0.75, 0.37, 0.51, -12.64, -31.28, 16.46
125, 0.77, 0.34, 0.52, -11.54, -29.40, 18.52
126, 0.75, 0.39, 0.50, -6.06, -27.28, 15.85
127, 0.72, 0.38, 0.53, -8.76, -24.14, 15.05
128, 0.71, 0.37, 0.54, -8.37, -12.64, 13.53
129, 0.77, 0.33, 0.54, -2.87, 5.15, 17.59
130, 0.74, 0.35, 0.53, -3.15, 16.35, 18.21
131, 0.75, 0.34, 0.53, -2.61, 19.50, 16.67
132, 0.77, 0.33, 0.53, -3.44, 18.21, 13.73
133, 0.77, 0.34, 0.56, -4.11, 15.04, 9.42
134, 0.75, 0.32, 0.54, -3.98, 13.74, 5.91
135, 0.75, 0.32, 0.56, -3.02, 15.51, 3.83
136, 0.75, 0.32, 0.56, -1.97, 15.66, 1.91
137, 0.73, 0.33, 0.56, -2.18, 17.39, -2.17
138, 0.74, 0.31, 0.58, -0.73, 18.95, -3.83
139, 0.74, 0.32, 0.56, -0.58, 18.20, -7.44
140, 0.73, 0.33, 0.57, -2.12, 12.98, -11.69
141, 0.74, 0.34, 0.58, -3.37, 8.21, -17.98
142, 0.74, 0.32, 0.57, -3.37, 4.98, -21.21
143, 0.72, 0.34, 0.56, -3.40, 1.36, -26.75
144, 0.76, 0.31, 0.59, -4.20, 5.04, -22.55
145, 0.76, 0.31, 0.59, -1.51, 9.86, -19.69
146, 0.73, 0.37, 0.57, -5.74, 8.61, -18.87
147, 0.77, 0.30, 0.59, -4.20, 6.95, -16.40
148, 0.75, 0.32, 0.59, -2.23, 3.74, -20.75
149, 0.73, 0.37, 0.55, -4.46, -10.49, -31.13
150, 0.73, 0.37, 0.55, -9.63, -21.05, -35.77
151, 0.75, 0.34, 0.57, -9.34, -18.55, -30.32
152, 0.75, 0.32, 0.57, -4.20, -7.82, -19.53
153, 0.73, 0.38, 0.55, -2.56, -0.79, -16.56
154, 0.73, 0.38, 0.56, -2.90, 2.08, -16.72
155, 0.72, 0.40, 0.56, -4.17, 3.82, -18.05
156, 0.71, 0.41, 0.57, -4.23, 2.87, -21.65
157, 0.71, 0.39, 0.58, -3.77, 2.12, -25.53
158, 0.73, 0.33, 0.58, -0.23, 7.82, -20.73
159, 0.77, 0.30, 0.57, 3.05, 16.31, -12.92
160, 0.80, 0.27, 0.57, 5.30, 21.22, -6.03
161, 0.82, 0.28, 0.56, 3.94, 20.24, -3.15
162, 0.82, 0.27, 0.57, 3.48, 15.16, -0.76
163, 0.80, 0.29, 0.56, 4.60, 7.62, -0.55
164, 0.79, 0.29, 0.57, 4.72, 0.92, -0.95
165, 0.79, 0.31, 0.57, 3.69, -0.37, 2.66
166, 0.81, 0.30, 0.59, 5.16, 2.06, 8.23
167, 0.79, 0.31, 0.57, 5.71, 4.23, 13.39
168, 0.76, 0.38, 0.57, 2.99, 3.31, 13.62
