Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.65, 0.51, 0.54, -0.53, 0.76, 0.14
1, 0.66, 0.51, 0.55, 0.02, 0.87, 0.37
2, 0.67, 0.52, 0.55, -0.40, 1.54, 0.56
3, 0.67, 0.53, 0.55, -0.69, 2.00, 0.23
4, 0.66, 0.53, 0.54, -0.85, 1.40, -0.50
5, 0.66, 0.53, 0.55, -1.24, 0.23, -0.78
6, 0.66, 0.54, 0.55, -0.81, -0.23, -0.95
7, 0.65, 0.53, 0.54, -0.81, -0.56, -0.61
8, 0.66, 0.52, 0.53, -0.75, -0.56, -0.85
9, 0.66, 0.51, 0.55, -0.18, -0.08, -0.78
10, 0.66, 0.51, 0.54, -0.02, 1.22, -0.21
11, 0.66, 0.51, 0.54, -0.17, 2.23, 0.05
12, 0.67, 0.52, 0.54, -0.27, 2.49, 0.23
13, 0.67, 0.52, 0.55, -0.43, 1.21, 0.15
14, 0.66, 0.52, 0.53, -0.41, -0.06, -0.27
15, 0.66, 0.52, 0.54, -0.87, -1.04, -0.82
16, 0.66, 0.52, 0.55, -0.95, -1.36, -0.61
17, 0.65, 0.52, 0.55, -1.08, -0.23, -0.26
18, 0.66, 0.52, 0.54, -0.56, 0.72, -0.32
19, 0.66, 0.53, 0.54, -0.56, 1.85, -0.02
20, 0.66, 0.51, 0.54, -0.85, 1.85, 0.09
21, 0.66, 0.52, 0.53, -0.96, 1.02, -0.23
22, 0.66, 0.52, 0.53, -1.31, 0.44, -0.24
23, 0.66, 0.52, 0.53, -1.33, 0.34, -0.34
24, 0.67, 0.52, 0.54, -1.27, 0.92, -0.12
25, 0.66, 0.52, 0.54, -1.13, 1.22, 0.14
26, 0.66, 0.52, 0.55, -1.36, 0.73, 0.05
27, 0.67, 0.52, 0.55, -1.39, 0.56, 0.14
28, 0.66, 0.51, 0.54, -1.08, -0.03, -0.15
29, 0.66, 0.52, 0.54, -0.79, 0.90, 0.06
30, 0.66, 0.52, 0.53, -0.82, 1.27, 0.17
31, 0.67, 0.52, 0.54, -1.44, 1.80, 0.21
32, 0.67, 0.52, 0.54, -1.22, 1.60, -0.11
33, 0.67, 0.52, 0.55, -1.08, 0.12, -1.19
34, 0.67, 0.53, 0.54, -0.58, -2.29, -2.67
35, 0.66, 0.52, 0.54, -0.66, -3.50, -3.86
36, 0.65, 0.52, 0.55, -0.49, -4.05, -6.96
37, 0.64, 0.53, 0.56, -0.55, -4.35, -13.74
38, 0.65, 0.52, 0.54, 0.76, -4.29, -18.70
39, 0.66, 0.51, 0.51, 3.05, -4.47, -22.87
40, 0.67, 0.53, 0.49, 4.90, -7.22, -28.34
41, 0.66, 0.52, 0.53, 7.15, -13.05, -35.44
42, 0.64, 0.52, 0.54, 8.84, -19.07, -46.82
43, 0.62, 0.56, 0.53, 9.88, -22.58, -55.19
44, 0.56, 0.58, 0.53, 9.74, -27.05, -75.01
45, 0.60, 0.59, 0.56, 9.15, -21.62, -77.85
46, 0.65, 0.58, 0.57, 8.02, -16.99, -66.78
47, 0.65, 0.55, 0.55, 5.80, -13.53, -59.53
48, 0.67, 0.55, 0.51, 7.57, -13.28, -49.40
49, 0.68, 0.57, 0.49, 6.21, -16.84, -36.08
50, 0.68, 0.57, 0.50, 7.24, -18.24, -26.58
51, 0.66, 0.61, 0.49, 8.43, -19.05, -24.29
52, 0.62, 0.66, 0.51, 6.20, -22.41, -32.26
53, 0.59, 0.67, 0.52, 7.15, -23.66, -42.15
54, 0.57, 0.67, 0.51, 8.35, -22.73, -46.31
55, 0.58, 0.65, 0.51, 8.53, -19.40, -46.90
56, 0.59, 0.64, 0.50, 10.15, -16.29, -48.41
57, 0.56, 0.66, 0.49, 7.34, -14.87, -54.95
58, 0.58, 0.64, 0.48, 6.24, -12.08, -54.14
59, 0.57, 0.65, 0.48, 6.00, -11.31, -57.80
60, 0.59, 0.65, 0.48, 6.64, -9.42, -57.37
61, 0.59, 0.65, 0.47, 5.74, -7.42, -55.91
62, 0.59, 0.63, 0.50, 5.59, -6.75, -53.50
63, 0.57, 0.67, 0.48, 5.82, -4.95, -51.40
64, 0.59, 0.66, 0.48, 5.62, -2.08, -44.72
65, 0.57, 0.66, 0.48, 4.96, 0.55, -40.12
66, 0.59, 0.66, 0.47, 5.42, 3.19, -33.40
67, 0.57, 0.67, 0.48, 4.27, 3.47, -27.65
68, 0.58, 0.67, 0.46, 4.14, 3.22, -20.06
69, 0.58, 0.68, 0.46, 4.08, 2.93, -11.88
70, 0.59, 0.67, 0.45, 4.11, 3.21, -1.74
71, 0.61, 0.68, 0.45, 3.11, 4.20, 10.44
72, 0.65, 0.69, 0.41, 2.08, 8.34, 29.27
73, 0.72, 0.70, 0.36, -0.05, 18.34, 67.59
74, 0.80, 0.60, 0.41, -2.37, 24.82, 119.66
75, 0.73, 0.64, 0.49, -5.22, 21.18, 142.61
76, 0.67, 0.64, 0.58, -7.98, 14.21, 145.94
77, 0.66, 0.60, 0.60, -7.77, 13.37, 146.73
78, 0.65, 0.57, 0.57, -8.26, 19.37, 143.76
79, 0.62, 0.55, 0.56, -7.68, 28.50, 134.78
