Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.61, 0.55, 0.56, -4.90, -4.03, -1.16
1, 0.61, 0.55, 0.56, -4.90, -3.63, -1.07
2, 0.61, 0.55, 0.56, -4.55, -4.52, -0.70
3, 0.62, 0.55, 0.57, -4.46, -5.86, -0.66
4, 0.62, 0.55, 0.57, -3.91, -4.96, -0.44
5, 0.61, 0.54, 0.56, -2.84, -2.95, 0.02
6, 0.61, 0.55, 0.56, -2.52, -2.31, 0.05
7, 0.61, 0.54, 0.57, -2.06, -1.86, 0.05
8, 0.61, 0.55, 0.57, -1.27, -0.73, 0.09
9, 0.62, 0.55, 0.57, -1.24, -0.21, 0.17
10, 0.62, 0.54, 0.56, -1.54, 0.56, -0.14
11, 0.62, 0.54, 0.56, -1.45, 0.82, 0.05
12, 0.62, 0.54, 0.56, -1.16, 1.83, -0.06
13, 0.62, 0.54, 0.57, -1.10, 1.98, -0.18
14, 0.62, 0.54, 0.56, -0.43, 1.63, -0.02
15, 0.62, 0.54, 0.56, -0.49, 1.54, 0.20
16, 0.62, 0.55, 0.57, -0.29, 1.76, 0.18
17, 0.62, 0.55, 0.56, -0.15, 1.59, -0.27
18, 0.61, 0.55, 0.56, -0.61, 1.37, -0.11
19, 0.61, 0.54, 0.56, -0.58, 0.82, 0.18
20, 0.61, 0.55, 0.57, -0.64, 0.26, 0.20
21, 0.62, 0.55, 0.56, -0.60, -0.23, -0.17
22, 0.61, 0.54, 0.57, -0.44, -0.32, -0.47
23, 0.61, 0.54, 0.56, -0.27, 0.05, -0.60
24, 0.62, 0.55, 0.56, -0.49, 0.70, -0.72
25, 0.61, 0.55, 0.56, -0.29, 0.50, -0.90
26, 0.62, 0.55, 0.56, -0.95, -0.72, -1.33
27, 0.61, 0.55, 0.57, -0.70, -0.82, -1.59
28, 0.61, 0.56, 0.56, -0.81, -0.96, -1.63
29, 0.61, 0.55, 0.57, -0.50, -0.40, -1.59
30, 0.62, 0.55, 0.57, -0.55, 1.10, -1.53
31, 0.62, 0.55, 0.56, 0.53, 2.46, -1.02
32, 0.62, 0.54, 0.57, -1.34, 1.50, -0.70
33, 0.62, 0.53, 0.57, 0.98, 2.61, -0.12
34, 0.62, 0.55, 0.57, -0.61, 1.60, 0.09
35, 0.62, 0.55, 0.56, -0.58, 0.89, 0.20
36, 0.62, 0.55, 0.55, -0.21, 0.72, 0.18
37, 0.61, 0.55, 0.56, -1.62, -0.40, 0.31
38, 0.61, 0.55, 0.57, -1.79, -1.07, -0.03
39, 0.62, 0.55, 0.56, -1.30, -1.57, -0.52
40, 0.62, 0.55, 0.56, -1.50, -1.59, -0.99
41, 0.62, 0.54, 0.56, -2.76, -2.52, -2.15
42, 0.62, 0.55, 0.57, -3.25, -3.79, -3.69
43, 0.63, 0.55, 0.57, -3.33, -3.82, -5.62
44, 0.64, 0.56, 0.56, -3.36, -5.97, -9.36
45, 0.64, 0.56, 0.55, -3.89, -10.05, -14.31
46, 0.63, 0.55, 0.54, -2.89, -12.52, -17.48
47, 0.61, 0.56, 0.52, -2.31, -14.58, -24.60
48, 0.60, 0.55, 0.52, -3.30, -13.79, -29.22
49, 0.60, 0.54, 0.54, -0.69, -11.13, -28.70
50, 0.58, 0.59, 0.56, -0.23, -14.64, -33.42
51, 0.59, 0.57, 0.58, -0.60, -17.30, -35.56
52, 0.59, 0.57, 0.58, 0.12, -22.46, -40.44
53, 0.58, 0.57, 0.59, 2.27, -28.87, -46.05
54, 0.65, 0.58, 0.55, 2.64, -20.46, -34.56
55, 0.63, 0.56, 0.54, 3.77, -14.17, -24.43
56, 0.65, 0.55, 0.53, 2.63, -10.08, -15.30
57, 0.64, 0.53, 0.58, 5.07, -9.76, -11.37
58, 0.63, 0.57, 0.52, 4.18, -11.50, -7.50
59, 0.62, 0.58, 0.53, 4.70, -16.67, -7.07
60, 0.62, 0.56, 0.55, 7.27, -19.77, -5.63
61, 0.63, 0.57, 0.52, 7.91, -21.56, -4.76
62, 0.63, 0.59, 0.51, 6.87, -20.56, -3.92
63, 0.63, 0.59, 0.50, 5.48, -15.86, -0.47
64, 0.63, 0.59, 0.53, 3.39, -12.81, 2.49
65, 0.61, 0.59, 0.54, 3.63, -13.45, 2.66
66, 0.60, 0.60, 0.53, 4.14, -15.74, -0.38
67, 0.61, 0.59, 0.51, 5.63, -14.43, -0.55
68, 0.60, 0.59, 0.50, 3.39, -12.15, -0.09
69, 0.62, 0.60, 0.50, 2.58, -10.00, -0.85
70, 0.62, 0.59, 0.51, 2.63, -9.66, -0.49
71, 0.63, 0.60, 0.50, 1.47, -8.61, -0.66
72, 0.62, 0.58, 0.52, 0.24, -8.23, -1.98
73, 0.61, 0.58, 0.53, 1.69, -9.95, -5.22
74, 0.56, 0.55, 0.57, 0.46, -19.77, -11.15
75, 0.61, 0.64, 0.48, 2.08, -13.85, -7.34
76, 0.60, 0.63, 0.50, 3.51, -15.51, -10.66
77, 0.60, 0.63, 0.49, 3.04, -15.39, -13.80
78, 0.55, 0.59, 0.48, 4.38, -17.85, -20.31
79, 0.65, 0.65, 0.49, 4.20, -4.50, -16.55
80, 0.69, 0.61, 0.49, 5.04, -11.18, -25.50
81, 0.66, 0.61, 0.48, 5.92, -14.90, -23.51
82, 0.63, 0.63, 0.50, 4.02, -19.07, -34.60
83, 0.59, 0.66, 0.51, 4.21, -17.21, -36.87
84, 0.49, 0.54, 0.57, 1.62, -27.10, -60.38
85, 0.60, 0.69, 0.50, 4.69, -11.37, -46.96
86, 0.56, 0.61, 0.51, 4.47, -10.47, -43.73
87, 0.60, 0.64, 0.47, 2.55, -14.73, -37.31
88, 0.67, 0.64, 0.47, 6.61, -10.17, -23.11
