Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.73, 0.43, 0.55, 0.02, 1.44, -0.15
1, 0.73, 0.42, 0.54, -0.34, 1.48, 0.09
2, 0.73, 0.43, 0.55, -0.79, 1.94, 0.63
3, 0.74, 0.43, 0.55, -1.56, 1.95, 0.46
4, 0.74, 0.43, 0.53, -1.28, 1.04, 0.44
5, 0.74, 0.42, 0.54, -1.54, -1.19, 0.26
6, 0.73, 0.43, 0.54, -2.38, -2.64, -0.03
7, 0.72, 0.42, 0.55, -2.05, -2.14, -0.03
8, 0.71, 0.42, 0.55, -1.68, -0.60, 0.40
9, 0.72, 0.43, 0.54, -1.68, 2.06, 0.78
10, 0.72, 0.42, 0.55, -0.90, 3.63, 0.87
11, 0.72, 0.42, 0.54, -1.21, 2.66, 0.37
12, 0.74, 0.42, 0.54, -1.74, 0.90, 0.03
13, 0.73, 0.42, 0.55, -1.31, -0.31, -0.20
14, 0.73, 0.43, 0.55, -1.74, -1.05, -0.56
15, 0.72, 0.42, 0.55, -2.14, -1.05, -0.35
16, 0.72, 0.42, 0.53, -1.92, -0.09, -0.40
17, 0.73, 0.43, 0.55, -1.59, 0.49, -0.58
18, 0.72, 0.43, 0.55, -1.05, 1.16, -0.35
19, 0.71, 0.44, 0.54, -0.85, 1.74, -0.75
20, 0.72, 0.44, 0.55, -0.76, 1.54, -0.64
21, 0.72, 0.42, 0.55, -0.76, 1.66, -0.32
22, 0.72, 0.42, 0.54, -0.90, 1.71, -0.55
23, 0.73, 0.42, 0.54, -1.05, 1.63, -0.44
24, 0.73, 0.42, 0.55, -0.66, 1.01, -0.61
25, 0.73, 0.43, 0.54, -1.04, 0.69, -0.27
26, 0.72, 0.43, 0.54, -0.69, 0.96, -0.34
27, 0.72, 0.43, 0.54, -1.07, 0.41, -0.63
28, 0.73, 0.44, 0.56, -1.02, 0.21, -0.89
29, 0.72, 0.43, 0.54, -1.21, 0.18, -0.93
30, 0.72, 0.44, 0.55, -1.10, 0.32, -1.47
31, 0.72, 0.43, 0.55, -1.07, -0.56, -1.98
32, 0.72, 0.43, 0.55, -1.13, -0.89, -2.66
33, 0.72, 0.43, 0.55, -0.41, -0.44, -3.05
34, 0.72, 0.44, 0.55, -0.70, -0.87, -4.73
35, 0.71, 0.44, 0.55, -1.42, -1.42, -6.82
36, 0.71, 0.44, 0.54, -1.54, -2.93, -10.31
37, 0.70, 0.46, 0.53, -1.86, -7.04, -17.07
38, 0.68, 0.50, 0.52, -2.60, -13.59, -27.44
39, 0.66, 0.52, 0.52, -1.89, -26.09, -42.99
40, 0.66, 0.46, 0.53, 0.50, -36.96, -57.80
41, 0.68, 0.42, 0.52, 3.05, -38.38, -65.97
42, 0.72, 0.42, 0.54, 2.38, -31.39, -67.08
43, 0.75, 0.41, 0.56, 2.05, -27.83, -67.76
44, 0.69, 0.49, 0.55, 2.69, -33.89, -88.87
45, 0.80, 0.45, 0.52, 6.99, -24.58, -71.63
46, 0.81, 0.43, 0.52, 8.03, -19.98, -58.11
47, 0.77, 0.48, 0.49, 7.86, -29.69, -54.44
48, 0.74, 0.50, 0.48, 7.82, -37.73, -49.50
49, 0.71, 0.52, 0.50, 8.11, -41.89, -43.44
50, 0.69, 0.56, 0.50, 7.92, -41.98, -40.98
51, 0.69, 0.57, 0.51, 9.02, -40.81, -42.85
52, 0.69, 0.58, 0.52, 7.71, -39.02, -44.95
53, 0.71, 0.57, 0.48, 5.59, -34.52, -41.68
54, 0.70, 0.57, 0.46, 3.86, -29.91, -37.31
55, 0.71, 0.55, 0.45, 3.10, -28.18, -31.74
56, 0.72, 0.55, 0.44, 3.13, -26.60, -23.01
57, 0.74, 0.54, 0.43, 3.21, -24.21, -9.69
58, 0.72, 0.54, 0.45, 1.57, -27.27, -6.98
59, 0.69, 0.56, 0.45, -0.87, -27.80, -9.54
60, 0.69, 0.56, 0.47, 0.21, -23.69, -7.57
