Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.66, 0.43, 0.61, -0.09, 0.40, -0.46
1, 0.68, 0.44, 0.60, 0.50, 0.87, -0.02
2, 0.67, 0.44, 0.60, 0.43, 1.50, 0.05
3, 0.67, 0.44, 0.60, 0.05, 2.09, -0.17
4, 0.66, 0.45, 0.61, 0.12, 1.63, -0.27
5, 0.67, 0.44, 0.61, -0.93, 0.82, -0.31
6, 0.66, 0.45, 0.60, -1.22, -0.11, -0.50
7, 0.67, 0.44, 0.60, -1.39, -0.41, -0.41
8, 0.67, 0.43, 0.60, -1.59, -0.14, -0.14
9, 0.66, 0.45, 0.60, -1.31, 0.46, -0.44
10, 0.67, 0.44, 0.60, -1.83, 0.38, -0.63
11, 0.67, 0.44, 0.60, -1.22, 0.34, -0.03
12, 0.66, 0.44, 0.60, -1.15, 0.09, -0.03
13, 0.66, 0.44, 0.60, -1.11, 0.64, 0.00
14, 0.66, 0.44, 0.60, -0.96, 0.15, -0.44
15, 0.67, 0.44, 0.61, -0.84, 0.70, -0.50
16, 0.67, 0.43, 0.60, -0.93, 0.85, -0.60
17, 0.67, 0.44, 0.61, -0.90, 0.60, -0.69
18, 0.67, 0.44, 0.60, -0.79, -0.14, -0.60
19, 0.67, 0.44, 0.61, -0.32, 0.56, -0.32
20, 0.66, 0.44, 0.61, -0.37, 1.02, -0.49
21, 0.67, 0.44, 0.60, -0.47, 1.22, -0.56
22, 0.67, 0.44, 0.60, -0.26, 1.42, -0.35
23, 0.67, 0.44, 0.61, -0.58, 1.47, -0.47
24, 0.67, 0.45, 0.60, -0.46, 1.19, -0.81
25, 0.66, 0.45, 0.61, -0.72, -0.14, -0.92
26, 0.67, 0.44, 0.60, -1.02, -0.66, -0.69
27, 0.67, 0.44, 0.61, -1.21, -0.67, -0.76
28, 0.66, 0.44, 0.60, -1.22, -0.38, -0.50
29, 0.67, 0.44, 0.60, -1.92, -0.72, -0.61
30, 0.67, 0.44, 0.60, -1.82, -0.73, -0.63
31, 0.67, 0.44, 0.60, -1.54, -0.44, -0.87
32, 0.66, 0.44, 0.60, -1.21, -0.17, -0.64
33, 0.67, 0.44, 0.60, -0.50, 0.46, -0.18
34, 0.67, 0.44, 0.59, -0.44, 1.31, -0.47
35, 0.68, 0.45, 0.60, -0.89, 1.74, -0.87
36, 0.66, 0.45, 0.59, -0.92, 1.44, -1.28
37, 0.67, 0.44, 0.60, -0.20, 0.95, -0.81
38, 0.67, 0.45, 0.60, -0.11, 0.15, -0.72
39, 0.67, 0.44, 0.60, -0.60, -0.87, -0.46
40, 0.67, 0.45, 0.60, -0.46, -1.30, -1.04
41, 0.66, 0.44, 0.61, -0.70, -0.56, -1.05
42, 0.66, 0.44, 0.60, -0.69, 0.79, -1.37
43, 0.66, 0.44, 0.61, -0.43, 1.69, -1.27
44, 0.67, 0.44, 0.60, -0.72, 1.51, -1.94
45, 0.66, 0.45, 0.60, -1.18, 0.40, -3.63
46, 0.67, 0.45, 0.59, -1.39, -1.15, -4.73
47, 0.65, 0.46, 0.60, -1.98, -3.40, -8.90
48, 0.65, 0.46, 0.58, -1.65, -3.79, -12.61
49, 0.65, 0.48, 0.56, -1.56, -7.15, -20.26
50, 0.65, 0.47, 0.57, -0.87, -14.72, -27.82
51, 0.65, 0.46, 0.58, 0.31, -25.42, -37.59
52, 0.64, 0.47, 0.58, -1.63, -36.61, -50.87
53, 0.57, 0.52, 0.59, 0.29, -53.68, -79.95
54, 0.66, 0.50, 0.63, -0.78, -55.16, -87.10
55, 0.70, 0.44, 0.65, 3.10, -47.47, -76.00
56, 0.72, 0.42, 0.56, 9.74, -46.44, -69.97
57, 0.72, 0.43, 0.55, 12.92, -52.38, -68.55
58, 0.67, 0.51, 0.51, 11.68, -62.73, -69.54
59, 0.68, 0.51, 0.51, 13.07, -63.91, -65.16
60, 0.68, 0.53, 0.55, 17.18, -61.04, -56.82
61, 0.70, 0.52, 0.56, 15.98, -61.39, -52.31
62, 0.73, 0.51, 0.54, 17.57, -60.55, -44.98
63, 0.76, 0.51, 0.57, 11.65, -58.15, -30.18
64, 0.74, 0.52, 0.51, 10.08, -51.22, -13.05
65, 0.72, 0.54, 0.51, 7.92, -45.86, -2.76
66, 0.72, 0.55, 0.49, 7.31, -42.35, 3.80
67, 0.69, 0.58, 0.48, 5.47, -41.59, 6.43
68, 0.71, 0.56, 0.48, 4.60, -38.44, 13.47
69, 0.72, 0.54, 0.47, 3.69, -31.42, 23.92
70, 0.74, 0.53, 0.48, 5.71, -24.85, 33.16
71, 0.73, 0.54, 0.45, 5.86, -17.80, 38.73
72, 0.75, 0.54, 0.48, 3.22, -14.09, 47.19
73, 0.73, 0.52, 0.49, 4.56, -11.62, 51.54
74, 0.70, 0.55, 0.48, 5.31, -9.22, 53.37
75, 0.73, 0.51, 0.48, 5.30, -6.69, 59.50
76, 0.76, 0.50, 0.45, 5.68, 1.88, 69.85
77, 0.77, 0.50, 0.47, 5.19, 10.03, 80.53
78, 0.74, 0.49, 0.45, 5.86, 21.42, 84.92
79, 0.73, 0.46, 0.52, 10.44, 25.24, 79.30
80, 0.71, 0.48, 0.48, 8.55, 24.03, 66.05
81, 0.68, 0.50, 0.52, 9.50, 17.98, 55.07
82, 0.69, 0.49, 0.51, 10.31, 14.52, 44.38
83, 0.70, 0.49, 0.50, 12.14, 12.98, 34.03
84, 0.71, 0.49, 0.47, 12.63, 9.31, 21.25
85, 0.69, 0.55, 0.45, 9.69, 1.08, -2.27
86, 0.63, 0.51, 0.51, 7.36, -9.89, -29.18
87, 0.54, 0.58, 0.46, 7.34, -23.83, -66.85
88, 0.54, 0.61, 0.48, 0.38, -37.07, -100.58
89, 0.60, 0.59, 0.48, -0.26, -34.60, -114.56
90, 0.69, 0.56, 0.46, -1.31, -21.33, -110.20
91, 0.73, 0.54, 0.41, -0.02, -6.49, -100.15
92, 0.77, 0.52, 0.42, 2.12, 6.38, -90.11
93, 0.79, 0.52, 0.42, 5.04, 13.33, -79.97
94, 0.78, 0.55, 0.41, 5.85, 15.92, -68.82
95, 0.77, 0.54, 0.43, 5.51, 15.73, -56.32
96, 0.76, 0.55, 0.44, 5.59, 13.39, -43.88
97, 0.76, 0.55, 0.44, 5.50, 11.21, -30.95
98, 0.75, 0.55, 0.44, 4.31, 10.35, -19.10
99, 0.75, 0.56, 0.45, 2.41, 11.82, -5.40
100, 0.73, 0.58, 0.46, 1.68, 16.32, 4.81
101, 0.77, 0.55, 0.45, 0.09, 27.95, 26.93
102, 0.85, 0.53, 0.41, -2.67, 50.43, 74.35
103, 0.85, 0.49, 0.44, -4.53, 70.53, 121.05
104, 0.81, 0.57, 0.47, -8.79, 79.54, 144.85
105, 0.80, 0.59, 0.53, -14.72, 86.81, 156.03
106, 0.74, 0.60, 0.55, -18.79, 91.62, 157.74
107, 0.75, 0.50, 0.55, -21.82, 92.47, 154.67
108, 0.74, 0.41, 0.57, -18.92, 95.33, 151.40
109, 0.70, 0.33, 0.55, -12.93, 91.31, 139.77
110, 0.66, 0.31, 0.56, -7.69, 76.53, 118.55
111, 0.66, 0.36, 0.56, -6.26, 67.89, 103.44
112, 0.68, 0.40, 0.56, -5.95, 57.86, 90.78
113, 0.60, 0.49, 0.54, -9.42, 41.44, 70.55
114, 0.61, 0.50, 0.56, -12.46, 30.34, 53.92
115, 0.63, 0.44, 0.60, -9.76, 24.31, 42.12
116, 0.68, 0.35, 0.61, -5.04, 30.60, 39.02
117, 0.71, 0.31, 0.59, -1.57, 32.08, 37.07
118, 0.71, 0.37, 0.55, -2.61, 28.60, 31.68
119, 0.71, 0.37, 0.58, -4.26, 24.06, 27.44
120, 0.71, 0.38, 0.61, -3.91, 18.46, 22.98
121, 0.72, 0.36, 0.60, -3.13, 19.95, 24.79
122, 0.71, 0.34, 0.60, -0.15, 17.50, 23.89
123, 0.71, 0.36, 0.57, 2.26, 13.05, 19.51
124, 0.68, 0.39, 0.62, 1.65, 4.26, 11.18
125, 0.71, 0.31, 0.59, 6.17, 7.39, 2.89
126, 0.67, 0.40, 0.59, 11.36, -5.57, -15.22
127, 0.70, 0.35, 0.61, 11.42, -7.85, -8.29
128, 0.72, 0.32, 0.63, 7.21, -3.98, 1.79
129, 0.70, 0.35, 0.60, 7.07, -0.32, 4.00
130, 0.71, 0.38, 0.61, 5.01, -0.02, 1.77
131, 0.70, 0.42, 0.61, 5.94, -8.12, -8.47
132, 0.69, 0.44, 0.58, 5.24, -17.27, -16.93
133, 0.67, 0.43, 0.59, 4.43, -19.80, -21.15
134, 0.69, 0.46, 0.60, 2.76, -18.02, -23.86
135, 0.74, 0.39, 0.63, 1.19, -8.89, -16.99
136, 0.73, 0.38, 0.62, -1.01, -5.30, -10.60
137, 0.74, 0.40, 0.61, -5.88, -3.04, -6.89
138, 0.74, 0.39, 0.61, -7.69, 0.05, -2.14
139, 0.70, 0.40, 0.60, -8.43, -3.16, -6.38
140, 0.69, 0.37, 0.59, -7.91, -4.29, -7.25
141, 0.71, 0.37, 0.60, -7.89, -4.32, -5.50
142, 0.72, 0.33, 0.62, -5.85, -2.72, -1.45
143, 0.72, 0.33, 0.61, -4.14, 1.27, 1.53
144, 0.73, 0.32, 0.62, -3.92, 4.06, 3.24
145, 0.72, 0.33, 0.62, -3.69, 5.94, 3.39
146, 0.73, 0.30, 0.62, -1.91, 6.64, 6.11
147, 0.73, 0.31, 0.61, -0.23, 6.43, 9.95
148, 0.72, 0.30, 0.61, 1.04, 5.59, 11.27
149, 0.72, 0.31, 0.62, 2.93, 6.81, 12.61
150, 0.72, 0.36, 0.60, 2.64, 7.74, 11.19
151, 0.71, 0.37, 0.62, 1.91, 8.50, 10.23
152, 0.72, 0.35, 0.62, 3.53, 12.15, 14.09
153, 0.74, 0.33, 0.61, 3.86, 16.79, 18.76
154, 0.73, 0.36, 0.60, 2.37, 16.93, 17.65
155, 0.72, 0.39, 0.60, -0.60, 13.04, 12.72
156, 0.73, 0.38, 0.60, -2.11, 10.87, 12.23
157, 0.71, 0.38, 0.62, -2.73, 9.62, 12.02
158, 0.70, 0.39, 0.60, -3.28, 7.22, 8.85
159, 0.70, 0.41, 0.61, -5.22, 6.29, 4.31
160, 0.69, 0.40, 0.60, -4.98, 6.50, 4.40
161, 0.74, 0.35, 0.63, -1.95, 7.07, 5.59
162, 0.62, 0.39, 0.61, -7.10, 4.06, 6.49
163, 0.78, 0.32, 0.64, -5.77, 20.27, 11.65
164, 0.78, 0.31, 0.61, 0.66, 16.50, 8.81
165, 0.65, 0.35, 0.59, -7.91, 3.91, 7.97
166, 0.77, 0.29, 0.66, -9.02, 11.30, 10.67
167, 0.70, 0.36, 0.62, -5.18, 5.80, 4.29
168, 0.68, 0.34, 0.62, -7.24, 2.89, 3.51
169, 0.69, 0.31, 0.65, -7.62, 3.56, 4.35
170, 0.68, 0.34, 0.60, -5.77, 2.47, 1.94
171, 0.69, 0.35, 0.62, -5.31, 3.42, -1.01
172, 0.70, 0.31, 0.63, -1.66, 3.86, -2.35
173, 0.73, 0.31, 0.61, 0.82, 4.53, -1.62
174, 0.76, 0.30, 0.60, 2.38, -0.02, -4.34
175, 0.78, 0.34, 0.59, -2.46, -11.56, -6.24
176, 0.81, 0.31, 0.64, -3.40, -16.21, 3.47
177, 0.79, 0.34, 0.62, -5.44, -20.38, 12.49
178, 0.73, 0.34, 0.62, -7.07, -28.29, 10.47
179, 0.66, 0.35, 0.63, -9.83, -29.82, 2.90
180, 0.64, 0.33, 0.62, -8.11, -24.73, -1.08
181, 0.64, 0.36, 0.62, -4.60, -14.35, -2.14
182, 0.63, 0.37, 0.62, -3.19, -6.66, -6.14
183, 0.67, 0.37, 0.64, -3.69, -3.63, -8.27
184, 0.70, 0.36, 0.64, -6.58, -0.05, -7.33
185, 0.70, 0.39, 0.63, -9.42, -0.35, -10.00
186, 0.70, 0.36, 0.62, -11.16, -1.56, -11.25
187, 0.68, 0.38, 0.60, -13.05, -3.69, -15.91
188, 0.67, 0.36, 0.59, -12.99, -8.03, -21.60
189, 0.66, 0.34, 0.59, -11.30, -7.30, -26.56
190, 0.69, 0.32, 0.60, -8.41, -2.43, -26.98
191, 0.71, 0.27, 0.62, -4.26, 3.48, -23.80
192, 0.76, 0.22, 0.63, -0.49, 12.37, -15.54
193, 0.78, 0.23, 0.61, 0.31, 14.98, -8.93
194, 0.78, 0.25, 0.62, -1.54, 11.21, -5.69
195, 0.75, 0.28, 0.60, -2.52, 6.61, -3.53
196, 0.74, 0.31, 0.61, -2.11, 1.65, -3.53
197, 0.73, 0.34, 0.60, -2.58, -1.53, -5.86
198, 0.75, 0.30, 0.64, -1.28, 1.39, -1.95
199, 0.76, 0.29, 0.60, 0.49, 5.89, 2.21
200, 0.77, 0.32, 0.60, -1.51, 6.52, 2.63
201, 0.78, 0.34, 0.61, -3.42, 5.30, 2.76
202, 0.76, 0.34, 0.62, -2.93, -0.87, 1.36
203, 0.74, 0.36, 0.61, -4.92, -9.22, -2.05
204, 0.73, 0.39, 0.61, -6.75, -17.13, -4.43
205, 0.69, 0.39, 0.63, -6.99, -20.87, -6.73
206, 0.69, 0.39, 0.62, -6.41, -16.06, -8.47
207, 0.70, 0.39, 0.61, -5.27, -7.19, -6.46
208, 0.70, 0.38, 0.61, -3.08, -0.18, -4.05
209, 0.70, 0.37, 0.60, -2.89, 1.48, -4.61
210, 0.71, 0.38, 0.60, -3.79, -0.87, -7.11
211, 0.72, 0.38, 0.61, -5.16, -4.40, -7.63
212, 0.72, 0.36, 0.60, -6.02, -4.41, -6.75
213, 0.72, 0.34, 0.61, -5.28, -2.82, -3.71
214, 0.71, 0.34, 0.60, -4.84, -0.64, -3.28
215, 0.71, 0.33, 0.61, -4.02, -0.05, -4.53
216, 0.72, 0.33, 0.62, -3.07, 2.11, -5.16
217, 0.71, 0.31, 0.61, -1.25, 2.85, -3.50
218, 0.71, 0.32, 0.60, -1.04, 2.20, -1.18
