Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.67, 0.49, 0.56, -0.93, 2.46, 0.26
1, 0.67, 0.49, 0.55, -0.63, 3.01, 0.31
2, 0.68, 0.50, 0.56, -0.64, 2.52, -0.18
3, 0.68, 0.50, 0.55, -0.47, 1.83, -0.69
4, 0.67, 0.50, 0.56, 0.37, 1.54, -0.95
5, 0.68, 0.50, 0.55, 0.82, 2.41, -0.87
6, 0.66, 0.50, 0.57, 0.64, 1.63, -0.87
7, 0.66, 0.49, 0.56, 0.78, 1.08, -1.40
8, 0.66, 0.49, 0.55, 0.84, 1.31, -1.63
9, 0.67, 0.49, 0.56, 0.37, 1.69, -1.68
10, 0.66, 0.50, 0.55, 0.24, 1.83, -1.77
11, 0.66, 0.50, 0.56, -0.02, 1.28, -1.65
12, 0.66, 0.51, 0.56, -0.34, 0.95, -1.39
13, 0.66, 0.51, 0.56, -0.76, 0.43, -1.54
14, 0.66, 0.50, 0.55, -0.75, 0.50, -1.33
15, 0.67, 0.51, 0.55, -1.05, 0.09, -0.85
16, 0.66, 0.51, 0.55, -1.05, 0.17, -0.21
17, 0.66, 0.50, 0.56, -0.84, -0.56, -0.02
18, 0.67, 0.51, 0.55, -1.11, -0.93, -0.15
19, 0.65, 0.51, 0.56, -0.84, -0.81, 0.27
20, 0.66, 0.50, 0.56, -0.98, 0.12, 0.38
21, 0.66, 0.50, 0.55, -1.63, 0.75, 0.49
22, 0.66, 0.50, 0.55, -1.80, 0.56, 0.43
23, 0.66, 0.50, 0.56, -1.68, 0.20, 0.14
24, 0.67, 0.51, 0.55, -1.73, -0.27, -0.17
25, 0.66, 0.49, 0.55, -1.07, -0.96, -0.15
26, 0.67, 0.49, 0.56, 0.06, -0.40, 0.18
27, 0.66, 0.49, 0.56, 0.43, 1.91, 0.69
28, 0.67, 0.49, 0.56, -0.06, 3.57, 0.56
29, 0.68, 0.50, 0.55, -0.72, 3.85, 0.46
30, 0.68, 0.50, 0.55, -0.85, 1.08, -0.32
31, 0.70, 0.49, 0.57, -0.60, -1.57, -0.93
32, 0.70, 0.50, 0.56, -0.75, -3.73, -3.22
33, 0.70, 0.51, 0.57, -0.46, -3.71, -6.98
34, 0.69, 0.48, 0.55, -0.87, -1.92, -10.24
35, 0.66, 0.51, 0.51, -5.83, 1.88, -18.26
36, 0.66, 0.48, 0.53, -6.00, 2.90, -23.66
37, 0.67, 0.47, 0.54, 0.35, 0.85, -26.37
38, 0.66, 0.51, 0.53, 3.47, -5.05, -31.54
39, 0.66, 0.53, 0.54, 3.63, -14.82, -38.12
40, 0.60, 0.56, 0.57, 5.71, -28.46, -58.24
41, 0.63, 0.59, 0.56, 9.24, -38.70, -77.36
42, 0.71, 0.57, 0.53, 7.53, -30.75, -66.52
43, 0.70, 0.49, 0.57, 5.56, -23.36, -53.16
44, 0.67, 0.54, 0.53, 5.44, -17.24, -45.65
45, 0.59, 0.56, 0.53, 8.00, -22.11, -53.08
46, 0.64, 0.65, 0.51, 11.05, -18.15, -56.64
47, 0.62, 0.60, 0.47, 9.88, -14.44, -54.32
48, 0.66, 0.58, 0.50, 10.32, -9.69, -49.21
49, 0.68, 0.55, 0.53, 11.63, -9.24, -41.88
50, 0.70, 0.56, 0.50, 11.22, -10.93, -33.24
51, 0.65, 0.57, 0.54, 10.63, -12.52, -27.11
52, 0.63, 0.59, 0.55, 8.82, -9.85, -20.27
53, 0.63, 0.60, 0.52, 6.64, -5.08, -10.46
54, 0.62, 0.59, 0.55, 5.79, -2.49, -5.85
55, 0.60, 0.61, 0.53, 6.43, -6.43, -6.37
56, 0.56, 0.63, 0.54, 4.98, -14.15, -12.50
57, 0.57, 0.62, 0.53, 3.82, -17.01, -16.00
58, 0.61, 0.61, 0.51, 3.05, -12.84, -12.52
59, 0.62, 0.58, 0.51, 2.76, -8.72, -9.51
60, 0.63, 0.59, 0.51, 2.35, -6.69, -8.21
61, 0.61, 0.61, 0.50, 3.66, -8.98, -12.67
62, 0.61, 0.61, 0.50, 4.81, -12.92, -18.92
63, 0.56, 0.63, 0.48, 5.24, -14.23, -26.44
64, 0.57, 0.64, 0.48, 4.56, -12.49, -28.64
65, 0.56, 0.64, 0.48, 3.08, -9.65, -30.41
66, 0.59, 0.62, 0.49, 1.89, -3.98, -27.50
67, 0.59, 0.63, 0.48, 0.78, -5.13, -25.80
68, 0.60, 0.63, 0.48, 0.84, -5.82, -23.69
69, 0.63, 0.63, 0.49, 1.91, -5.44, -21.42
70, 0.63, 0.62, 0.48, 2.41, -2.79, -16.82
71, 0.64, 0.63, 0.47, 2.61, -0.82, -10.99
72, 0.64, 0.62, 0.48, 2.98, -0.05, -5.28
73, 0.63, 0.64, 0.47, 3.54, -0.21, 0.37
74, 0.61, 0.64, 0.47, 4.61, -0.50, 5.63
75, 0.62, 0.64, 0.48, 5.05, -0.52, 13.42
76, 0.64, 0.61, 0.48, 6.79, 2.37, 23.71
77, 0.65, 0.60, 0.46, 12.12, 5.54, 34.78
78, 0.68, 0.62, 0.45, 11.82, 7.80, 54.73
79, 0.73, 0.62, 0.45, 8.44, 8.46, 86.44
80, 0.78, 0.60, 0.42, 7.36, 12.72, 127.94
81, 0.83, 0.56, 0.43, 6.63, 16.53, 167.76
82, 0.83, 0.55, 0.50, 4.75, 15.45, 193.95
83, 0.77, 0.55, 0.53, 1.86, 11.94, 200.87
84, 0.68, 0.55, 0.52, 1.82, 8.02, 188.40
85, 0.62, 0.59, 0.47, 4.95, 8.05, 164.99
86, 0.60, 0.60, 0.45, 3.19, 12.70, 139.56
87, 0.64, 0.58, 0.48, -0.35, 19.07, 127.25
88, 0.67, 0.53, 0.53, 1.68, 21.80, 110.60
89, 0.64, 0.51, 0.53, 0.02, 15.45, 82.73
90, 0.68, 0.46, 0.52, -3.47, 12.93, 66.85
91, 0.68, 0.45, 0.51, -6.38, 8.72, 53.39
92, 0.67, 0.45, 0.50, -7.48, 9.91, 43.65
93, 0.68, 0.42, 0.47, -3.56, 11.18, 35.91
94, 0.68, 0.44, 0.48, -1.19, 10.95, 28.37
95, 0.69, 0.47, 0.48, -2.67, 10.44, 21.24
96, 0.67, 0.48, 0.47, -2.69, 7.59, 14.27
97, 0.73, 0.46, 0.47, -4.56, 6.85, 11.95
98, 0.73, 0.46, 0.50, -7.15, 2.47, 5.66
99, 0.76, 0.44, 0.53, -6.63, -0.26, 1.98
100, 0.77, 0.44, 0.51, -6.58, -2.17, -4.06
101, 0.74, 0.44, 0.51, -11.63, -2.72, -12.09
102, 0.72, 0.45, 0.53, -15.28, -4.90, -22.09
103, 0.68, 0.46, 0.54, -19.86, -11.07, -35.53
104, 0.64, 0.47, 0.54, -24.21, -16.69, -53.11
105, 0.61, 0.48, 0.54, -27.50, -19.37, -71.56
106, 0.58, 0.50, 0.52, -33.48, -24.18, -96.67
107, 0.60, 0.49, 0.54, -37.97, -24.49, -118.92
108, 0.62, 0.50, 0.54, -37.02, -22.98, -138.76
109, 0.69, 0.50, 0.60, -35.56, -17.63, -145.30
110, 0.76, 0.40, 0.50, -29.86, -2.44, -127.25
