Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.61, 0.54, 0.58, -0.60, 1.92, 0.11
1, 0.62, 0.54, 0.58, -0.46, 1.19, -0.24
2, 0.61, 0.54, 0.58, -0.92, 0.20, -0.41
3, 0.61, 0.54, 0.57, -1.10, -0.67, -1.05
4, 0.60, 0.53, 0.58, -0.93, -0.72, -0.61
5, 0.60, 0.53, 0.58, -0.93, 0.15, 0.05
6, 0.62, 0.53, 0.59, -0.70, 2.00, 0.08
7, 0.62, 0.54, 0.57, -1.76, 1.85, -0.49
8, 0.62, 0.54, 0.58, -2.11, -0.09, -1.44
9, 0.60, 0.55, 0.58, -1.40, -1.05, -1.53
10, 0.61, 0.55, 0.58, -0.50, -0.53, -0.99
11, 0.61, 0.54, 0.57, -0.47, -0.46, -0.14
12, 0.61, 0.54, 0.57, -1.39, -1.47, -0.27
13, 0.61, 0.53, 0.59, -1.69, -1.42, -0.47
14, 0.60, 0.53, 0.57, -1.45, 0.08, -0.58
15, 0.61, 0.54, 0.57, -1.62, 0.76, -0.73
16, 0.60, 0.54, 0.58, -1.97, 0.24, -0.47
17, 0.61, 0.54, 0.58, -1.77, -0.93, -0.72
18, 0.61, 0.54, 0.58, -1.88, -1.54, -0.81
19, 0.61, 0.53, 0.58, -1.73, -1.30, -0.95
20, 0.61, 0.53, 0.58, -1.82, -0.41, -1.05
21, 0.61, 0.54, 0.57, -1.30, 0.34, -0.82
22, 0.61, 0.54, 0.58, -1.31, 0.93, -0.70
23, 0.61, 0.55, 0.57, -1.27, 0.72, -0.70
24, 0.60, 0.54, 0.58, -0.93, 0.96, -0.34
25, 0.61, 0.54, 0.57, -0.89, 0.63, -0.17
26, 0.60, 0.54, 0.58, -1.02, 0.78, -0.34
27, 0.60, 0.54, 0.58, -0.87, 1.33, -0.17
28, 0.61, 0.54, 0.57, -1.27, 1.56, -0.08
29, 0.61, 0.54, 0.58, -1.45, 1.05, -0.18
30, 0.61, 0.54, 0.58, -1.30, 0.82, -0.21
31, 0.61, 0.53, 0.57, -1.28, 0.08, -0.34
32, 0.61, 0.53, 0.57, -1.10, -0.43, -0.34
33, 0.61, 0.53, 0.58, -1.25, -0.12, -1.04
34, 0.61, 0.53, 0.59, -1.62, 0.70, -1.11
35, 0.61, 0.54, 0.57, -1.56, 1.25, -1.85
36, 0.61, 0.54, 0.58, -1.50, 1.25, -2.70
37, 0.62, 0.55, 0.57, -0.81, -1.50, -4.66
38, 0.62, 0.54, 0.57, -0.75, -4.79, -8.89
39, 0.62, 0.55, 0.57, 2.11, -6.70, -13.25
