Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.44, 0.55, -0.72, -0.23, -0.18
1, 0.70, 0.44, 0.56, 0.02, 0.82, -0.18
2, 0.70, 0.43, 0.57, 0.49, 2.14, -0.20
3, 0.70, 0.45, 0.56, 0.00, 1.31, -0.47
4, 0.70, 0.44, 0.56, -0.93, 1.18, -0.43
5, 0.71, 0.44, 0.56, 0.66, 0.81, -0.49
6, 0.70, 0.44, 0.56, -0.60, 0.73, -0.90
7, 0.70, 0.44, 0.56, -0.79, 0.99, -0.93
8, 0.70, 0.44, 0.57, 0.03, 1.10, -0.87
9, 0.70, 0.45, 0.56, -0.56, 1.15, -0.73
10, 0.70, 0.45, 0.55, -0.73, 0.76, -1.02
11, 0.70, 0.45, 0.57, -0.82, 0.08, -1.34
12, 0.70, 0.45, 0.56, -0.98, 0.63, -1.15
13, 0.70, 0.46, 0.55, -1.08, 1.15, -1.19
14, 0.71, 0.46, 0.56, -0.98, 0.35, -1.45
15, 0.71, 0.45, 0.56, -0.43, 1.21, -1.28
16, 0.71, 0.46, 0.55, -0.47, 0.87, -1.27
17, 0.71, 0.47, 0.54, -0.66, 0.61, -0.43
18, 0.72, 0.48, 0.56, -0.37, -1.80, -0.76
19, 0.71, 0.47, 0.55, -0.40, -3.60, -2.03
20, 0.70, 0.45, 0.56, 0.34, -4.49, -1.42
21, 0.70, 0.45, 0.56, 2.03, -5.05, -0.63
22, 0.70, 0.45, 0.55, 0.82, -3.68, -0.52
23, 0.71, 0.44, 0.57, 1.01, -0.78, 0.03
24, 0.71, 0.43, 0.57, 0.96, -0.98, 0.03
25, 0.70, 0.43, 0.56, 0.08, -1.31, -0.06
26, 0.70, 0.43, 0.56, 0.08, -3.01, -2.02
27, 0.70, 0.43, 0.57, -0.35, -3.65, -4.52
28, 0.69, 0.42, 0.57, -1.16, -2.17, -5.85
29, 0.69, 0.42, 0.55, -2.05, 0.67, -4.58
30, 0.70, 0.44, 0.55, -1.47, 3.18, -3.18
31, 0.72, 0.44, 0.57, -1.54, 2.75, -3.77
32, 0.72, 0.45, 0.55, -2.32, 2.49, -3.95
33, 0.71, 0.46, 0.56, -3.80, 0.79, -4.47
34, 0.70, 0.45, 0.56, -2.84, -2.41, -4.84
35, 0.69, 0.46, 0.55, -2.37, -3.36, -5.22
36, 0.69, 0.46, 0.56, -0.93, -1.88, -5.76
37, 0.70, 0.46, 0.56, -0.93, -0.37, -6.14
38, 0.70, 0.46, 0.56, -1.25, -2.03, -8.34
39, 0.70, 0.46, 0.55, -0.58, -4.34, -10.60
40, 0.71, 0.46, 0.52, 2.73, -6.78, -12.87
41, 0.72, 0.48, 0.51, 7.56, -11.51, -17.60
42, 0.72, 0.48, 0.49, 10.72, -21.19, -25.74
43, 0.70, 0.50, 0.48, 10.82, -33.62, -41.02
44, 0.71, 0.49, 0.53, 10.12, -41.71, -53.62
45, 0.68, 0.47, 0.54, 10.12, -43.44, -66.41
46, 0.65, 0.51, 0.56, 6.40, -50.87, -86.32
47, 0.73, 0.48, 0.59, 7.98, -47.02, -77.15
48, 0.65, 0.55, 0.54, 8.60, -49.45, -83.86
49, 0.65, 0.51, 0.50, 9.79, -41.10, -75.69
50, 0.69, 0.54, 0.48, 10.11, -19.92, -62.18
51, 0.66, 0.60, 0.55, 3.68, -4.43, -55.71
52, 0.72, 0.51, 0.55, 11.01, -2.24, -55.83
53, 0.75, 0.54, 0.47, 9.08, -10.00, -56.75
54, 0.73, 0.54, 0.49, 5.28, -22.21, -54.96
55, 0.70, 0.55, 0.51, 0.15, -22.69, -47.21
56, 0.69, 0.57, 0.51, 2.60, -20.90, -39.76
57, 0.67, 0.56, 0.51, 2.29, -17.51, -32.90
58, 0.68, 0.57, 0.50, -0.11, -11.65, -24.84
59, 0.69, 0.59, 0.50, -2.17, -6.00, -16.70
60, 0.69, 0.59, 0.50, -1.98, -3.27, -11.36
61, 0.68, 0.59, 0.50, -2.43, -8.44, -12.15
62, 0.67, 0.61, 0.49, -4.76, -9.15, -7.82
63, 0.66, 0.59, 0.49, -5.88, -8.47, -4.53
64, 0.63, 0.61, 0.48, -7.69, -4.63, -2.35
65, 0.61, 0.58, 0.51, -6.70, -0.60, -0.79
66, 0.62, 0.58, 0.51, -2.72, 5.27, 0.87
67, 0.63, 0.56, 0.49, 1.77, 9.76, 3.34
68, 0.65, 0.57, 0.50, 0.67, 14.96, 3.10
69, 0.68, 0.57, 0.47, 3.54, 16.41, 5.39
70, 0.69, 0.56, 0.46, 4.38, 16.98, 4.03
71, 0.68, 0.56, 0.48, 3.59, 16.99, 3.19
72, 0.66, 0.56, 0.47, 3.69, 14.66, 3.98
73, 0.64, 0.58, 0.49, 5.45, 14.78, 5.48
74, 0.64, 0.57, 0.49, 6.27, 13.27, 4.84
75, 0.64, 0.58, 0.49, 6.61, 13.50, 4.09
76, 0.64, 0.57, 0.50, 7.65, 14.64, 4.61
77, 0.65, 0.58, 0.49, 7.33, 15.92, 6.64
78, 0.64, 0.59, 0.49, 5.79, 15.30, 7.01
79, 0.66, 0.59, 0.48, 4.09, 15.25, 8.60
80, 0.66, 0.62, 0.48, 2.99, 13.91, 9.92
81, 0.67, 0.59, 0.47, 3.36, 13.54, 13.71
82, 0.67, 0.61, 0.47, 2.61, 10.08, 14.89
83, 0.66, 0.60, 0.48, 0.90, 6.75, 14.66
