Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.43, 0.56, -0.06, 0.66, -0.20
1, 0.71, 0.43, 0.57, -0.63, 0.27, -0.38
2, 0.71, 0.43, 0.56, -1.42, -0.38, -0.46
3, 0.72, 0.43, 0.56, -1.86, -0.93, -0.84
4, 0.71, 0.43, 0.56, -2.03, -1.15, -0.76
5, 0.71, 0.42, 0.56, -1.82, -0.75, -0.73
6, 0.70, 0.42, 0.55, -1.45, -0.24, -0.44
7, 0.70, 0.42, 0.56, -1.53, 0.49, -0.24
8, 0.71, 0.42, 0.56, -0.81, 0.37, -0.17
9, 0.71, 0.43, 0.56, 0.44, 0.98, 0.05
10, 0.72, 0.42, 0.57, 0.75, 1.63, 0.06
11, 0.71, 0.43, 0.55, 0.81, 1.88, 0.11
12, 0.71, 0.42, 0.56, 0.43, 1.56, -0.23
13, 0.71, 0.43, 0.56, 0.08, 0.84, -0.46
14, 0.71, 0.43, 0.56, 0.09, -0.03, -0.79
15, 0.71, 0.43, 0.56, -0.06, -0.31, -0.96
16, 0.72, 0.43, 0.56, -0.09, 0.11, -0.73
17, 0.71, 0.43, 0.56, -0.75, 0.78, -0.37
18, 0.71, 0.43, 0.56, -1.33, 1.16, -0.61
19, 0.71, 0.43, 0.55, -1.85, 0.64, -0.67
20, 0.72, 0.43, 0.57, -1.45, -0.92, -0.69
21, 0.71, 0.43, 0.56, -1.79, -1.16, -0.53
22, 0.71, 0.43, 0.56, -1.48, -0.96, -0.20
23, 0.71, 0.42, 0.56, -1.83, -0.40, -0.12
24, 0.72, 0.43, 0.56, -1.51, 0.27, -0.23
25, 0.71, 0.43, 0.56, -1.69, 0.24, -0.44
26, 0.72, 0.43, 0.57, -1.15, -0.56, -0.60
27, 0.71, 0.42, 0.56, -0.15, -0.96, -0.76
28, 0.70, 0.43, 0.56, -0.09, -0.12, -0.34
29, 0.71, 0.43, 0.56, -0.09, 1.40, 0.32
30, 0.72, 0.43, 0.55, -0.35, 2.58, 0.32
31, 0.72, 0.43, 0.56, -0.66, 1.63, -0.82
32, 0.72, 0.44, 0.56, -0.99, -0.72, -1.71
33, 0.72, 0.45, 0.55, -1.31, -1.68, -2.20
34, 0.70, 0.44, 0.57, -0.52, -1.77, -1.73
35, 0.70, 0.43, 0.57, -0.67, -0.73, -0.98
36, 0.70, 0.43, 0.56, -0.99, 0.35, -0.64
37, 0.70, 0.43, 0.56, -1.24, 0.96, -0.31
38, 0.71, 0.42, 0.55, -1.34, 1.24, -0.21
39, 0.71, 0.43, 0.55, -1.50, 0.84, -0.32
40, 0.72, 0.43, 0.56, -1.73, -0.29, -0.87
41, 0.71, 0.44, 0.55, -2.23, -2.37, -2.20
42, 0.70, 0.43, 0.57, -1.37, -5.69, -5.57
43, 0.68, 0.46, 0.55, -1.01, -9.68, -14.17
44, 0.68, 0.46, 0.56, -1.33, -12.49, -22.17
45, 0.68, 0.48, 0.55, -3.91, -14.24, -29.24
46, 0.71, 0.47, 0.55, -4.27, -16.84, -34.53
47, 0.71, 0.47, 0.55, -4.43, -22.58, -40.82
48, 0.70, 0.45, 0.56, -1.79, -32.37, -51.44
49, 0.69, 0.46, 0.55, 2.34, -42.89, -65.62
50, 0.72, 0.44, 0.52, 4.23, -42.27, -67.22
51, 0.75, 0.44, 0.53, 5.66, -35.48, -62.46
52, 0.68, 0.47, 0.56, 8.53, -41.54, -86.43
53, 0.75, 0.53, 0.50, 10.27, -39.54, -95.98
54, 0.76, 0.48, 0.54, 8.95, -37.30, -76.96
55, 0.72, 0.46, 0.50, 9.27, -32.95, -73.94
56, 0.74, 0.52, 0.51, 9.37, -15.22, -53.94
57, 0.69, 0.52, 0.49, 7.65, -22.26, -47.13
58, 0.71, 0.52, 0.50, 12.35, -25.85, -42.00
59, 0.70, 0.55, 0.48, 9.56, -32.46, -42.61
60, 0.72, 0.55, 0.49, 7.34, -37.56, -41.37
61, 0.71, 0.56, 0.49, 5.76, -36.92, -42.02
62, 0.69, 0.58, 0.47, 3.68, -30.17, -41.28
63, 0.67, 0.57, 0.48, 3.48, -20.31, -39.10
64, 0.69, 0.54, 0.47, 6.43, -11.05, -35.85
65, 0.66, 0.58, 0.48, 7.07, -11.01, -36.72
66, 0.63, 0.59, 0.48, 6.79, -15.88, -42.12
67, 0.64, 0.58, 0.48, 6.26, -17.10, -45.79
68, 0.67, 0.59, 0.47, 5.62, -11.83, -42.89
69, 0.67, 0.58, 0.46, 5.85, -4.09, -38.09
70, 0.66, 0.59, 0.46, 5.31, 2.41, -31.33
71, 0.66, 0.60, 0.45, 4.76, 2.78, -25.15
72, 0.68, 0.59, 0.45, 4.66, 3.60, -14.18
73, 0.68, 0.59, 0.45, 4.69, 3.24, -4.63
74, 0.70, 0.59, 0.43, 2.63, 5.40, 6.50
75, 0.72, 0.59, 0.43, 1.05, 8.63, 19.42
76, 0.76, 0.58, 0.41, -0.18, 15.10, 39.80
77, 0.79, 0.56, 0.41, -1.34, 20.06, 68.69
78, 0.77, 0.58, 0.45, -4.49, 18.75, 90.41
79, 0.75, 0.59, 0.50, -7.07, 13.66, 102.58
80, 0.76, 0.57, 0.53, -8.37, 10.87, 108.64
81, 0.75, 0.53, 0.52, -6.14, 14.72, 111.53
82, 0.73, 0.48, 0.52, -3.24, 22.08, 112.84
83, 0.73, 0.47, 0.46, -2.23, 31.71, 112.32
84, 0.72, 0.43, 0.47, 3.85, 37.77, 115.97
85, 0.69, 0.46, 0.45, 6.27, 38.58, 112.09
86, 0.68, 0.50, 0.49, 6.00, 31.37, 100.72
87, 0.69, 0.52, 0.51, 6.43, 27.02, 89.59
88, 0.70, 0.51, 0.51, 3.18, 21.02, 79.15
89, 0.72, 0.47, 0.48, 2.11, 20.72, 74.63
90, 0.71, 0.47, 0.51, 1.68, 20.73, 69.73
91, 0.72, 0.47, 0.50, -1.92, 20.24, 64.41
92, 0.67, 0.49, 0.50, -3.95, 13.65, 51.63
93, 0.71, 0.46, 0.50, -5.08, 9.48, 42.82
94, 0.74, 0.45, 0.50, -5.22, 9.91, 38.87
95, 0.73, 0.44, 0.49, -4.47, 6.98, 32.08
96, 0.73, 0.44, 0.49, -2.87, 4.31, 23.92
97, 0.71, 0.45, 0.50, -3.01, -1.89, 13.56
98, 0.68, 0.46, 0.49, -0.85, -9.97, -4.66
99, 0.63, 0.50, 0.46, 2.95, -24.49, -32.63
100, 0.60, 0.55, 0.45, 0.61, -36.70, -62.18
101, 0.60, 0.52, 0.49, -0.87, -51.83, -91.27
102, 0.63, 0.47, 0.54, 0.95, -54.76, -110.06
103, 0.66, 0.45, 0.51, 2.41, -52.49, -122.37
104, 0.77, 0.41, 0.51, 5.15, -44.37, -120.08
105, 0.83, 0.42, 0.49, 6.35, -35.76, -110.56
106, 0.84, 0.44, 0.46, 8.27, -28.95, -97.85
107, 0.83, 0.45, 0.43, 9.71, -28.06, -83.94
108, 0.80, 0.48, 0.43, 10.27, -26.93, -73.56
109, 0.78, 0.50, 0.45, 9.85, -24.75, -65.68
110, 0.75, 0.52, 0.47, 9.60, -23.89, -59.66
111, 0.77, 0.51, 0.46, 10.23, -18.34, -48.05
112, 0.73, 0.53, 0.44, 9.91, -15.19, -40.75
113, 0.72, 0.54, 0.44, 8.95, -11.15, -31.76
114, 0.70, 0.53, 0.44, 9.97, -10.53, -24.24
115, 0.68, 0.58, 0.44, 7.59, -9.92, -20.75
116, 0.69, 0.57, 0.45, 5.28, -10.14, -19.66
117, 0.71, 0.57, 0.44, 4.98, -8.12, -14.11
118, 0.67, 0.60, 0.43, 3.28, -7.97, -15.21
119, 0.68, 0.60, 0.41, 0.43, -3.36, -9.04
120, 0.68, 0.61, 0.40, -1.79, 5.54, -2.56
121, 0.74, 0.57, 0.41, -3.24, 19.53, 15.24
122, 0.81, 0.57, 0.38, -2.75, 32.90, 40.92
123, 0.91, 0.59, 0.34, -4.31, 43.95, 83.98
124, 0.91, 0.52, 0.40, -6.92, 42.72, 119.77
125, 0.84, 0.61, 0.46, -11.36, 37.71, 137.92
126, 0.79, 0.64, 0.52, -20.40, 30.37, 136.41
127, 0.79, 0.59, 0.55, -26.03, 32.87, 133.79
128, 0.79, 0.47, 0.55, -25.79, 41.10, 130.81
129, 0.74, 0.37, 0.51, -22.18, 49.92, 123.18
130, 0.71, 0.20, 0.48, -10.15, 58.34, 117.65
131, 0.74, 0.23, 0.44, 3.79, 76.53, 120.53
132, 0.75, 0.39, 0.41, 4.27, 83.65, 122.81
133, 0.76, 0.42, 0.48, 1.40, 80.20, 115.88
134, 0.75, 0.45, 0.56, 0.17, 68.14, 100.49
135, 0.73, 0.44, 0.53, 1.15, 48.55, 79.60
136, 0.74, 0.40, 0.55, 1.63, 36.41, 67.76
137, 0.70, 0.40, 0.53, -0.56, 32.79, 55.80
138, 0.70, 0.37, 0.53, -0.37, 32.92, 50.50
139, 0.71, 0.34, 0.56, 4.52, 29.33, 43.73
140, 0.70, 0.38, 0.55, 2.98, 26.00, 32.81
141, 0.73, 0.36, 0.55, 1.80, 25.18, 28.92
142, 0.71, 0.39, 0.54, 2.89, 17.98, 19.01
143, 0.73, 0.34, 0.56, 4.06, 19.19, 18.61
144, 0.75, 0.31, 0.58, 4.47, 24.55, 19.54
145, 0.77, 0.30, 0.58, 5.60, 29.57, 18.81
146, 0.79, 0.27, 0.57, 4.78, 31.36, 17.86
147, 0.78, 0.30, 0.55, 2.63, 23.83, 12.12
148, 0.77, 0.33, 0.56, 1.60, 11.51, 4.61
149, 0.78, 0.32, 0.58, 1.95, 4.60, 1.77
150, 0.74, 0.37, 0.57, 3.02, -7.07, -9.39
151, 0.71, 0.40, 0.56, 4.73, -18.76, -25.60
152, 0.70, 0.41, 0.56, 4.31, -27.68, -40.81
153, 0.70, 0.38, 0.57, 5.66, -38.76, -54.96
154, 0.71, 0.39, 0.55, 5.18, -46.90, -67.80
155, 0.74, 0.35, 0.57, 1.47, -51.16, -73.83
156, 0.80, 0.29, 0.57, -0.08, -44.98, -65.54
157, 0.83, 0.28, 0.58, 0.85, -30.47, -46.69
158, 0.90, 0.25, 0.55, 2.03, -7.86, -14.11
159, 0.88, 0.29, 0.55, 3.79, 1.15, 8.00
160, 0.82, 0.37, 0.53, 3.04, -5.65, 10.35
161, 0.76, 0.44, 0.53, -1.10, -21.44, -0.47
162, 0.76, 0.42, 0.56, -4.23, -28.84, -3.77
163, 0.76, 0.40, 0.53, -2.85, -20.43, 3.07
164, 0.73, 0.40, 0.52, -1.25, -8.61, 7.42
165, 0.77, 0.36, 0.52, 0.89, 7.73, 15.79
166, 0.79, 0.34, 0.53, 3.76, 19.77, 24.00
167, 0.79, 0.36, 0.51, 4.69, 17.94, 24.00
168, 0.78, 0.35, 0.52, 2.82, 11.31, 22.02
169, 0.75, 0.37, 0.53, -0.35, 1.10, 17.86
170, 0.74, 0.37, 0.53, -1.69, -4.15, 14.90
171, 0.75, 0.37, 0.54, 0.23, -0.40, 15.74
172, 0.75, 0.36, 0.53, 0.85, 10.46, 18.41
173, 0.76, 0.35, 0.55, 1.74, 19.53, 21.19
174, 0.76, 0.36, 0.54, 2.52, 21.57, 21.05
175, 0.76, 0.40, 0.53, -1.05, 18.14, 18.38
176, 0.79, 0.36, 0.54, -4.38, 16.64, 21.57
177, 0.77, 0.37, 0.55, -4.78, 14.61, 21.82
178, 0.77, 0.34, 0.56, -5.04, 16.87, 23.16
179, 0.76, 0.33, 0.56, -4.23, 18.50, 21.53
180, 0.76, 0.36, 0.54, -4.09, 18.53, 16.95
181, 0.77, 0.33, 0.52, -1.73, 22.79, 19.71
182, 0.79, 0.30, 0.55, 0.37, 24.23, 25.05
183, 0.79, 0.30, 0.55, 1.68, 24.44, 26.64
184, 0.78, 0.32, 0.55, 2.46, 20.08, 23.19
185, 0.79, 0.28, 0.58, 2.95, 17.62, 24.09
