Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.73, 0.39, 0.57, -1.94, 0.85, -0.79
1, 0.72, 0.39, 0.58, -1.73, 0.53, -0.55
2, 0.72, 0.40, 0.57, -1.51, 0.18, -0.55
3, 0.72, 0.40, 0.57, -2.05, 0.43, -1.04
4, 0.72, 0.40, 0.57, -1.50, 0.15, -0.78
5, 0.72, 0.40, 0.56, -1.02, 0.37, -0.96
6, 0.72, 0.39, 0.58, -1.15, 1.15, -0.84
7, 0.72, 0.40, 0.57, -0.98, 1.16, -0.85
8, 0.73, 0.40, 0.58, -0.92, 0.58, -0.73
9, 0.72, 0.40, 0.58, -0.40, 0.60, -0.70
10, 0.72, 0.40, 0.57, -1.02, 0.98, -0.58
11, 0.72, 0.40, 0.57, -0.53, 0.78, -0.99
12, 0.73, 0.40, 0.58, -0.93, 1.51, -0.73
13, 0.73, 0.39, 0.58, -1.13, 0.56, -0.92
14, 0.72, 0.40, 0.58, -1.50, -0.05, -1.16
15, 0.73, 0.39, 0.57, -1.34, 0.06, -1.10
16, 0.73, 0.39, 0.56, -1.15, 0.66, -0.70
17, 0.73, 0.40, 0.58, -0.81, -0.12, -0.99
18, 0.73, 0.40, 0.57, -0.50, -0.23, -1.18
19, 0.72, 0.39, 0.57, -0.41, 0.41, -0.70
20, 0.72, 0.40, 0.58, -0.90, 0.43, -0.58
21, 0.72, 0.40, 0.57, -1.13, 0.15, -0.46
22, 0.73, 0.40, 0.57, -0.93, 0.37, -0.47
23, 0.73, 0.40, 0.57, -0.50, 0.99, -0.44
24, 0.73, 0.40, 0.57, -0.32, 0.92, -0.67
25, 0.72, 0.40, 0.57, -0.05, 0.96, -0.35
26, 0.73, 0.39, 0.57, 0.17, 0.78, -0.18
27, 0.73, 0.40, 0.57, 0.23, 0.75, 0.06
28, 0.73, 0.40, 0.57, 0.11, 0.34, -0.14
29, 0.72, 0.40, 0.57, -0.15, 0.50, -0.09
30, 0.72, 0.40, 0.57, 0.00, 1.34, -0.12
31, 0.71, 0.40, 0.57, 0.00, 1.15, 0.11
32, 0.72, 0.40, 0.57, -0.32, 1.94, 0.15
33, 0.73, 0.40, 0.57, 0.50, 1.89, -0.11
34, 0.73, 0.40, 0.57, -0.87, 1.65, -0.43
35, 0.72, 0.40, 0.56, -2.02, -0.85, -1.18
36, 0.72, 0.40, 0.58, -1.01, -0.50, -1.08
37, 0.72, 0.40, 0.57, -3.56, 0.73, -1.79
