Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.67, 0.52, 0.55, -6.46, -0.70, 4.29
1, 0.67, 0.51, 0.54, -6.27, -0.63, 4.08
2, 0.67, 0.50, 0.55, -6.06, -1.01, 3.57
3, 0.67, 0.50, 0.54, -5.89, -1.92, 3.10
4, 0.67, 0.50, 0.54, -5.47, -2.17, 2.55
5, 0.68, 0.50, 0.54, -4.78, -2.55, 1.94
6, 0.68, 0.50, 0.54, -4.24, -2.29, 1.42
7, 0.68, 0.49, 0.54, -3.73, -2.90, 0.76
8, 0.67, 0.49, 0.55, -2.90, -2.92, -0.31
9, 0.68, 0.49, 0.53, -2.18, -2.14, -0.78
10, 0.68, 0.49, 0.55, -1.28, -1.36, -1.50
11, 0.67, 0.49, 0.56, -0.38, -0.92, -1.91
12, 0.66, 0.49, 0.54, 0.56, 0.06, -2.35
13, 0.66, 0.49, 0.56, 1.31, 2.00, -2.12
14, 0.67, 0.50, 0.55, 1.56, 3.47, -2.12
15, 0.67, 0.50, 0.55, 1.05, 3.74, -2.50
16, 0.67, 0.50, 0.55, 0.99, 2.50, -3.10
17, 0.67, 0.51, 0.55, 0.92, 1.44, -3.19
18, 0.67, 0.51, 0.54, 0.89, 0.29, -3.04
19, 0.66, 0.51, 0.55, 0.93, 0.02, -3.01
20, 0.66, 0.51, 0.55, 0.41, 0.32, -2.78
21, 0.66, 0.51, 0.56, -0.23, 0.61, -2.47
22, 0.67, 0.51, 0.55, -0.93, 0.08, -2.34
23, 0.66, 0.50, 0.54, -1.83, -0.64, -1.88
24, 0.66, 0.50, 0.55, -2.02, -1.16, -0.87
25, 0.67, 0.50, 0.54, -2.18, -1.18, -0.37
26, 0.67, 0.50, 0.55, -2.56, -1.31, 0.11
27, 0.69, 0.50, 0.55, -3.69, -1.47, -0.31
28, 0.68, 0.51, 0.55, -3.86, -1.36, -0.29
29, 0.68, 0.51, 0.55, -3.57, -1.68, 0.14
30, 0.67, 0.51, 0.56, -3.47, -3.19, 0.02
31, 0.67, 0.50, 0.55, -2.98, -4.72, -0.41
32, 0.66, 0.50, 0.57, -3.04, -4.23, -0.56
33, 0.67, 0.50, 0.56, -3.10, -2.26, -0.50
34, 0.67, 0.50, 0.56, -3.07, -0.58, -0.43
35, 0.69, 0.49, 0.54, -3.08, 0.03, 0.17
36, 0.69, 0.50, 0.55, -2.87, -0.87, 0.38
37, 0.70, 0.49, 0.54, -3.40, -3.85, -0.12
38, 0.69, 0.50, 0.55, -2.78, -6.73, -0.11
39, 0.69, 0.51, 0.54, -1.31, -7.82, -0.41
40, 0.69, 0.50, 0.54, 0.27, -7.16, -0.96
41, 0.69, 0.50, 0.52, 4.15, -6.89, -1.48
42, 0.68, 0.50, 0.50, 9.18, -9.21, -2.93
43, 0.68, 0.50, 0.52, 14.24, -19.31, -9.97
44, 0.66, 0.53, 0.55, 17.24, -34.14, -24.50
45, 0.65, 0.56, 0.52, 17.37, -50.14, -46.05
46, 0.64, 0.55, 0.53, 13.39, -59.01, -66.87
47, 0.65, 0.54, 0.53, 13.04, -60.55, -80.64
48, 0.67, 0.52, 0.54, 14.78, -53.24, -81.42
49, 0.69, 0.57, 0.49, 13.25, -38.99, -74.96
50, 0.70, 0.56, 0.48, 8.79, -24.95, -59.92
51, 0.70, 0.56, 0.46, 8.08, -22.92, -50.90
52, 0.70, 0.58, 0.46, 6.52, -24.11, -42.11
53, 0.69, 0.58, 0.48, 4.89, -24.73, -34.24
54, 0.66, 0.62, 0.47, 2.58, -27.79, -31.53
55, 0.67, 0.60, 0.47, 2.29, -27.15, -28.23
56, 0.66, 0.60, 0.47, 2.08, -23.73, -25.59
57, 0.64, 0.60, 0.47, 1.53, -22.12, -25.31
58, 0.63, 0.62, 0.47, -0.63, -20.99, -24.76
59, 0.62, 0.61, 0.47, -1.77, -20.47, -26.26
60, 0.62, 0.62, 0.48, -2.61, -21.05, -28.96
61, 0.64, 0.61, 0.47, -3.19, -18.47, -26.00
62, 0.68, 0.58, 0.45, -1.05, -15.74, -19.45
63, 0.70, 0.59, 0.44, -1.16, -14.06, -13.79
64, 0.72, 0.58, 0.41, -1.48, -13.25, -4.15
65, 0.74, 0.58, 0.40, -1.57, -11.22, 10.89
66, 0.77, 0.60, 0.38, -1.62, -7.50, 34.14
67, 0.82, 0.55, 0.40, -1.59, -1.77, 71.79
68, 0.79, 0.56, 0.44, -0.43, -2.26, 94.21
69, 0.74, 0.56, 0.48, -4.49, -4.26, 101.77
70, 0.73, 0.55, 0.52, -6.78, 5.73, 111.44
71, 0.70, 0.54, 0.51, -6.34, 16.46, 112.24
72, 0.67, 0.52, 0.49, -7.04, 25.77, 106.21
73, 0.68, 0.50, 0.49, -6.49, 28.08, 100.00
74, 0.66, 0.47, 0.47, -2.69, 30.21, 97.01
75, 0.62, 0.54, 0.46, -2.63, 27.83, 83.63
76, 0.63, 0.54, 0.45, -4.14, 23.44, 72.00
77, 0.64, 0.55, 0.48, -2.23, 17.11, 59.73
78, 0.63, 0.57, 0.50, -3.74, 6.70, 40.81
79, 0.63, 0.58, 0.50, -6.29, -1.60, 23.63
80, 0.62, 0.57, 0.49, -5.44, 3.30, 14.90
81, 0.70, 0.47, 0.52, 3.39, 15.86, 12.05
82, 0.70, 0.51, 0.45, 3.48, 9.05, -3.50
83, 0.67, 0.50, 0.43, 3.04, -9.33, -29.01
84, 0.59, 0.53, 0.44, 5.34, -32.95, -64.75
85, 0.60, 0.51, 0.48, 6.78, -43.02, -91.66
86, 0.69, 0.48, 0.50, 10.95, -36.60, -97.83
87, 0.80, 0.46, 0.48, 17.31, -21.02, -82.53
88, 0.85, 0.45, 0.42, 18.52, -7.73, -60.06
89, 0.89, 0.46, 0.38, 15.95, -2.98, -40.81
90, 0.87, 0.52, 0.37, 11.18, -4.73, -30.31
91, 0.84, 0.55, 0.39, 7.13, -9.07, -16.89
92, 0.78, 0.57, 0.42, 2.64, -15.27, -8.64
93, 0.76, 0.58, 0.43, 0.15, -18.34, -1.88
94, 0.75, 0.57, 0.44, -0.05, -18.89, 3.54
95, 0.74, 0.56, 0.48, -3.19, -18.99, 7.53
96, 0.75, 0.52, 0.43, 0.99, -15.53, 11.57
97, 0.72, 0.54, 0.40, 3.89, -15.98, 9.51
98, 0.70, 0.56, 0.41, 3.02, -13.60, 7.88
99, 0.68, 0.57, 0.42, 3.01, -8.12, 7.98
100, 0.68, 0.56, 0.42, 4.52, -2.24, 6.79
101, 0.70, 0.55, 0.43, 5.59, -0.11, 5.25
102, 0.70, 0.54, 0.42, 5.33, -1.10, 4.40
103, 0.71, 0.55, 0.42, 4.14, 0.21, 5.86
104, 0.72, 0.54, 0.42, 2.99, 3.07, 9.15
105, 0.74, 0.55, 0.38, 3.76, 6.41, 14.29
106, 0.79, 0.58, 0.33, 8.02, 11.01, 25.74
107, 0.87, 0.58, 0.30, 2.98, 16.40, 57.39
108, 0.88, 0.48, 0.38, -1.25, 28.35, 87.28
109, 0.81, 0.60, 0.41, -8.43, 35.08, 95.33
110, 0.70, 0.63, 0.50, -20.95, 38.89, 94.11
111, 0.71, 0.59, 0.56, -30.70, 46.26, 90.58
112, 0.69, 0.48, 0.59, -33.02, 54.84, 85.60
113, 0.74, 0.28, 0.65, -23.04, 67.04, 84.26
114, 0.75, 0.25, 0.61, -9.73, 82.50, 86.93
115, 0.74, 0.32, 0.48, -5.04, 83.98, 80.58
116, 0.74, 0.40, 0.41, -8.64, 77.92, 74.76
117, 0.76, 0.40, 0.47, -8.98, 70.53, 71.53
118, 0.75, 0.44, 0.49, -6.14, 59.66, 62.03
119, 0.72, 0.46, 0.51, -3.57, 48.40, 47.48
120, 0.69, 0.45, 0.52, -3.40, 39.82, 33.79
121, 0.67, 0.44, 0.56, -2.84, 34.69, 23.53
122, 0.64, 0.46, 0.52, -4.96, 26.98, 10.03
123, 0.63, 0.45, 0.52, -6.69, 23.07, 0.87
124, 0.63, 0.44, 0.55, -5.13, 20.90, -6.43
125, 0.64, 0.43, 0.55, -2.37, 19.88, -12.52
126, 0.70, 0.33, 0.61, 5.66, 26.27, -8.90
127, 0.78, 0.29, 0.59, 13.33, 33.73, -6.61
128, 0.82, 0.31, 0.54, 12.55, 30.34, -11.91
129, 0.81, 0.33, 0.52, 7.02, 18.92, -20.32
130, 0.80, 0.34, 0.52, 5.53, 10.35, -22.31
131, 0.80, 0.30, 0.55, 12.37, 13.86, -13.82
132, 0.80, 0.28, 0.53, 20.98, 26.89, -2.31
133, 0.82, 0.28, 0.53, 24.69, 36.53, 8.05
134, 0.84, 0.29, 0.55, 24.63, 34.38, 10.43
135, 0.82, 0.34, 0.55, 22.37, 23.65, 7.37
136, 0.80, 0.35, 0.58, 19.28, 13.45, 8.23
137, 0.77, 0.42, 0.59, 16.98, 9.79, 11.73
138, 0.74, 0.44, 0.61, 13.63, 3.21, 14.47
139, 0.71, 0.48, 0.61, 8.78, 1.11, 15.82
140, 0.70, 0.49, 0.60, 6.17, 1.97, 16.75
141, 0.69, 0.49, 0.60, 3.13, 4.09, 15.88
142, 0.67, 0.50, 0.57, 0.75, 5.48, 13.50
143, 0.69, 0.44, 0.58, 1.19, 7.13, 14.96
144, 0.67, 0.44, 0.58, 1.88, 4.87, 12.96
