Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.62, 0.52, 0.57, -2.02, -0.23, 0.73
1, 0.64, 0.52, 0.57, -2.08, -0.05, 0.84
2, 0.64, 0.52, 0.57, -2.37, 0.17, 0.58
3, 0.64, 0.52, 0.58, -2.67, -0.21, 0.14
4, 0.64, 0.52, 0.57, -2.20, -0.55, 0.03
5, 0.64, 0.52, 0.56, -2.17, -1.01, -0.11
6, 0.65, 0.52, 0.57, -2.35, -1.25, -0.14
7, 0.65, 0.52, 0.57, -2.81, -1.89, -0.03
8, 0.65, 0.52, 0.56, -3.42, -2.93, -0.37
9, 0.64, 0.52, 0.57, -4.14, -4.32, -0.89
10, 0.64, 0.52, 0.56, -4.84, -5.07, -1.16
11, 0.64, 0.52, 0.56, -5.36, -5.62, -1.31
12, 0.63, 0.52, 0.56, -6.34, -6.63, -1.89
13, 0.63, 0.53, 0.56, -6.92, -7.94, -3.08
14, 0.61, 0.53, 0.56, -8.44, -9.31, -4.18
15, 0.59, 0.53, 0.56, -9.68, -9.04, -4.46
16, 0.60, 0.53, 0.57, -10.81, -6.56, -3.10
17, 0.62, 0.53, 0.56, -11.02, -2.37, -1.71
18, 0.65, 0.52, 0.55, -10.02, 0.70, 0.03
19, 0.67, 0.51, 0.55, -9.13, 2.61, 1.42
20, 0.70, 0.49, 0.55, -6.12, 3.16, 2.56
21, 0.69, 0.48, 0.54, -3.62, 3.69, 3.36
22, 0.68, 0.50, 0.54, -1.92, 4.37, 3.94
23, 0.68, 0.51, 0.55, -0.52, 5.82, 4.55
24, 0.67, 0.52, 0.55, 0.89, 7.21, 4.93
25, 0.67, 0.51, 0.56, 2.29, 8.09, 5.11
26, 0.66, 0.51, 0.55, 3.77, 9.31, 4.99
27, 0.67, 0.51, 0.56, 4.23, 9.47, 4.92
28, 0.68, 0.50, 0.56, 4.49, 8.85, 4.47
29, 0.68, 0.50, 0.57, 3.95, 6.95, 3.48
30, 0.68, 0.49, 0.57, 3.57, 4.73, 2.08
