Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.42, 0.57, -0.73, 0.75, 0.53
1, 0.70, 0.42, 0.57, -0.67, 0.29, 0.12
2, 0.71, 0.42, 0.57, -0.76, 0.21, -0.20
3, 0.71, 0.42, 0.57, -0.76, 0.90, 0.35
4, 0.71, 0.42, 0.57, -0.38, 1.68, 0.35
5, 0.71, 0.42, 0.57, -0.46, 1.82, -0.29
6, 0.71, 0.42, 0.57, -0.79, 0.98, -0.72
7, 0.71, 0.43, 0.57, -0.93, -0.12, -0.67
8, 0.71, 0.42, 0.57, -1.34, -0.99, -0.69
9, 0.71, 0.42, 0.57, -1.59, -1.77, -0.56
10, 0.71, 0.42, 0.56, -1.13, -1.40, -0.69
11, 0.71, 0.42, 0.57, -0.98, -0.70, -1.05
12, 0.71, 0.43, 0.57, -1.10, -0.49, -1.36
13, 0.71, 0.42, 0.56, -0.79, 0.29, -1.15
14, 0.71, 0.42, 0.57, -0.63, -0.17, -0.49
15, 0.71, 0.42, 0.57, 0.15, -0.18, -0.27
16, 0.72, 0.43, 0.57, 0.90, 0.63, -0.50
17, 0.71, 0.43, 0.56, 0.09, 0.93, -1.13
18, 0.71, 0.44, 0.56, 0.00, 0.44, -1.11
19, 0.70, 0.44, 0.56, 0.03, -0.66, -0.73
20, 0.70, 0.44, 0.56, -0.05, -1.13, -0.89
21, 0.70, 0.44, 0.56, -0.60, -2.15, -1.31
22, 0.70, 0.43, 0.57, -0.75, -3.25, -2.14
23, 0.70, 0.43, 0.57, -0.56, -2.12, -1.86
24, 0.70, 0.42, 0.56, -0.53, -0.38, -1.45
25, 0.70, 0.42, 0.56, -0.35, 0.70, -1.25
26, 0.71, 0.43, 0.56, -0.79, -0.34, -1.44
27, 0.72, 0.43, 0.56, -0.58, -1.77, -1.76
28, 0.71, 0.43, 0.57, -0.15, -1.88, -1.88
29, 0.70, 0.43, 0.56, -0.53, -1.98, -2.23
30, 0.71, 0.43, 0.56, -0.66, -1.51, -2.66
31, 0.70, 0.43, 0.57, 0.03, -0.85, -2.90
32, 0.71, 0.44, 0.56, 0.37, -0.81, -4.18
33, 0.69, 0.45, 0.57, -0.50, -2.81, -9.54
34, 0.68, 0.46, 0.55, -1.27, -5.62, -16.99
35, 0.69, 0.48, 0.54, -1.89, -7.94, -24.31
36, 0.69, 0.46, 0.55, -2.08, -9.34, -28.79
37, 0.71, 0.44, 0.55, -1.31, -10.93, -31.88
38, 0.71, 0.44, 0.55, 0.63, -15.95, -35.37
39, 0.71, 0.43, 0.55, 3.30, -23.68, -41.62
40, 0.70, 0.44, 0.55, 6.00, -32.00, -53.04
41, 0.68, 0.46, 0.53, 6.12, -38.31, -63.19
42, 0.67, 0.47, 0.53, 7.37, -44.29, -72.85
43, 0.66, 0.49, 0.52, 8.47, -47.77, -83.33
44, 0.63, 0.50, 0.52, 9.11, -46.96, -93.80
45, 0.66, 0.51, 0.51, 8.50, -44.34, -104.18
46, 0.70, 0.53, 0.54, 6.24, -39.02, -105.97
47, 0.74, 0.53, 0.53, 5.27, -29.30, -98.64
48, 0.78, 0.53, 0.55, 4.46, -17.28, -82.12
49, 0.76, 0.54, 0.51, 7.13, -15.92, -64.09
50, 0.72, 0.57, 0.48, 6.73, -17.02, -49.68
51, 0.72, 0.57, 0.46, 3.47, -18.76, -40.40
52, 0.70, 0.58, 0.48, 0.96, -19.91, -37.97
53, 0.66, 0.58, 0.49, 0.99, -18.90, -36.34
54, 0.64, 0.61, 0.50, -1.10, -20.61, -37.15
55, 0.63, 0.61, 0.50, -2.20, -20.89, -36.41
