Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.44, 0.56, -1.27, 0.24, -0.32
1, 0.71, 0.44, 0.56, -1.69, -1.85, -0.82
2, 0.70, 0.44, 0.57, -1.79, -3.28, -0.92
3, 0.71, 0.43, 0.57, -1.31, -2.31, -0.58
4, 0.70, 0.43, 0.57, -1.91, -1.31, -0.14
5, 0.70, 0.43, 0.55, -1.19, -0.20, 0.03
6, 0.70, 0.43, 0.58, 2.29, 5.85, 0.55
7, 0.71, 0.44, 0.55, -2.40, 3.33, -0.15
8, 0.71, 0.43, 0.57, -0.50, 1.28, -0.55
9, 0.70, 0.44, 0.56, 0.20, 0.66, -0.58
10, 0.71, 0.43, 0.57, -0.69, 0.44, -0.63
11, 0.70, 0.43, 0.57, 0.73, 1.15, -0.40
12, 0.71, 0.44, 0.56, -0.46, 0.15, -0.73
13, 0.71, 0.43, 0.56, -1.30, -0.75, -0.66
14, 0.70, 0.44, 0.56, -1.37, 0.08, -0.87
15, 0.71, 0.44, 0.56, -2.03, 0.60, -0.82
16, 0.70, 0.44, 0.57, -3.07, 0.56, -0.53
17, 0.71, 0.44, 0.57, -2.90, 0.37, -0.43
18, 0.71, 0.44, 0.56, -2.72, -0.32, -0.63
19, 0.71, 0.43, 0.57, -2.12, -0.96, -0.84
20, 0.70, 0.44, 0.56, -1.53, -0.95, -0.84
21, 0.70, 0.43, 0.57, -1.24, -1.04, -0.72
22, 0.70, 0.44, 0.56, -1.18, 0.84, -0.66
23, 0.70, 0.43, 0.56, -1.45, 1.60, -0.29
24, 0.70, 0.43, 0.56, -1.98, 1.97, -0.56
25, 0.71, 0.44, 0.57, -2.14, 2.40, -1.13
26, 0.71, 0.44, 0.56, -3.42, 0.90, -1.25
27, 0.70, 0.43, 0.57, -3.59, 0.09, -1.18
28, 0.70, 0.44, 0.57, -3.53, 0.24, -1.21
29, 0.71, 0.43, 0.57, -4.90, -0.78, -0.89
30, 0.71, 0.44, 0.57, -4.53, -0.24, -0.99
31, 0.71, 0.44, 0.58, -3.74, 2.08, -0.58
32, 0.71, 0.44, 0.57, -3.48, 0.92, -0.81
33, 0.70, 0.44, 0.58, -1.47, 0.72, -0.72
34, 0.70, 0.44, 0.56, -1.34, -0.96, -0.52
35, 0.71, 0.43, 0.57, -0.53, -1.95, -0.35
36, 0.70, 0.44, 0.57, 0.52, -0.69, -0.66
37, 0.70, 0.44, 0.57, 1.19, 1.57, -0.37
38, 0.71, 0.44, 0.57, 1.44, 3.50, -0.40
39, 0.70, 0.43, 0.57, 1.80, 3.45, -0.32
40, 0.70, 0.43, 0.56, 1.59, 2.40, -0.23
41, 0.70, 0.44, 0.57, 1.51, 1.94, -0.53
42, 0.71, 0.44, 0.57, 1.04, 1.21, -2.23
43, 0.71, 0.44, 0.56, -0.11, -0.66, -4.64
44, 0.69, 0.46, 0.57, -1.22, -3.11, -9.60
45, 0.67, 0.47, 0.55, -0.29, -6.98, -20.76
46, 0.65, 0.49, 0.50, 0.93, -14.95, -37.19
47, 0.66, 0.48, 0.47, -0.67, -35.60, -56.64
48, 0.63, 0.45, 0.54, -2.46, -62.85, -84.14
49, 0.68, 0.51, 0.57, -6.29, -68.72, -99.37
50, 0.63, 0.49, 0.60, -3.69, -63.57, -113.66
51, 0.70, 0.54, 0.57, 0.08, -54.02, -116.43
52, 0.72, 0.45, 0.55, 2.58, -41.89, -95.74
