Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.68, 0.48, 0.56, -0.75, -0.49, -0.90
1, 0.69, 0.47, 0.55, -1.19, -0.52, -1.02
2, 0.69, 0.48, 0.55, -1.30, -0.70, -1.13
3, 0.68, 0.48, 0.56, -1.51, -0.41, -1.07
4, 0.67, 0.48, 0.55, -1.33, -0.98, -1.04
5, 0.68, 0.48, 0.55, -1.24, -0.29, -0.95
6, 0.68, 0.48, 0.54, -1.56, -0.05, -1.05
7, 0.69, 0.48, 0.55, -1.69, -0.21, -0.99
8, 0.69, 0.48, 0.54, -1.65, -0.47, -1.05
9, 0.69, 0.47, 0.55, -1.53, -0.47, -1.05
10, 0.69, 0.48, 0.55, -1.28, -0.67, -0.87
11, 0.69, 0.48, 0.56, -1.13, -0.78, -0.87
12, 0.69, 0.48, 0.56, -0.52, -0.34, -0.81
13, 0.68, 0.48, 0.55, -0.29, 0.23, -0.93
14, 0.68, 0.48, 0.56, -0.67, 0.90, -1.30
15, 0.68, 0.48, 0.56, -0.63, 1.24, -0.96
16, 0.68, 0.47, 0.56, -0.20, 1.85, -0.26
17, 0.69, 0.47, 0.55, 0.26, 2.64, 0.18
18, 0.70, 0.48, 0.55, -0.29, 2.92, 0.03
19, 0.69, 0.48, 0.54, -0.55, 1.97, -0.64
20, 0.69, 0.49, 0.56, -0.09, 1.59, -0.79
21, 0.69, 0.49, 0.55, 0.49, 1.51, -0.41
22, 0.68, 0.48, 0.55, 1.10, 1.44, -0.49
23, 0.68, 0.48, 0.55, 1.33, 1.28, -0.40
24, 0.68, 0.48, 0.55, 1.01, 2.03, -0.34
25, 0.68, 0.47, 0.55, 0.38, 2.53, -0.35
26, 0.69, 0.47, 0.56, 0.00, 2.78, -0.26
27, 0.68, 0.48, 0.55, -1.33, 1.28, -0.26
28, 0.69, 0.49, 0.56, -2.47, -0.99, -0.76
29, 0.68, 0.48, 0.56, -2.79, -2.55, -1.24
30, 0.68, 0.48, 0.55, -2.61, -2.58, -1.45
31, 0.68, 0.48, 0.55, -2.78, -1.68, -1.37
32, 0.68, 0.49, 0.56, -2.92, -0.95, -0.75
33, 0.68, 0.48, 0.54, -2.49, -0.53, -0.58
34, 0.68, 0.49, 0.55, -2.14, -0.38, -0.46
35, 0.67, 0.49, 0.56, -1.92, -0.44, -0.64
36, 0.67, 0.49, 0.55, -1.51, -0.40, -0.27
37, 0.68, 0.48, 0.55, -1.16, -0.15, 0.03
38, 0.67, 0.48, 0.56, -0.64, 0.50, 0.14
39, 0.68, 0.49, 0.55, -0.98, 0.89, -0.37
40, 0.68, 0.48, 0.56, -0.55, 1.15, -0.49
41, 0.69, 0.48, 0.56, -0.81, 1.08, -0.93
42, 0.69, 0.48, 0.55, -1.42, -0.14, -1.91
43, 0.68, 0.48, 0.56, -1.47, -1.31, -4.06
44, 0.67, 0.49, 0.55, -1.69, -2.53, -9.13
45, 0.68, 0.50, 0.55, -2.60, -2.99, -13.63
46, 0.68, 0.49, 0.55, -2.41, -1.45, -17.98
47, 0.71, 0.50, 0.49, -3.25, -0.55, -21.24
48, 0.73, 0.48, 0.53, -4.61, -5.48, -22.15
49, 0.72, 0.48, 0.55, -3.11, -18.40, -26.72
50, 0.72, 0.48, 0.57, -0.12, -29.94, -31.05
51, 0.70, 0.48, 0.57, 2.56, -31.50, -31.47
52, 0.62, 0.52, 0.57, 8.32, -36.63, -47.22
53, 0.66, 0.52, 0.52, 10.46, -40.26, -62.64
54, 0.69, 0.50, 0.55, 9.47, -22.84, -45.95
55, 0.73, 0.48, 0.55, 14.05, -12.85, -38.98
56, 0.75, 0.52, 0.50, 16.35, -19.95, -36.15
57, 0.68, 0.55, 0.48, 17.83, -39.08, -40.50
58, 0.65, 0.57, 0.50, 13.88, -57.42, -40.98
59, 0.64, 0.57, 0.51, 15.63, -60.64, -42.21
60, 0.66, 0.57, 0.53, 15.85, -56.20, -39.15
61, 0.62, 0.59, 0.52, 11.54, -55.56, -45.60
62, 0.65, 0.56, 0.53, 9.80, -48.75, -42.27
63, 0.65, 0.57, 0.49, 9.63, -36.85, -32.47
64, 0.67, 0.56, 0.48, 6.15, -25.94, -24.84
65, 0.67, 0.57, 0.47, 2.73, -22.40, -25.22
66, 0.71, 0.57, 0.46, 2.60, -20.02, -21.28
67, 0.73, 0.55, 0.46, 1.50, -22.27, -14.67
68, 0.73, 0.53, 0.43, 1.33, -24.15, -6.44
69, 0.70, 0.57, 0.42, -0.64, -27.74, -1.31
70, 0.67, 0.59, 0.44, -2.58, -29.44, -6.31
71, 0.69, 0.57, 0.46, -1.54, -24.53, -2.00
72, 0.72, 0.55, 0.44, 0.92, -17.28, 10.41
73, 0.74, 0.54, 0.42, 1.59, -17.36, 22.02
74, 0.75, 0.54, 0.42, 2.43, -21.65, 37.28
75, 0.74, 0.55, 0.44, 1.60, -23.68, 50.96
76, 0.75, 0.56, 0.43, -0.96, -20.90, 64.95
77, 0.79, 0.54, 0.42, 1.89, -10.41, 89.05
78, 0.85, 0.52, 0.41, 5.56, 3.24, 123.19
