Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.67, 0.48, 0.57, -0.95, -0.11, -0.26
1, 0.66, 0.49, 0.57, -0.61, 1.33, 0.06
2, 0.68, 0.49, 0.57, -0.20, 3.01, 0.38
3, 0.68, 0.48, 0.57, -0.46, 3.68, 0.32
4, 0.67, 0.48, 0.55, -1.01, 2.64, -0.05
5, 0.68, 0.48, 0.56, -0.92, 0.44, -0.53
6, 0.68, 0.48, 0.57, -0.82, -0.99, -0.52
7, 0.68, 0.48, 0.56, -0.82, -0.52, -0.60
8, 0.68, 0.48, 0.57, -0.73, 0.24, -0.79
9, 0.68, 0.48, 0.57, -1.54, 0.79, -0.66
10, 0.67, 0.49, 0.56, -0.75, 1.83, -0.47
11, 0.68, 0.48, 0.56, -0.93, 1.15, -0.64
12, 0.67, 0.49, 0.56, -0.95, 0.02, -1.10
13, 0.68, 0.48, 0.55, -0.99, 0.06, -0.92
14, 0.67, 0.48, 0.56, -0.78, -0.24, -0.89
15, 0.68, 0.48, 0.56, -0.47, -0.03, -0.92
16, 0.68, 0.48, 0.57, 0.05, 0.90, -0.75
17, 0.67, 0.48, 0.56, -0.23, 1.36, -0.69
18, 0.67, 0.48, 0.56, -0.15, 0.60, -0.89
19, 0.66, 0.48, 0.56, -0.24, -0.35, -0.89
20, 0.66, 0.48, 0.57, -0.55, -0.56, -0.96
21, 0.67, 0.49, 0.56, -0.38, -0.20, -0.96
22, 0.67, 0.48, 0.57, -0.49, 0.92, -0.69
23, 0.68, 0.48, 0.56, -0.24, 1.59, -0.69
24, 0.67, 0.49, 0.57, -0.60, 1.60, -0.69
25, 0.68, 0.48, 0.56, -0.61, 0.56, -0.76
26, 0.68, 0.48, 0.56, -0.60, -0.18, -0.81
27, 0.68, 0.48, 0.57, -0.78, -0.37, -0.73
28, 0.68, 0.48, 0.57, -0.90, -0.23, -0.46
29, 0.68, 0.49, 0.57, -0.60, -0.20, -0.53
30, 0.67, 0.49, 0.56, -1.15, -0.34, -0.52
31, 0.67, 0.48, 0.57, -0.81, -0.05, -0.26
32, 0.67, 0.48, 0.56, -0.78, 0.69, 0.24
33, 0.68, 0.48, 0.56, -0.27, 0.82, 0.47
34, 0.69, 0.48, 0.56, -0.37, 0.52, 0.50
35, 0.68, 0.49, 0.56, -0.52, -0.15, 0.17
36, 0.67, 0.49, 0.56, -0.84, -0.79, -0.50
37, 0.69, 0.49, 0.58, -0.34, -1.92, -1.16
38, 0.67, 0.48, 0.59, 0.41, -8.18, -8.43
39, 0.67, 0.49, 0.58, 1.92, -16.87, -18.20
40, 0.67, 0.50, 0.55, 5.21, -25.76, -28.41
41, 0.67, 0.51, 0.51, 6.92, -35.18, -41.71
42, 0.68, 0.48, 0.47, 8.96, -42.09, -53.45
43, 0.69, 0.52, 0.44, 4.78, -51.36, -68.92
44, 0.64, 0.55, 0.54, 3.07, -58.32, -88.38
45, 0.66, 0.57, 0.61, 5.16, -60.95, -104.93
46, 0.67, 0.51, 0.58, 12.20, -36.58, -97.16
47, 0.68, 0.53, 0.56, 9.98, -17.71, -70.29
48, 0.67, 0.55, 0.52, 8.84, -21.33, -63.63
49, 0.67, 0.55, 0.49, 7.69, -27.18, -59.71
50, 0.65, 0.53, 0.52, 8.85, -35.27, -56.90
51, 0.68, 0.59, 0.51, 7.82, -30.92, -49.50
52, 0.71, 0.57, 0.51, 9.98, -26.56, -36.98
53, 0.71, 0.57, 0.48, 7.94, -24.89, -28.14
54, 0.70, 0.57, 0.48, 2.41, -27.05, -22.29
55, 0.71, 0.59, 0.49, 0.29, -26.29, -16.20
56, 0.68, 0.59, 0.50, 0.58, -21.69, -9.53
57, 0.71, 0.58, 0.51, 2.85, -20.37, -0.61
58, 0.68, 0.54, 0.47, 13.51, -25.39, 12.21
59, 0.76, 0.55, 0.49, 6.32, -23.50, 30.95
60, 0.76, 0.57, 0.43, 4.56, -21.13, 50.87
61, 0.77, 0.57, 0.42, 2.15, -15.50, 73.97
62, 0.81, 0.56, 0.43, 3.74, -4.12, 100.72
63, 0.81, 0.56, 0.39, 8.60, 6.23, 120.29
64, 0.85, 0.49, 0.40, 12.03, 19.36, 143.39
65, 0.79, 0.48, 0.43, 16.31, 26.40, 154.02
66, 0.74, 0.51, 0.45, 14.00, 28.08, 152.08
67, 0.65, 0.58, 0.48, 7.47, 28.72, 135.08
68, 0.66, 0.57, 0.56, 3.76, 29.89, 118.34
69, 0.61, 0.63, 0.54, -2.87, 25.76, 93.80
70, 0.63, 0.55, 0.57, -6.63, 21.77, 79.77
71, 0.62, 0.50, 0.55, -4.47, 17.65, 64.55
72, 0.60, 0.46, 0.55, -2.32, 16.18, 52.84
73, 0.66, 0.41, 0.53, 0.69, 22.58, 48.17
74, 0.70, 0.38, 0.52, 3.04, 27.94, 44.69
75, 0.72, 0.41, 0.48, 0.84, 27.15, 38.02
76, 0.73, 0.44, 0.48, -5.95, 20.70, 28.78
77, 0.75, 0.43, 0.52, -8.75, 16.52, 21.79
78, 0.73, 0.42, 0.52, -9.02, 9.76, 12.11
79, 0.70, 0.44, 0.51, -13.91, 2.15, -0.32
80, 0.67, 0.46, 0.52, -21.13, -5.66, -19.88
81, 0.65, 0.47, 0.50, -24.00, -15.69, -42.03
82, 0.64, 0.51, 0.53, -25.59, -27.22, -67.02
83, 0.60, 0.54, 0.51, -25.45, -45.95, -99.97
84, 0.61, 0.53, 0.52, -28.20, -52.84, -125.82
85, 0.66, 0.50, 0.54, -27.19, -42.46, -137.08
86, 0.80, 0.41, 0.52, -26.37, -10.09, -107.36
87, 0.81, 0.34, 0.45, -6.37, 13.54, -89.45
88, 0.81, 0.44, 0.45, -5.57, 11.73, -86.31
89, 0.84, 0.46, 0.45, -8.95, 8.26, -78.05
90, 0.82, 0.49, 0.46, -8.29, 2.00, -70.58
91, 0.80, 0.49, 0.48, -8.00, -1.37, -58.82
92, 0.75, 0.50, 0.48, -6.75, -6.20, -52.00
93, 0.74, 0.51, 0.49, -3.50, -3.53, -42.05
94, 0.73, 0.50, 0.49, 0.03, 4.89, -32.63
95, 0.74, 0.52, 0.46, 0.72, 14.23, -28.90
96, 0.70, 0.52, 0.50, 2.93, 20.43, -26.61
97, 0.69, 0.51, 0.50, 6.75, 19.89, -29.16
98, 0.67, 0.53, 0.49, 8.20, 15.10, -30.64
99, 0.68, 0.54, 0.50, 8.27, 11.37, -28.53
100, 0.70, 0.53, 0.49, 9.31, 12.76, -23.47
101, 0.71, 0.54, 0.50, 10.12, 14.90, -17.34
102, 0.71, 0.56, 0.50, 8.61, 14.38, -18.20
103, 0.72, 0.55, 0.51, 6.52, 11.91, -15.92
104, 0.69, 0.56, 0.51, 6.05, 9.47, -14.17
105, 0.68, 0.56, 0.51, 4.43, 8.31, -10.60
106, 0.66, 0.56, 0.50, 5.86, 6.72, -6.35
107, 0.65, 0.58, 0.49, 5.68, 5.42, -2.47
108, 0.65, 0.58, 0.49, 3.16, 7.60, 1.21
109, 0.65, 0.57, 0.51, 1.98, 9.65, 4.02
110, 0.66, 0.56, 0.51, 2.26, 11.24, 7.31
111, 0.65, 0.58, 0.51, 1.45, 7.54, 6.76
112, 0.64, 0.57, 0.50, 0.12, 3.18, 6.24
113, 0.64, 0.57, 0.50, 0.35, 1.86, 7.31
114, 0.64, 0.57, 0.51, -0.73, 3.45, 7.01
115, 0.64, 0.56, 0.52, -0.21, 7.91, 10.08
116, 0.65, 0.56, 0.50, 0.49, 11.16, 11.69
117, 0.65, 0.57, 0.51, -0.73, 9.66, 9.80
118, 0.63, 0.57, 0.53, 0.00, 5.62, 5.22
119, 0.65, 0.56, 0.51, 1.95, 5.11, 5.40
120, 0.66, 0.55, 0.50, 3.08, 7.21, 8.50
121, 0.68, 0.55, 0.53, 3.25, 8.90, 10.81
122, 0.69, 0.54, 0.51, 3.39, 11.11, 16.26
123, 0.73, 0.51, 0.50, 3.94, 15.76, 30.87
124, 0.77, 0.48, 0.48, 4.67, 19.19, 52.09
125, 0.81, 0.46, 0.48, 5.45, 21.88, 78.38
126, 0.80, 0.46, 0.50, 3.73, 19.77, 94.60
127, 0.75, 0.51, 0.54, 1.48, 13.33, 98.50
128, 0.71, 0.50, 0.58, -0.50, 13.60, 100.00
129, 0.69, 0.50, 0.58, -0.40, 18.29, 99.85
130, 0.68, 0.49, 0.57, -0.69, 29.01, 101.24
131, 0.67, 0.51, 0.56, -6.34, 32.89, 96.47
132, 0.67, 0.54, 0.57, -12.82, 32.72, 90.56
133, 0.66, 0.55, 0.56, -15.62, 28.72, 81.92
134, 0.66, 0.54, 0.55, -13.83, 25.10, 74.06
135, 0.63, 0.51, 0.56, -10.38, 20.73, 62.21
136, 0.65, 0.49, 0.54, -5.47, 19.39, 51.77
137, 0.69, 0.37, 0.53, 1.45, 21.91, 49.27
