Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.71, 0.46, 0.56, 0.47, 3.59, -1.22
1, 0.72, 0.46, 0.56, 0.08, 1.08, -1.56
2, 0.70, 0.46, 0.55, -0.69, -2.15, -2.05
3, 0.70, 0.46, 0.55, -1.05, -2.99, -2.17
4, 0.70, 0.46, 0.55, -1.19, -2.52, -1.98
5, 0.70, 0.46, 0.56, -0.93, -1.19, -1.63
6, 0.69, 0.46, 0.55, -1.16, 0.32, -0.87
7, 0.70, 0.46, 0.56, -1.47, 0.32, -0.67
8, 0.69, 0.46, 0.56, -1.63, -0.09, -0.47
9, 0.69, 0.46, 0.56, -2.20, -0.34, -0.31
10, 0.69, 0.46, 0.54, -2.99, -1.39, -0.32
11, 0.69, 0.46, 0.56, -2.81, -2.20, -0.63
12, 0.69, 0.46, 0.55, -3.11, -1.69, -0.27
13, 0.70, 0.46, 0.54, -2.81, -0.58, -0.09
14, 0.70, 0.46, 0.55, -2.18, 0.08, 0.17
15, 0.70, 0.45, 0.56, -0.92, 0.64, 0.52
16, 0.70, 0.45, 0.55, -0.99, 0.70, 0.41
17, 0.70, 0.45, 0.54, -0.87, 0.58, 0.58
18, 0.70, 0.45, 0.55, -0.81, 1.51, 0.98
19, 0.71, 0.46, 0.55, -0.98, 1.69, 0.69
20, 0.71, 0.46, 0.56, -1.15, 1.30, 0.53
21, 0.71, 0.46, 0.55, -0.87, 0.17, 0.43
22, 0.70, 0.45, 0.55, -1.74, -0.89, -0.24
23, 0.70, 0.45, 0.55, -2.29, -1.79, -0.11
24, 0.70, 0.45, 0.56, -2.12, -1.25, -0.11
25, 0.70, 0.46, 0.56, -2.31, 0.23, 0.38
26, 0.69, 0.46, 0.55, -3.22, 0.38, 0.46
27, 0.70, 0.46, 0.56, -3.25, -0.29, 0.05
28, 0.70, 0.45, 0.55, -3.36, -0.46, -0.20
29, 0.70, 0.45, 0.54, -2.47, -0.63, -0.60
30, 0.70, 0.46, 0.55, -2.20, -0.95, -0.92
31, 0.70, 0.46, 0.55, -1.48, -0.78, -1.65
32, 0.70, 0.46, 0.56, 0.11, 0.35, -1.42
33, 0.69, 0.45, 0.56, 0.89, 2.02, -1.42
34, 0.69, 0.45, 0.55, 1.56, 2.90, -0.75
35, 0.69, 0.45, 0.55, 2.12, 2.60, -1.37
36, 0.70, 0.45, 0.54, 1.89, 2.87, -1.59
37, 0.71, 0.45, 0.56, 1.83, 2.70, -1.66
38, 0.71, 0.45, 0.56, 1.69, 2.21, -1.47
39, 0.71, 0.45, 0.55, 1.76, 2.99, -0.79
40, 0.72, 0.44, 0.56, 2.89, 4.21, 1.40
41, 0.70, 0.45, 0.58, 3.50, -4.72, -5.69
42, 0.67, 0.48, 0.56, 2.50, -20.69, -20.66
43, 0.68, 0.49, 0.55, 2.15, -27.44, -27.83
44, 0.68, 0.51, 0.53, 2.55, -28.78, -33.63
45, 0.67, 0.50, 0.53, 2.24, -31.62, -41.18
46, 0.68, 0.49, 0.52, 0.00, -33.97, -46.53
47, 0.68, 0.49, 0.52, -1.53, -33.56, -50.26
48, 0.70, 0.49, 0.53, -1.04, -31.22, -48.76
49, 0.73, 0.48, 0.54, 0.41, -27.68, -43.15
50, 0.68, 0.50, 0.55, 1.02, -36.75, -54.03
51, 0.68, 0.51, 0.52, 0.14, -48.03, -65.97
