Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.65, 0.51, 0.58, -0.69, 2.76, -0.38
1, 0.66, 0.51, 0.57, -0.76, 2.15, -0.15
2, 0.66, 0.50, 0.57, -1.11, 1.54, -0.12
3, 0.65, 0.51, 0.57, -1.40, 0.75, 0.00
4, 0.65, 0.51, 0.57, -1.44, 1.36, 0.20
5, 0.65, 0.51, 0.57, -2.23, 0.60, 0.37
6, 0.66, 0.51, 0.58, -2.23, -0.26, 0.52
7, 0.65, 0.52, 0.57, -2.02, -0.64, 0.63
8, 0.65, 0.51, 0.57, -1.89, 0.82, 0.96
9, 0.65, 0.51, 0.57, -2.47, 0.60, 1.16
10, 0.66, 0.51, 0.57, -2.55, -0.32, 0.81
11, 0.66, 0.50, 0.57, -2.26, -1.30, 0.38
12, 0.67, 0.51, 0.57, -1.97, -1.98, 0.43
13, 0.65, 0.50, 0.57, -1.28, -1.08, 0.50
14, 0.66, 0.50, 0.57, -1.30, -0.27, 0.47
15, 0.65, 0.50, 0.56, -1.05, -0.50, 0.15
16, 0.66, 0.50, 0.57, -0.75, 0.67, 0.17
17, 0.65, 0.51, 0.57, -0.87, 1.44, -0.02
18, 0.66, 0.50, 0.57, -0.53, 0.49, -0.38
19, 0.66, 0.51, 0.56, -0.34, 0.17, -0.72
20, 0.66, 0.51, 0.56, -0.18, 0.31, -0.49
21, 0.66, 0.50, 0.57, -0.47, 0.00, -0.38
22, 0.66, 0.50, 0.57, -0.70, -0.14, -0.49
23, 0.66, 0.50, 0.57, -1.04, -1.24, -0.99
24, 0.66, 0.50, 0.56, -1.71, -2.44, -1.15
25, 0.65, 0.50, 0.56, -2.14, -2.75, -1.01
26, 0.66, 0.50, 0.56, -2.17, -2.82, -0.73
27, 0.66, 0.51, 0.57, -2.05, -2.53, -1.59
28, 0.66, 0.51, 0.55, -1.86, -3.08, -2.32
29, 0.65, 0.51, 0.56, -0.27, -2.14, -2.76
30, 0.65, 0.51, 0.57, -2.32, 1.01, -3.56
31, 0.65, 0.52, 0.57, -1.18, -1.24, -5.36
32, 0.66, 0.51, 0.57, -0.50, -0.32, -7.79
33, 0.65, 0.53, 0.57, 0.31, -1.71, -14.47
34, 0.67, 0.49, 0.59, 0.64, -1.98, -17.88
35, 0.68, 0.49, 0.55, 2.89, -1.68, -20.24
36, 0.66, 0.51, 0.53, 3.19, -4.17, -23.42
37, 0.63, 0.54, 0.53, 4.17, -6.99, -28.37
38, 0.63, 0.52, 0.55, 5.65, -10.08, -30.89
39, 0.65, 0.51, 0.57, 8.34, -11.40, -32.85
40, 0.60, 0.50, 0.55, 13.01, -13.73, -43.91
41, 0.56, 0.57, 0.56, 20.24, -21.34, -70.18
42, 0.67, 0.59, 0.61, 17.68, -17.98, -71.10
43, 0.67, 0.52, 0.60, 19.24, -18.03, -63.19
44, 0.68, 0.53, 0.55, 18.23, -17.44, -50.72
45, 0.66, 0.54, 0.51, 16.61, -14.38, -39.07
46, 0.66, 0.55, 0.53, 14.63, -13.08, -28.40
47, 0.68, 0.57, 0.53, 14.81, -13.21, -18.08
48, 0.67, 0.59, 0.53, 14.15, -19.51, -15.21
49, 0.63, 0.61, 0.54, 15.27, -27.53, -19.40
50, 0.63, 0.61, 0.55, 15.33, -27.94, -20.66
51, 0.63, 0.61, 0.52, 14.92, -21.07, -14.98
52, 0.64, 0.60, 0.51, 12.11, -15.37, -9.76
53, 0.66, 0.59, 0.52, 8.99, -18.69, -6.82
54, 0.62, 0.60, 0.49, 11.63, -20.61, -5.36
55, 0.60, 0.60, 0.48, 11.50, -20.81, -2.06
56, 0.65, 0.60, 0.55, 6.70, -16.96, 3.31
57, 0.66, 0.56, 0.47, 11.39, -10.15, 9.97
58, 0.68, 0.55, 0.48, 7.53, -9.79, 16.69
59, 0.67, 0.56, 0.47, 6.31, -14.67, 19.76
60, 0.66, 0.58, 0.48, 4.99, -11.13, 23.62
61, 0.67, 0.58, 0.49, 4.61, -5.11, 27.73
62, 0.66, 0.58, 0.49, 4.17, -3.73, 31.47
63, 0.68, 0.56, 0.50, 3.76, -2.46, 37.86
64, 0.66, 0.58, 0.46, 5.47, -0.96, 38.41
65, 0.64, 0.61, 0.48, 2.15, -1.79, 35.98
66, 0.63, 0.62, 0.48, 0.56, -1.54, 35.36
67, 0.66, 0.63, 0.49, -0.55, -0.66, 38.89
68, 0.68, 0.59, 0.46, 1.53, -0.90, 41.98
69, 0.67, 0.58, 0.46, 3.92, -0.79, 36.89
70, 0.66, 0.57, 0.47, 5.25, -0.14, 31.02
71, 0.65, 0.56, 0.46, 7.45, 0.47, 23.24
72, 0.65, 0.57, 0.47, 8.56, 0.81, 16.11
73, 0.66, 0.56, 0.48, 9.48, 1.31, 9.37
74, 0.61, 0.61, 0.46, 11.11, 1.59, -2.34
75, 0.58, 0.62, 0.47, 12.18, 2.09, -17.83
76, 0.57, 0.63, 0.50, 13.57, 1.98, -33.15
77, 0.55, 0.63, 0.49, 14.89, 4.02, -50.89
78, 0.62, 0.60, 0.48, 15.73, 10.38, -60.98
79, 0.65, 0.60, 0.47, 13.71, 20.35, -63.94
80, 0.65, 0.61, 0.47, 8.63, 19.40, -65.80
81, 0.67, 0.59, 0.48, 6.23, 19.86, -59.16
82, 0.69, 0.58, 0.47, 5.71, 22.75, -49.13
83, 0.67, 0.59, 0.49, 4.34, 17.33, -41.28
84, 0.66, 0.60, 0.48, 4.38, 12.03, -34.60
85, 0.65, 0.58, 0.48, 5.79, 12.14, -28.14
86, 0.63, 0.61, 0.47, 4.90, 12.12, -22.09
87, 0.61, 0.64, 0.47, 3.37, 11.73, -19.51
88, 0.61, 0.64, 0.48, 2.38, 13.92, -18.47
89, 0.65, 0.65, 0.46, 0.41, 17.40, -15.36
90, 0.68, 0.63, 0.44, -3.54, 20.41, -4.02
91, 0.75, 0.60, 0.42, -10.99, 25.69, 24.47
92, 0.80, 0.56, 0.45, -20.18, 32.84, 66.78
93, 0.74, 0.54, 0.48, -26.47, 33.16, 97.80
94, 0.65, 0.62, 0.50, -27.98, 33.62, 106.03
95, 0.62, 0.65, 0.55, -29.19, 41.51, 108.93
96, 0.65, 0.65, 0.59, -34.12, 49.28, 114.14
97, 0.70, 0.57, 0.63, -35.85, 57.74, 117.40
98, 0.72, 0.50, 0.61, -31.40, 63.18, 114.37
99, 0.69, 0.47, 0.57, -28.12, 62.98, 103.59
100, 0.63, 0.49, 0.54, -23.68, 54.09, 90.15
101, 0.61, 0.51, 0.54, -21.22, 46.12, 78.15
102, 0.59, 0.51, 0.56, -15.22, 40.35, 68.61
103, 0.57, 0.53, 0.59, -14.41, 36.67, 62.35
104, 0.59, 0.56, 0.58, -14.27, 36.38, 51.11
105, 0.62, 0.52, 0.58, -13.10, 35.05, 43.66
106, 0.61, 0.51, 0.57, -9.42, 28.31, 34.11
107, 0.64, 0.46, 0.59, -7.28, 21.31, 31.11
108, 0.65, 0.44, 0.60, -5.48, 17.02, 29.19
109, 0.66, 0.43, 0.61, -5.31, 15.92, 29.45
110, 0.66, 0.44, 0.60, -6.93, 17.24, 29.42
111, 0.68, 0.42, 0.62, -8.47, 19.77, 30.79
112, 0.69, 0.41, 0.61, -10.50, 22.53, 30.95
113, 0.68, 0.42, 0.61, -11.44, 21.98, 29.21
114, 0.61, 0.43, 0.61, -18.64, 22.02, 27.66
115, 0.75, 0.36, 0.66, -13.68, 35.74, 36.26
