Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.64, 0.50, 0.57, -0.78, 0.03, -1.08
1, 0.64, 0.50, 0.56, -0.64, 2.46, -0.92
2, 0.64, 0.51, 0.57, -0.64, 3.22, -0.26
3, 0.64, 0.51, 0.57, -1.19, 2.23, -0.47
4, 0.64, 0.52, 0.57, -1.79, 0.14, -0.96
5, 0.65, 0.51, 0.57, -2.00, -1.68, -1.30
6, 0.65, 0.51, 0.57, -2.12, -2.43, -1.39
7, 0.64, 0.51, 0.57, -2.03, -1.73, -1.27
8, 0.64, 0.51, 0.57, -2.14, -1.24, -1.16
9, 0.64, 0.52, 0.58, -2.35, 0.05, -0.69
10, 0.64, 0.51, 0.57, -2.44, 0.56, -0.76
11, 0.64, 0.51, 0.57, -1.89, 0.02, -0.72
12, 0.64, 0.51, 0.57, -1.60, -1.31, -0.61
13, 0.65, 0.51, 0.57, -1.88, -1.40, -0.69
14, 0.64, 0.51, 0.56, -1.89, -0.69, -0.49
15, 0.64, 0.52, 0.57, -1.56, -0.09, -0.34
16, 0.64, 0.51, 0.57, -1.68, -0.08, -0.50
17, 0.65, 0.51, 0.57, -2.05, -0.17, -0.53
18, 0.65, 0.51, 0.56, -1.62, -0.05, -0.56
19, 0.65, 0.50, 0.58, -1.24, -0.11, -0.11
20, 0.64, 0.51, 0.57, -1.28, -0.73, -0.12
21, 0.65, 0.51, 0.58, -1.82, -0.64, 0.08
22, 0.65, 0.51, 0.56, -1.89, 0.87, 0.52
23, 0.65, 0.52, 0.58, -2.37, 1.39, 0.64
24, 0.65, 0.52, 0.56, -2.34, -0.58, 0.32
25, 0.66, 0.52, 0.56, -2.49, -3.53, -0.43
26, 0.65, 0.51, 0.57, -2.72, -4.66, -0.44
27, 0.64, 0.50, 0.57, -2.72, -3.50, -0.98
28, 0.63, 0.51, 0.57, -2.43, -2.37, -1.24
29, 0.64, 0.51, 0.57, -2.43, -2.12, -2.24
30, 0.64, 0.52, 0.57, -2.76, -2.60, -4.64
31, 0.63, 0.53, 0.56, -1.76, -4.82, -10.92
32, 0.64, 0.52, 0.55, -0.12, -7.04, -18.38
33, 0.63, 0.52, 0.51, 0.66, -7.73, -25.77
34, 0.66, 0.51, 0.53, 0.05, -10.87, -30.60
35, 0.66, 0.50, 0.55, 2.82, -16.34, -38.38
36, 0.59, 0.52, 0.56, 6.89, -24.43, -54.75
37, 0.61, 0.55, 0.57, 9.28, -30.06, -73.59
38, 0.67, 0.60, 0.57, 5.33, -23.50, -80.03
39, 0.69, 0.57, 0.56, 8.17, -14.99, -66.34
40, 0.69, 0.52, 0.55, 6.38, -16.12, -55.19
41, 0.66, 0.52, 0.54, 10.05, -21.65, -52.34
42, 0.64, 0.57, 0.53, 10.00, -27.39, -56.14
43, 0.69, 0.54, 0.53, 9.91, -23.88, -48.41
44, 0.70, 0.55, 0.54, 11.18, -18.60, -35.54
45, 0.69, 0.57, 0.51, 10.63, -19.21, -26.81
46, 0.65, 0.60, 0.51, 8.90, -22.35, -22.84
47, 0.60, 0.61, 0.54, 5.18, -23.33, -25.01
48, 0.58, 0.60, 0.55, 7.34, -23.34, -28.90
49, 0.58, 0.60, 0.54, 10.78, -20.90, -26.69
50, 0.61, 0.63, 0.51, 12.18, -15.63, -22.18
51, 0.61, 0.62, 0.52, 10.78, -13.24, -22.12
52, 0.63, 0.61, 0.50, 7.59, -10.89, -22.70
53, 0.60, 0.64, 0.50, 4.90, -11.89, -22.55
54, 0.56, 0.61, 0.47, 8.09, -13.47, -20.60
55, 0.59, 0.62, 0.49, 3.66, -12.00, -14.85
56, 0.58, 0.62, 0.50, 3.45, -16.02, -14.06
57, 0.52, 0.63, 0.48, 5.04, -19.51, -15.80
58, 0.59, 0.62, 0.53, 2.63, -16.03, -17.98
59, 0.57, 0.64, 0.49, 4.15, -9.36, -17.80
60, 0.54, 0.64, 0.50, 5.01, -4.90, -17.42
61, 0.58, 0.63, 0.49, 5.74, -0.44, -14.23
62, 0.61, 0.63, 0.48, 6.34, 0.85, -8.06
63, 0.64, 0.62, 0.49, 6.06, 0.26, -0.14
64, 0.68, 0.60, 0.47, 8.32, 0.81, 11.37
65, 0.70, 0.59, 0.45, 14.03, -1.83, 25.88
66, 0.69, 0.62, 0.43, 15.34, -6.29, 44.26
67, 0.69, 0.63, 0.45, 10.53, -10.87, 68.09
68, 0.70, 0.61, 0.44, 12.85, -7.47, 96.46
69, 0.76, 0.59, 0.40, 16.46, 1.92, 132.23
70, 0.81, 0.56, 0.40, 15.76, 7.62, 168.35
71, 0.81, 0.57, 0.45, 12.69, 6.41, 191.34
72, 0.77, 0.59, 0.54, 1.07, 6.70, 198.34
73, 0.72, 0.56, 0.61, -8.35, 6.93, 186.08
74, 0.63, 0.58, 0.60, -14.40, 12.15, 163.19
75, 0.54, 0.59, 0.54, -15.22, 16.41, 128.60
76, 0.47, 0.69, 0.50, -19.82, 16.56, 86.84
77, 0.54, 0.58, 0.50, -17.19, 20.66, 68.08
78, 0.60, 0.49, 0.50, -7.11, 25.82, 57.19
79, 0.61, 0.46, 0.47, -5.42, 18.20, 39.28
80, 0.65, 0.46, 0.48, -8.06, 13.34, 25.53
81, 0.74, 0.44, 0.52, -6.92, 18.44, 24.90
82, 0.80, 0.37, 0.52, 0.38, 24.70, 27.15
83, 0.78, 0.43, 0.47, 2.26, 21.57, 20.37
84, 0.75, 0.44, 0.47, -1.86, 13.85, 13.22
85, 0.73, 0.43, 0.49, -1.85, 9.85, 10.40
86, 0.71, 0.43, 0.50, -0.20, 8.53, 7.65
87, 0.70, 0.47, 0.51, -1.34, 6.76, 2.49
88, 0.67, 0.48, 0.52, -3.69, 2.56, -5.34
89, 0.66, 0.48, 0.53, -4.89, 1.42, -13.08
90, 0.61, 0.52, 0.52, -8.09, -1.02, -28.06
91, 0.61, 0.52, 0.51, -13.13, -3.05, -44.96
92, 0.59, 0.51, 0.50, -14.85, -7.60, -63.92
93, 0.57, 0.52, 0.48, -16.79, -21.39, -93.10
94, 0.57, 0.53, 0.49, -21.10, -29.30, -120.35
95, 0.63, 0.51, 0.54, -22.75, -23.92, -133.91
96, 0.67, 0.53, 0.54, -22.64, -8.89, -135.48
97, 0.81, 0.41, 0.50, -16.46, 12.52, -116.05
98, 0.76, 0.46, 0.51, -12.43, 10.92, -117.66
99, 0.78, 0.51, 0.53, -16.26, 8.20, -115.44
100, 0.80, 0.51, 0.52, -9.02, 13.33, -102.72
101, 0.78, 0.49, 0.48, -6.75, 16.03, -91.39
102, 0.74, 0.53, 0.48, -5.71, 14.31, -85.07
103, 0.72, 0.54, 0.51, -1.11, 11.19, -77.07
104, 0.72, 0.51, 0.50, 2.29, 14.02, -66.40
105, 0.70, 0.58, 0.49, 2.84, 16.53, -59.91
106, 0.85, 0.54, 0.40, 4.08, 18.70, -51.10
107, 0.61, 0.58, 0.54, 6.24, 18.47, -46.15
108, 0.65, 0.58, 0.54, 16.58, 16.43, -37.31
109, 0.67, 0.63, 0.61, -0.96, 19.02, -22.47
110, 0.67, 0.61, 0.48, 1.89, 17.79, -16.82
111, 0.66, 0.61, 0.52, -1.21, 19.53, -8.82
112, 0.67, 0.60, 0.52, -1.53, 18.26, -4.03
113, 0.65, 0.60, 0.51, -2.23, 13.50, -1.83
114, 0.63, 0.61, 0.53, -3.94, 8.98, 0.64
115, 0.62, 0.61, 0.55, -4.14, 6.32, 5.89
116, 0.60, 0.60, 0.53, -4.41, 5.63, 12.34
117, 0.60, 0.61, 0.54, -5.36, 6.55, 17.92
118, 0.60, 0.60, 0.55, -4.95, 8.58, 19.10
119, 0.60, 0.59, 0.55, -3.83, 7.86, 17.34
120, 0.57, 0.60, 0.55, -4.08, 6.24, 17.07
121, 0.57, 0.60, 0.56, -2.99, 6.11, 18.38
122, 0.59, 0.59, 0.56, -1.25, 6.75, 22.24
123, 0.59, 0.58, 0.54, -0.84, 7.04, 26.75
124, 0.62, 0.57, 0.54, -0.38, 7.94, 32.38
125, 0.65, 0.55, 0.54, 3.21, 12.08, 40.92
126, 0.65, 0.57, 0.51, 2.87, 13.63, 44.76
127, 0.66, 0.56, 0.53, 0.40, 14.61, 52.78
128, 0.68, 0.51, 0.53, 3.13, 19.05, 68.08
129, 0.70, 0.50, 0.53, 5.97, 22.67, 84.08
130, 0.76, 0.45, 0.53, 8.02, 28.67, 106.60
131, 0.77, 0.48, 0.52, 8.95, 30.92, 121.59
132, 0.75, 0.48, 0.57, 7.42, 29.11, 131.21
133, 0.72, 0.49, 0.61, 8.98, 29.15, 139.56
134, 0.73, 0.44, 0.64, 13.88, 34.95, 155.07
135, 0.68, 0.46, 0.65, 15.22, 39.69, 157.85
136, 0.64, 0.50, 0.64, 9.39, 39.59, 144.44
137, 0.59, 0.50, 0.64, 8.84, 40.21, 127.88
138, 0.57, 0.50, 0.62, 4.76, 44.96, 116.46
139, 0.54, 0.55, 0.60, -0.58, 42.29, 99.47
140, 0.54, 0.52, 0.59, -1.92, 38.31, 83.63
141, 0.55, 0.54, 0.57, -1.65, 34.08, 70.99
142, 0.56, 0.52, 0.57, -5.19, 24.41, 53.28
143, 0.60, 0.48, 0.58, -7.33, 21.28, 42.93
144, 0.63, 0.48, 0.56, -6.72, 18.63, 34.38
145, 0.65, 0.45, 0.57, -6.85, 14.12, 24.72
146, 0.66, 0.42, 0.59, -6.66, 9.85, 15.48
147, 0.66, 0.41, 0.59, -5.51, 7.15, 8.61
148, 0.66, 0.42, 0.58, -6.55, 5.28, 1.65
149, 0.67, 0.40, 0.60, -6.34, 5.44, -0.53
150, 0.67, 0.40, 0.60, -4.81, 3.48, -3.57
151, 0.69, 0.39, 0.59, -2.84, 1.68, -7.95
152, 0.67, 0.42, 0.60, -2.08, -3.94, -14.92
153, 0.66, 0.44, 0.61, -1.94, -14.11, -24.58
154, 0.65, 0.43, 0.62, -1.68, -19.62, -32.64
155, 0.71, 0.38, 0.63, 1.10, -14.06, -28.85
156, 0.78, 0.33, 0.62, 3.13, 0.72, -10.56
157, 0.79, 0.33, 0.60, 3.42, 7.71, 3.79
158, 0.77, 0.35, 0.59, 0.84, 0.93, 7.11
159, 0.75, 0.35, 0.60, 0.26, -8.78, 3.95
160, 0.72, 0.38, 0.59, 0.76, -15.39, -2.53
161, 0.70, 0.40, 0.60, 0.72, -17.92, -6.26
162, 0.70, 0.40, 0.61, 0.27, -20.67, -5.94
163, 0.68, 0.41, 0.59, -0.66, -26.81, -5.54
164, 0.67, 0.41, 0.60, -3.42, -29.83, -4.05
165, 0.67, 0.40, 0.61, -3.92, -25.10, 1.65
166, 0.65, 0.41, 0.61, -1.60, -21.63, 2.20
167, 0.63, 0.44, 0.58, -1.89, -21.82, -4.37
168, 0.63, 0.42, 0.60, -2.20, -20.06, -10.20
169, 0.65, 0.42, 0.62, 0.31, -13.02, -12.44
170, 0.65, 0.42, 0.59, 0.17, -4.41, -16.06
171, 0.66, 0.42, 0.58, -1.51, 0.58, -20.21
172, 0.70, 0.41, 0.58, -3.16, 5.34, -19.86
173, 0.71, 0.42, 0.57, -5.44, 4.98, -20.21
174, 0.69, 0.43, 0.57, -6.49, 2.73, -22.95
175, 0.69, 0.44, 0.58, -7.44, 2.60, -23.77
176, 0.71, 0.40, 0.59, -5.91, 5.08, -19.79
177, 0.77, 0.34, 0.60, -2.50, 12.26, -11.16
178, 0.83, 0.30, 0.57, 0.15, 19.54, -4.38
179, 0.83, 0.31, 0.55, -3.66, 15.83, -4.96
180, 0.78, 0.35, 0.57, -8.82, 6.21, -5.60
181, 0.74, 0.38, 0.60, -8.99, -0.21, -4.18
182, 0.70, 0.42, 0.60, -8.32, -1.65, -3.47
183, 0.67, 0.43, 0.62, -8.66, -2.12, -4.40
184, 0.66, 0.43, 0.61, -8.37, -0.23, -4.24
185, 0.67, 0.43, 0.61, -7.33, 3.59, -2.76
186, 0.67, 0.43, 0.62, -6.44, 8.31, -3.08
187, 0.69, 0.42, 0.60, -5.53, 11.65, -1.77
188, 0.71, 0.41, 0.59, -4.02, 11.34, -0.35
189, 0.72, 0.40, 0.60, -3.02, 9.21, 2.49
190, 0.74, 0.39, 0.59, -1.59, 5.57, 4.67
191, 0.76, 0.38, 0.58, 0.08, 4.18, 7.94
192, 0.75, 0.37, 0.59, 1.39, 5.18, 11.39
193, 0.76, 0.33, 0.61, 2.70, 5.79, 14.53
194, 0.75, 0.32, 0.61, 3.60, 5.73, 16.26
195, 0.73, 0.34, 0.60, 1.57, 4.56, 15.48
196, 0.71, 0.35, 0.62, -1.80, 5.71, 16.37
197, 0.65, 0.34, 0.63, 2.15, -3.66, 3.71
198, 0.59, 0.47, 0.60, -9.51, -13.77, -7.69
199, 0.62, 0.41, 0.62, -3.88, -1.44, -4.61
200, 0.63, 0.43, 0.57, -1.80, 4.84, -2.93
201, 0.66, 0.44, 0.59, -5.08, 7.74, 0.90
