Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.66, 0.48, 0.58, -2.29, 0.32, 0.23
1, 0.66, 0.47, 0.57, -1.63, 0.76, 0.64
2, 0.67, 0.48, 0.57, -0.96, 0.50, 0.34
3, 0.66, 0.48, 0.58, -1.31, -0.15, -0.11
4, 0.67, 0.48, 0.58, -1.02, 0.53, -0.20
5, 0.66, 0.49, 0.58, -0.40, 1.48, -0.31
6, 0.66, 0.50, 0.59, -0.92, 1.24, -0.34
7, 0.66, 0.50, 0.58, -1.62, -0.69, -0.43
8, 0.67, 0.49, 0.59, -1.33, -0.73, -0.75
9, 0.66, 0.48, 0.59, -1.37, 1.02, -0.79
10, 0.65, 0.48, 0.58, -1.88, 0.89, -0.49
11, 0.66, 0.49, 0.58, -1.88, 1.07, -0.02
12, 0.66, 0.48, 0.58, -1.39, 1.45, 0.15
13, 0.66, 0.49, 0.58, -2.06, 1.36, 0.31
14, 0.66, 0.48, 0.58, -1.85, 1.01, 0.44
15, 0.65, 0.48, 0.57, -1.63, 0.85, 0.31
16, 0.66, 0.49, 0.58, -1.66, 0.46, 0.40
17, 0.66, 0.48, 0.58, -2.29, 0.03, 0.66
18, 0.65, 0.48, 0.59, -1.95, 0.73, 0.95
19, 0.65, 0.48, 0.59, -2.15, 1.27, 0.95
20, 0.65, 0.48, 0.58, -2.78, 1.27, 0.70
21, 0.66, 0.49, 0.58, -2.55, 0.40, 0.31
22, 0.66, 0.49, 0.58, -2.46, -0.11, -0.17
23, 0.67, 0.48, 0.58, -1.77, -1.16, -0.29
24, 0.65, 0.48, 0.59, -0.61, -1.28, -0.70
25, 0.66, 0.48, 0.59, 0.21, -0.92, -1.57
26, 0.66, 0.49, 0.59, 0.95, -0.81, -1.94
27, 0.66, 0.48, 0.59, 1.59, -0.46, -2.06
28, 0.67, 0.47, 0.60, 2.49, -0.06, -1.39
29, 0.67, 0.46, 0.59, 2.56, -0.23, -1.10
30, 0.67, 0.46, 0.60, 2.78, -0.95, -2.29
31, 0.67, 0.47, 0.59, 3.07, -0.38, -3.36
32, 0.66, 0.48, 0.58, 3.71, -2.03, -6.60
33, 0.65, 0.50, 0.57, 6.35, -7.30, -12.27
34, 0.64, 0.52, 0.56, 10.00, -15.05, -20.09
35, 0.61, 0.53, 0.53, 16.05, -27.80, -34.35
36, 0.58, 0.53, 0.53, 20.53, -46.08, -54.20
37, 0.57, 0.54, 0.57, 17.04, -65.53, -75.94
38, 0.66, 0.50, 0.60, 24.70, -62.64, -83.59
39, 0.70, 0.49, 0.59, 27.76, -46.90, -79.24
40, 0.70, 0.54, 0.53, 24.17, -39.95, -74.11
41, 0.71, 0.55, 0.51, 20.11, -40.40, -67.33
42, 0.73, 0.57, 0.55, 15.85, -46.81, -61.04
43, 0.75, 0.55, 0.50, 19.01, -40.37, -51.34
44, 0.71, 0.58, 0.50, 21.31, -31.44, -45.28
45, 0.69, 0.58, 0.49, 16.93, -31.62, -36.56
46, 0.65, 0.60, 0.47, 11.44, -35.10, -30.17
47, 0.65, 0.61, 0.51, 8.85, -36.02, -25.74
48, 0.67, 0.60, 0.49, 12.41, -26.18, -16.20
49, 0.69, 0.61, 0.46, 11.27, -22.76, -8.61
50, 0.70, 0.58, 0.45, 9.31, -24.20, -2.84
51, 0.70, 0.58, 0.44, 11.85, -21.33, 2.49
52, 0.67, 0.60, 0.45, 12.99, -13.88, 8.46
53, 0.66, 0.61, 0.44, 9.07, -7.51, 16.41
54, 0.65, 0.60, 0.46, 4.85, -3.79, 22.63
55, 0.66, 0.60, 0.47, 1.02, -0.47, 29.10
56, 0.69, 0.57, 0.48, 0.96, 0.46, 36.24
57, 0.71, 0.59, 0.47, 2.06, 4.98, 42.52
58, 0.72, 0.58, 0.45, 0.18, 11.69, 52.44
59, 0.72, 0.59, 0.45, -2.95, 14.85, 63.65
60, 0.71, 0.62, 0.48, -3.97, 17.34, 70.27
61, 0.67, 0.62, 0.51, -6.26, 17.60, 70.52
62, 0.67, 0.61, 0.54, -8.40, 11.45, 64.37
63, 0.66, 0.62, 0.51, -9.18, 7.27, 58.31
64, 0.66, 0.56, 0.54, -11.08, 11.11, 59.33
65, 0.66, 0.55, 0.52, -12.15, 17.77, 58.06
66, 0.68, 0.50, 0.50, -15.39, 23.21, 59.94
67, 0.69, 0.48, 0.46, -17.16, 28.38, 58.90
68, 0.71, 0.46, 0.47, -15.92, 29.25, 56.95
69, 0.70, 0.46, 0.47, -11.18, 23.77, 50.99
70, 0.69, 0.49, 0.48, -6.81, 16.49, 41.88
71, 0.68, 0.51, 0.49, -3.97, 9.76, 31.83
72, 0.66, 0.51, 0.52, -2.78, 4.53, 22.32
73, 0.66, 0.53, 0.51, -3.63, 3.57, 15.69
74, 0.67, 0.51, 0.53, -3.39, 4.70, 11.53
75, 0.67, 0.51, 0.52, -0.73, 4.32, 5.47
76, 0.64, 0.53, 0.50, 3.10, -5.05, -8.21
77, 0.59, 0.53, 0.47, 9.83, -22.43, -33.08
78, 0.59, 0.52, 0.50, 15.31, -36.76, -55.50
79, 0.64, 0.52, 0.50, 18.14, -39.30, -64.90
80, 0.68, 0.51, 0.51, 16.08, -38.75, -65.65
81, 0.71, 0.52, 0.46, 12.50, -30.26, -60.60
82, 0.77, 0.48, 0.41, 9.30, -24.60, -50.79
83, 0.78, 0.51, 0.46, 2.63, -18.44, -40.60
84, 0.76, 0.53, 0.44, 2.61, -11.77, -35.01
85, 0.73, 0.52, 0.44, 3.21, -7.04, -34.38
86, 0.75, 0.52, 0.47, 2.31, -8.21, -32.00
87, 0.73, 0.54, 0.44, 2.47, -6.26, -26.38
88, 0.70, 0.52, 0.47, 1.24, -4.02, -22.56
89, 0.68, 0.60, 0.46, 1.89, -3.45, -25.40
90, 0.65, 0.60, 0.46, 3.30, -1.19, -28.44
91, 0.67, 0.59, 0.48, 3.28, 1.13, -26.85
92, 0.66, 0.56, 0.48, 3.15, -2.17, -27.30
93, 0.64, 0.58, 0.45, 4.70, -2.31, -32.08
94, 0.64, 0.59, 0.48, 4.75, 3.95, -31.80
95, 0.66, 0.59, 0.46, 3.51, 12.31, -26.43
96, 0.70, 0.59, 0.45, -2.14, 16.47, -18.32
97, 0.74, 0.60, 0.42, -5.45, 19.95, -8.64
98, 0.79, 0.57, 0.38, -6.60, 27.98, 7.65
99, 0.87, 0.56, 0.36, -8.06, 39.88, 33.91
100, 0.95, 0.46, 0.41, -13.85, 46.35, 72.49
101, 0.90, 0.46, 0.47, -16.90, 44.70, 94.63
102, 0.83, 0.56, 0.53, -17.28, 41.44, 100.64
103, 0.72, 0.59, 0.60, -21.83, 34.81, 93.33
104, 0.64, 0.55, 0.64, -26.73, 32.56, 80.87
105, 0.64, 0.52, 0.60, -27.51, 43.30, 76.20
106, 0.64, 0.46, 0.57, -22.95, 54.43, 75.42
107, 0.67, 0.41, 0.54, -19.86, 63.98, 75.08
108, 0.71, 0.36, 0.54, -15.42, 68.02, 75.16
109, 0.72, 0.41, 0.54, -10.89, 60.81, 66.96
110, 0.69, 0.44, 0.57, -9.65, 42.92, 53.83
111, 0.67, 0.47, 0.57, -6.55, 28.21, 39.56
112, 0.65, 0.47, 0.58, -2.20, 26.79, 32.29
113, 0.61, 0.47, 0.56, -1.24, 32.69, 27.80
114, 0.62, 0.52, 0.52, -5.34, 40.47, 26.02
115, 0.66, 0.47, 0.56, -8.23, 45.94, 27.47
116, 0.69, 0.42, 0.58, -8.31, 46.76, 26.56
117, 0.71, 0.45, 0.59, -6.08, 40.18, 21.76
118, 0.70, 0.48, 0.58, -5.60, 31.02, 18.26
