Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.61, 0.51, 0.59, -2.93, -2.03, -3.34
1, 0.61, 0.51, 0.61, -2.60, -1.74, -3.30
2, 0.61, 0.51, 0.59, -1.94, -1.34, -2.96
3, 0.62, 0.51, 0.60, -1.51, -1.44, -2.66
4, 0.62, 0.51, 0.60, -0.27, -0.05, -2.55
5, 0.62, 0.52, 0.59, -0.26, 0.53, -1.59
6, 0.62, 0.51, 0.58, 1.73, 1.62, -1.69
7, 0.63, 0.52, 0.59, 0.34, 1.19, -1.40
8, 0.62, 0.52, 0.60, -2.60, 1.56, -1.33
9, 0.62, 0.51, 0.59, -1.82, -2.90, -1.31
10, 0.62, 0.51, 0.59, -2.43, -4.82, -1.16
11, 0.62, 0.52, 0.59, -2.00, -4.20, -0.98
12, 0.63, 0.52, 0.60, -1.59, -2.43, -0.09
13, 0.63, 0.52, 0.60, -0.29, 2.00, 0.29
14, 0.63, 0.52, 0.58, -1.80, 1.27, -0.08
15, 0.62, 0.51, 0.61, -1.40, 0.78, -0.21
16, 0.62, 0.52, 0.60, -3.71, -2.75, -0.58
17, 0.61, 0.51, 0.59, -2.98, -5.02, -0.75
18, 0.61, 0.51, 0.59, -2.99, -5.30, -0.66
19, 0.61, 0.52, 0.59, -3.47, -5.04, -0.79
20, 0.62, 0.52, 0.59, -2.76, -2.46, -0.81
21, 0.62, 0.51, 0.58, -2.70, -0.24, -0.60
22, 0.62, 0.52, 0.58, -2.50, 1.24, -0.76
23, 0.62, 0.51, 0.59, -2.08, 1.69, -0.70
24, 0.63, 0.51, 0.59, -2.02, 0.61, -0.52
25, 0.62, 0.51, 0.59, -1.71, -0.60, -0.75
26, 0.62, 0.51, 0.59, -1.11, -0.90, -1.05
27, 0.63, 0.52, 0.59, -1.13, -0.47, -0.78
28, 0.62, 0.51, 0.58, -1.21, 0.81, -0.64
29, 0.62, 0.51, 0.59, -1.11, 1.76, -0.56
30, 0.62, 0.51, 0.59, -1.47, 2.14, -0.41
31, 0.62, 0.51, 0.59, -2.11, 1.40, -0.87
32, 0.62, 0.51, 0.59, -2.37, 0.12, -1.48
33, 0.62, 0.51, 0.59, -2.66, -1.21, -1.22
34, 0.62, 0.51, 0.59, -2.14, -1.80, -0.92
35, 0.62, 0.51, 0.59, -2.05, -1.48, -0.73
36, 0.62, 0.51, 0.59, -1.50, -0.26, -0.46
37, 0.62, 0.52, 0.60, -1.27, 1.15, -0.31
38, 0.62, 0.51, 0.59, -0.69, 2.21, 0.00
39, 0.63, 0.51, 0.59, -0.64, 1.74, -0.15
40, 0.62, 0.51, 0.59, -0.95, 0.84, -0.35
41, 0.62, 0.52, 0.60, -1.15, 0.18, -0.84
42, 0.62, 0.51, 0.59, -1.24, -0.40, -0.61
43, 0.62, 0.51, 0.61, -1.04, -0.70, -0.99
44, 0.62, 0.51, 0.59, -1.01, -0.43, -1.37
45, 0.62, 0.51, 0.59, -1.02, 0.00, -1.63
46, 0.61, 0.51, 0.59, -0.79, 0.63, -1.62
47, 0.62, 0.52, 0.60, -1.22, 0.50, -2.46
48, 0.61, 0.52, 0.60, -1.65, -1.30, -5.24
49, 0.61, 0.53, 0.60, -2.05, -2.60, -10.60
50, 0.59, 0.55, 0.57, -1.02, -4.79, -19.56
51, 0.63, 0.53, 0.55, 1.18, -7.30, -22.40
52, 0.64, 0.55, 0.53, 3.63, -16.63, -29.15
53, 0.58, 0.52, 0.57, 6.43, -33.13, -50.89
54, 0.56, 0.55, 0.58, 10.44, -46.18, -81.54
55, 0.65, 0.53, 0.60, 7.11, -43.47, -79.80
56, 0.62, 0.52, 0.58, 8.49, -38.37, -75.54
57, 0.62, 0.53, 0.62, 11.04, -42.26, -74.79
58, 0.58, 0.58, 0.59, 10.05, -47.80, -80.53
59, 0.57, 0.57, 0.55, 11.68, -49.89, -81.68
60, 0.63, 0.59, 0.52, 12.08, -40.58, -71.51
61, 0.67, 0.57, 0.53, 12.35, -31.76, -58.35
62, 0.69, 0.59, 0.49, 12.15, -24.18, -45.98
63, 0.60, 0.59, 0.39, 15.42, -20.69, -41.16
64, 0.71, 0.61, 0.58, 2.31, -18.87, -31.40
65, 0.65, 0.62, 0.53, 5.13, -16.56, -22.11
66, 0.65, 0.60, 0.52, 2.41, -14.18, -8.75
67, 0.67, 0.61, 0.51, -1.88, -10.50, 4.15
68, 0.69, 0.60, 0.54, -3.15, -4.60, 18.27
69, 0.67, 0.59, 0.54, -2.47, 1.94, 33.54
70, 0.65, 0.60, 0.54, -3.95, 2.73, 40.34
71, 0.65, 0.60, 0.54, -5.88, 4.98, 44.87
72, 0.62, 0.60, 0.53, -3.16, 7.34, 47.51
73, 0.57, 0.60, 0.52, 1.07, 6.05, 44.03
74, 0.55, 0.61, 0.49, 5.36, 4.44, 36.52
75, 0.54, 0.62, 0.50, 9.66, 3.08, 31.24
76, 0.56, 0.55, 0.53, 13.15, 1.92, 27.04
77, 0.55, 0.60, 0.51, 17.10, -1.63, 16.29
78, 0.55, 0.56, 0.52, 21.30, -2.99, 4.47
79, 0.54, 0.55, 0.52, 26.56, -7.37, -10.06
80, 0.55, 0.56, 0.53, 29.19, -9.92, -26.76
81, 0.55, 0.57, 0.54, 32.02, -10.40, -41.27
82, 0.56, 0.60, 0.53, 32.85, -9.47, -51.15
83, 0.58, 0.65, 0.52, 29.92, -6.81, -53.04
84, 0.60, 0.64, 0.52, 30.44, -2.72, -48.93
85, 0.65, 0.64, 0.49, 28.44, -2.98, -39.47
86, 0.63, 0.62, 0.47, 25.22, -7.27, -31.88
87, 0.60, 0.68, 0.47, 20.31, -11.82, -28.47
88, 0.58, 0.65, 0.50, 17.88, -14.24, -23.42
89, 0.58, 0.66, 0.51, 16.34, -12.26, -15.68
90, 0.58, 0.65, 0.47, 15.50, -7.53, -9.28
91, 0.60, 0.66, 0.47, 14.08, -4.29, -4.58
92, 0.61, 0.65, 0.47, 14.06, -1.95, 0.98
93, 0.64, 0.66, 0.47, 13.80, 2.26, 7.21
94, 0.63, 0.65, 0.46, 13.05, 3.94, 12.09
95, 0.62, 0.65, 0.46, 11.76, 3.51, 14.20
96, 0.63, 0.64, 0.47, 11.71, 6.56, 22.73
97, 0.63, 0.64, 0.46, 10.09, 9.68, 31.95
98, 0.65, 0.64, 0.46, 9.19, 14.26, 39.91
99, 0.66, 0.65, 0.44, 8.14, 19.44, 51.30
100, 0.72, 0.64, 0.42, 6.21, 28.50, 73.82
101, 0.80, 0.62, 0.39, 3.68, 42.21, 110.46
102, 0.78, 0.62, 0.40, 0.18, 46.58, 139.28
103, 0.74, 0.64, 0.44, -4.64, 48.41, 154.23
104, 0.72, 0.68, 0.48, -9.56, 51.88, 164.12
105, 0.68, 0.69, 0.52, -15.24, 52.67, 166.81
106, 0.66, 0.67, 0.54, -18.87, 57.69, 167.21
107, 0.64, 0.64, 0.59, -22.93, 61.25, 162.46
108, 0.63, 0.56, 0.65, -24.52, 61.77, 152.43
109, 0.60, 0.53, 0.66, -26.95, 58.93, 133.77
110, 0.58, 0.46, 0.63, -25.86, 54.92, 114.79
111, 0.57, 0.45, 0.60, -28.96, 51.01, 94.32
112, 0.57, 0.44, 0.57, -27.19, 49.39, 78.82
113, 0.57, 0.40, 0.57, -18.76, 46.44, 65.86
114, 0.60, 0.45, 0.48, -11.62, 46.63, 55.27
115, 0.62, 0.44, 0.49, -7.74, 38.66, 42.85
116, 0.65, 0.44, 0.48, -6.12, 35.28, 33.98
117, 0.67, 0.40, 0.53, -5.77, 34.58, 26.55
118, 0.67, 0.45, 0.54, -4.50, 30.11, 17.22
119, 0.65, 0.44, 0.57, -2.98, 20.05, 8.44
120, 0.65, 0.43, 0.57, -2.92, 15.63, 1.62
121, 0.65, 0.41, 0.57, -3.48, 15.27, -2.38
122, 0.69, 0.37, 0.59, -2.34, 22.44, 3.01
123, 0.69, 0.38, 0.59, -1.33, 26.17, 2.70
124, 0.70, 0.39, 0.58, -2.64, 25.95, 0.49
125, 0.70, 0.41, 0.60, -4.56, 21.74, -3.10
126, 0.73, 0.40, 0.59, -2.85, 25.59, -0.61
127, 0.75, 0.38, 0.57, 0.06, 25.65, 1.22
128, 0.76, 0.36, 0.58, 2.37, 22.32, 1.21
129, 0.75, 0.36, 0.58, 3.91, 13.19, -3.60
130, 0.76, 0.34, 0.62, 3.77, 3.66, -5.05
131, 0.77, 0.35, 0.64, 2.60, 5.56, 5.11
132, 0.74, 0.36, 0.65, 5.34, 3.34, 10.99
133, 0.69, 0.39, 0.64, 3.21, 1.82, 9.59
134, 0.69, 0.39, 0.64, 2.37, 1.21, 11.56
