Time (ms), Acce_X, Acce_Y, Acce_Z, Gyro_X, Gyro_Y, Gyro_Z
0, 0.60, 0.53, 0.58, -0.72, 0.60, -0.82
1, 0.60, 0.53, 0.59, -0.98, 0.43, -0.53
2, 0.61, 0.53, 0.59, -1.22, 0.93, -0.55
3, 0.61, 0.53, 0.58, -1.77, 0.69, -0.32
4, 0.61, 0.54, 0.59, -1.07, 2.03, -0.56
5, 0.60, 0.54, 0.58, -1.60, 1.71, -0.32
6, 0.61, 0.54, 0.59, -1.37, -0.17, -0.67
7, 0.60, 0.54, 0.59, -1.76, -1.91, -1.08
8, 0.60, 0.53, 0.59, -1.19, -2.31, -1.13
9, 0.60, 0.53, 0.59, -1.33, -0.73, -0.82
10, 0.59, 0.53, 0.59, -1.50, 1.08, -0.50
11, 0.60, 0.54, 0.59, -1.24, 1.95, -0.37
12, 0.60, 0.54, 0.58, -1.56, 1.24, -0.73
13, 0.61, 0.54, 0.59, -1.59, 0.35, -0.98
14, 0.60, 0.54, 0.58, -0.90, 0.35, -0.90
15, 0.61, 0.53, 0.59, -0.93, -0.49, -0.67
16, 0.61, 0.54, 0.59, -1.13, -1.28, -1.02
17, 0.61, 0.53, 0.59, -1.28, -0.27, -0.63
18, 0.60, 0.54, 0.58, -1.31, 0.17, -0.49
19, 0.60, 0.54, 0.59, -1.54, 0.75, -0.35
20, 0.60, 0.54, 0.59, -1.50, 0.44, -0.12
21, 0.60, 0.54, 0.59, -1.15, 0.35, -0.18
22, 0.61, 0.54, 0.59, -1.24, 0.15, -0.31
23, 0.60, 0.54, 0.58, -1.19, -0.06, -0.41
24, 0.60, 0.54, 0.59, -1.50, -0.27, -0.50
25, 0.60, 0.53, 0.58, -1.22, -0.14, -0.58
26, 0.60, 0.54, 0.57, -1.33, -1.01, -0.67
27, 0.59, 0.53, 0.58, -1.31, -1.05, -0.85
28, 0.60, 0.53, 0.58, -1.07, 0.03, -0.76
29, 0.60, 0.53, 0.58, -1.13, 0.78, -0.53
30, 0.61, 0.53, 0.60, -1.08, 1.36, -0.64
31, 0.60, 0.53, 0.58, -1.30, 1.54, -0.49
32, 0.60, 0.54, 0.58, -1.02, 0.96, -0.85
33, 0.60, 0.54, 0.59, -0.61, 0.72, -1.07
34, 0.60, 0.54, 0.59, -0.24, 1.04, -1.42
35, 0.60, 0.54, 0.59, -0.02, 0.35, -2.38
36, 0.60, 0.54, 0.57, 1.80, 0.14, -3.56
37, 0.61, 0.54, 0.55, 5.63, -0.21, -4.37
38, 0.61, 0.53, 0.53, 11.77, -6.69, -8.03
39, 0.57, 0.53, 0.57, 18.78, -23.80, -19.65
40, 0.51, 0.58, 0.58, 22.40, -42.99, -44.11
41, 0.52, 0.58, 0.60, 22.41, -48.61, -64.76
42, 0.53, 0.59, 0.61, 22.47, -41.40, -75.94
43, 0.55, 0.59, 0.62, 20.92, -31.74, -76.98
44, 0.57, 0.59, 0.59, 19.74, -28.76, -74.02
45, 0.58, 0.60, 0.55, 18.79, -29.45, -72.21
46, 0.61, 0.62, 0.54, 17.86, -28.60, -69.62
47, 0.66, 0.62, 0.54, 16.81, -27.71, -67.65
48, 0.66, 0.61, 0.57, 14.24, -26.43, -64.09
49, 0.66, 0.58, 0.52, 16.99, -26.89, -58.70
50, 0.66, 0.60, 0.49, 11.47, -22.76, -46.49
51, 0.64, 0.66, 0.51, 4.67, -16.14, -33.65
52, 0.60, 0.65, 0.52, 2.05, -10.41, -20.56
53, 0.56, 0.65, 0.51, 1.48, -8.40, -8.96
54, 0.56, 0.64, 0.52, 0.49, -8.44, 1.92
55, 0.57, 0.64, 0.52, -0.56, -6.76, 10.47
56, 0.59, 0.66, 0.52, -1.16, -5.48, 16.85
57, 0.58, 0.67, 0.51, -3.42, -6.75, 21.69
58, 0.57, 0.68, 0.53, -6.79, -9.85, 24.44
59, 0.56, 0.65, 0.54, -7.65, -10.82, 23.76
60, 0.55, 0.64, 0.51, -5.62, -10.61, 20.49
61, 0.54, 0.63, 0.50, -3.91, -9.97, 18.18
62, 0.56, 0.63, 0.51, -3.13, -8.93, 17.02
63, 0.57, 0.62, 0.51, -3.77, -8.81, 15.60
64, 0.58, 0.62, 0.50, -3.68, -9.77, 13.21
65, 0.59, 0.63, 0.51, -3.97, -9.19, 11.86
66, 0.58, 0.62, 0.50, -3.59, -8.38, 10.46
67, 0.60, 0.61, 0.50, -4.02, -7.19, 10.72
68, 0.58, 0.62, 0.51, -3.30, -7.01, 8.67
69, 0.59, 0.61, 0.51, -2.50, -5.31, 9.42
70, 0.60, 0.62, 0.51, -3.02, -2.60, 10.56
71, 0.60, 0.60, 0.50, -4.14, -0.18, 12.40
